ngram,log_odds,count_top,count_bot
base,1.151618542135454,15,6
gifted,1.151618542135454,15,6
red,1.150866711536663,10,4
6 rpg,1.150866711536663,10,4
feet well,1.150866711536663,10,4
make shots,1.150866711536663,10,4
featured,1.150866711536663,10,4
listed,1.150866711536663,10,4
fiba,1.150866711536663,10,4
committed,1.150866711536663,10,4
2015 nike,1.150866711536663,10,4
across,1.150866711536663,10,4
national team,1.150866711536663,10,4
hard time,1.1486814010397826,5,2
wingspan allows,1.1486814010397826,5,2
sustain,1.1486814010397826,5,2
opposing guards,1.1486814010397826,5,2
san,1.1486814010397826,5,2
find open,1.1486814010397826,5,2
would benefit,1.1486814010397826,5,2
sophomore seasons,1.1486814010397826,5,2
