ngram,log_odds,count_top,count_bot
spurts,1.0688853636721891,4,2
elite athleticism,1.0688853636721891,4,2
speaks,1.0688853636721891,4,2
last 2,1.0688853636721891,4,2
1 22,1.0688853636721891,4,2
clip 4,1.0688853636721891,4,2
3 fg,1.0688853636721891,4,2
gather,1.0688853636721891,4,2
shoot situations,1.0688853636721891,4,2
4 blocks,1.0688853636721891,4,2
25 wingspan,1.0048875910610153,21,11
creates,0.9979241516259716,19,10
utilize,0.9893734201775484,17,9
repertoire,0.9646872980229482,13,7
brings,0.9646872980229482,13,7
4 lbs,0.9646872980229482,13,7
zone,0.9646872980229482,13,7
aggression,0.9646872980229482,13,7
solid defender,0.9646872980229482,13,7
first round,0.956659501090547,24,13
explosive athlete,0.946549748740436,22,12
base,0.945911956642675,11,6
open court,0.945911956642675,11,6
deadly,0.945911956642675,11,6
overcome,0.945911956642675,11,6
performer,0.945911956642675,11,6
numbers,0.9412650429781877,42,23
dunk,0.9345151485257386,20,11
motor,0.9204147428202099,36,20
motion,0.9202338852278071,27,15
additional,0.9192325855346031,9,5
g league,0.9192325855346031,9,5
solid rebounder,0.9192325855346031,9,5
quick feet,0.9192325855346031,9,5
involved,0.9192325855346031,9,5
game weaknesses,0.9192325855346031,9,5
83,0.9192325855346031,9,5
block shots,0.9192325855346031,9,5
skillset,0.9192325855346031,9,5
taken,0.9192325855346031,9,5
combine,0.9127001468714564,102,57
iso,0.9019461401064515,16,9
east,0.9019461401064515,16,9
arms,0.8917435641721472,30,17
talented,0.8796337550028834,28,16
shooting ability,0.8794493175429388,21,12
4 2,0.8794493175429388,21,12
winning,0.8791363490152779,14,8
lebron,0.8791363490152779,14,8
0 wingspan,0.8791363490152779,14,8
said,0.8783099902517932,7,4
defensive ability,0.8783099902517932,7,4
slightly,0.8783099902517932,7,4
lengthy,0.8783099902517932,7,4
22 notes,0.8783099902517932,7,4
could improve,0.8783099902517932,7,4
arkansas,0.8783099902517932,7,4
contests,0.8783099902517932,7,4
strong body,0.8783099902517932,7,4
5 6,0.8783099902517932,7,4
greatest,0.8783099902517932,7,4
load,0.8783099902517932,7,4
perimeter shooting,0.8783099902517932,7,4
amongst,0.8783099902517932,7,4
shield,0.8783099902517932,7,4
physical gifts,0.8783099902517932,7,4
