player_name,draft_year,draft_pick,position,player_id,SEASON_ID,PLUS_MINUS,GP,MIN,PTS,REB,AST,STL,BLK,FG_PCT,FG3_PCT,FT_PCT,FGM,FGA,FG3M,FG3A,FTM,FTA,OREB,DREB,TOV,PF,TEAM_ABBREVIATION,note,PLAYER_ID,PLAYER_NAME
Erick Green,2013.0,28.0,Point Guard/Shooting Guard,203475.0,2015-16,-0.1,9.0,4.7,1.4,0.7,0.3,0.1,0.0,0.385,0.2,1.0,0.6,1.4,0.1,0.6,0.2,0.2,0.3,0.3,0.0,0.4,DEN,ok,203475.0,Erick Green
Isaiah Canaan,2013.0,29.0,Point Guard,203477.0,2017-18,1.0,20.0,21.1,8.6,2.3,3.8,0.8,0.1,0.38,0.333,0.902,2.6,6.9,1.1,3.3,2.3,2.6,0.3,2.0,1.5,1.8,PHX,ok,203477.0,Isaiah Canaan
Rudy Gobert,2013.0,30.0,Center,203497.0,2017-18,6.1,56.0,32.4,13.5,10.7,1.4,0.8,2.3,0.622,0.0,0.682,4.9,7.9,0.0,0.0,3.6,5.3,2.9,7.8,1.9,2.7,UTA,ok,203497.0,Rudy Gobert
Reggie Bullock,2013.0,31.0,Shooting Guard/Small Forward,203493.0,2016-17,1.8,31.0,15.1,4.5,2.1,0.9,0.6,0.1,0.422,0.384,0.714,1.7,4.1,0.9,2.4,0.2,0.2,0.4,1.6,0.3,0.7,DET,ok,203493.0,Reggie Bullock Jr.
Jamaal Franklin,2013.0,32.0,Shooting Guard/Small Forward,203479.0,2013-14,0.6,21.0,7.7,1.9,1.1,0.3,0.2,0.1,0.41,0.455,1.0,0.8,1.9,0.2,0.5,0.1,0.1,0.2,0.9,0.5,1.1,MEM,ok,203479.0,Jamaal Franklin
Glen Rice Jr.,2013.0,33.0,Shooting Guard,203318.0,2013-14,1.2,11.0,9.9,2.9,1.8,0.6,0.5,0.1,0.297,0.294,0.714,1.0,3.4,0.5,1.5,0.5,0.6,0.4,1.5,0.8,0.6,WAS,recovered:full_fuzzy,203318.0,Glen Rice
Ricardo Ledo,2013.0,34.0,Shooting Guard,203495.0,2013-14,0.8,11.0,3.0,1.7,0.2,0.2,0.1,0.0,0.353,0.375,1.0,0.5,1.5,0.3,0.7,0.4,0.4,0.0,0.2,0.2,0.2,DAL,recovered:last_unique,203495.0,Ricky Ledo
Lorenzo Brown,2013.0,35.0,Point Guard/Shooting Guard,203485.0,2017-18,3.3,14.0,9.9,2.3,1.1,0.9,0.4,0.0,0.412,0.167,1.0,1.0,2.4,0.1,0.9,0.1,0.1,0.1,1.0,0.2,0.5,TOR,ok,203485.0,Lorenzo Brown
Jeff Withey,2013.0,36.0,Center,203481.0,2017-18,2.1,10.0,3.9,1.5,1.0,0.0,0.0,0.3,0.375,0.2,0.5,0.6,1.6,0.2,1.0,0.1,0.2,0.1,0.9,0.2,0.3,DAL,ok,203481.0,Jeff Withey
CJ Leslie,2013.0,37.0,Small Forward/Power Forward,202727.0,,,,,,,,,,,,,,,,,,,,,,,,recovered_no_data:last_unique_wide_era,,
James Ennis,2013.0,38.0,Shooting Guard/Small Forward,203516.0,2016-17,0.7,64.0,23.4,6.7,4.0,1.0,0.7,0.3,0.455,0.372,0.782,2.3,5.0,0.8,2.1,1.3,1.7,1.1,3.0,0.9,2.6,MEM,ok,203516.0,James Ennis III
Robert Covington,2013.0,39.0,Small Forward,203496.0,2017-18,6.6,80.0,31.6,12.6,5.4,2.0,1.7,0.9,0.413,0.369,0.853,4.3,10.5,2.5,6.9,1.5,1.7,0.7,4.7,1.6,3.0,PHI,ok,203496.0,Robert Covington
James Southerland,2013.0,40.0,Small Forward/Power Forward,203480.0,2013-14,1.8,4.0,7.5,3.5,2.0,0.0,0.3,0.5,0.333,0.5,0.5,1.3,3.8,0.8,1.5,0.3,0.5,0.0,2.0,0.3,0.8,NOP,ok,203480.0,James Southerland
Pierre Jackson,2013.0,41.0,Point Guard,203510.0,2016-17,6.1,9.0,9.4,3.9,1.0,2.1,0.2,0.0,0.333,0.273,0.857,1.4,4.3,0.3,1.2,0.7,0.8,0.1,0.9,0.3,0.6,DAL,ok,203510.0,Pierre Jackson
Myck Kabongo,2013.0,42.0,Point Guard,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Erik Murphy,2013.0,43.0,Power Forward,203513.0,2013-14,-2.1,24.0,2.6,0.3,0.3,0.1,0.0,0.2,0.231,0.0,0.0,0.1,0.5,0.0,0.1,0.0,0.0,0.1,0.3,0.1,0.3,CHI,ok,203513.0,Erik Murphy
Kenny Kadji,2013.0,44.0,Power Forward/Center,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Trevor Mbakwe,2013.0,45.0,Power Forward/Center,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Rodney Williams,2013.0,46.0,Small Forward,1627786.0,2017-18,-1.5,21.0,14.6,6.3,3.0,0.8,1.0,0.2,0.468,0.289,0.667,2.4,5.2,0.5,1.8,1.0,1.4,1.0,2.0,0.9,1.6,NYK,recovered:full_fuzzy,1627786.0,Troy Williams
Bojan Dubljevic,2013.0,47.0,Power Forward/Center,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
DeShaun Thomas,2013.0,48.0,Small Forward/Power Forward,203519.0,2013-14,1.3,6.0,6.3,2.3,0.5,0.5,0.0,0.0,0.429,0.2,1.0,1.0,2.3,0.2,0.8,0.2,0.2,0.0,0.5,0.2,1.0,PHI,recovered:last_unique,203519.0,Adonis Thomas
Ryan Kelly,2013.0,49.0,Power Forward,203527.0,2016-17,0.3,16.0,6.9,1.6,1.1,0.5,0.3,0.3,0.286,0.4,0.833,0.5,1.8,0.3,0.6,0.3,0.4,0.1,1.1,0.3,0.3,ATL,ok,203527.0,Ryan Kelly
Archie Goodwin,2013.0,50.0,Shooting Guard,203462.0,2013-14,-1.7,52.0,10.2,3.7,1.7,0.4,0.4,0.2,0.455,0.139,0.673,1.5,3.2,0.1,0.7,0.7,1.1,0.5,1.2,0.8,0.9,PHX,ok,203462.0,Archie Goodwin
Grant Jerrett,2013.0,51.0,Power Forward,203511.0,2014-15,-2.5,8.0,6.4,2.0,1.1,0.4,0.3,0.3,0.269,0.067,1.0,0.9,3.3,0.1,1.9,0.1,0.1,0.3,0.9,0.4,1.4,UTA,ok,203511.0,Grant Jerrett
Ray McCallum,2013.0,52.0,Point Guard,203492.0,2015-16,0.5,41.0,11.6,3.3,1.1,1.5,0.3,0.2,0.377,0.357,0.8,1.3,3.6,0.4,1.0,0.3,0.4,0.2,1.0,0.6,0.7,SAS,ok,203492.0,Ray McCallum
Alex Abrines,2013.0,53.0,Shooting Guard,203518.0,2017-18,0.6,75.0,15.1,4.7,1.5,0.4,0.5,0.1,0.395,0.38,0.848,1.5,3.9,1.1,2.9,0.5,0.6,0.3,1.2,0.3,1.7,OKC,ok,203518.0,Alex Abrines
Dewayne Dedmon,2013.0,54.0,Center,203473.0,2016-17,2.5,76.0,17.5,5.1,6.5,0.6,0.5,0.8,0.622,0.0,0.699,2.1,3.4,0.0,0.0,0.9,1.2,1.7,4.8,0.8,2.4,SAS,ok,203473.0,Dewayne Dedmon
Carrick Felix,2013.0,55.0,Shooting Guard/Small Forward,203467.0,2013-14,0.6,7.0,5.4,2.7,0.9,0.6,0.0,0.0,0.5,0.4,0.75,1.0,2.0,0.3,0.7,0.4,0.6,0.1,0.7,0.6,0.6,CLE,ok,203467.0,Carrick Felix
Janis Timma,2013.0,56.0,Small Forward,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Peyton Siva,2013.0,57.0,Point Guard,203491.0,2013-14,-1.3,24.0,9.3,2.3,0.6,1.4,0.4,0.0,0.316,0.28,0.733,0.8,2.4,0.3,1.0,0.5,0.6,0.1,0.5,0.8,1.1,DET,ok,203491.0,Peyton Siva
Nemanja Nedovic,2013.0,58.0,Point Guard/Shooting Guard,203517.0,2013-14,-2.9,24.0,5.9,1.1,0.6,0.5,0.0,0.0,0.205,0.167,0.875,0.3,1.6,0.1,0.8,0.3,0.3,0.1,0.5,0.5,0.5,GSW,ok,203517.0,Nemanja Nedovic
Andre Roberson,2013.0,59.0,Small Forward/Power Forward,203460.0,2017-18,4.8,39.0,26.6,5.0,4.7,1.2,1.2,0.9,0.537,0.222,0.316,2.2,4.2,0.2,0.9,0.3,1.0,1.9,2.8,0.8,2.3,OKC,ok,203460.0,Andre Roberson
Solomon Hill,2013.0,60.0,Small Forward,203524.0,2015-16,0.8,59.0,14.7,4.2,2.8,1.0,0.6,0.2,0.447,0.324,0.857,1.6,3.5,0.4,1.3,0.6,0.7,0.7,2.2,0.6,1.2,IND,ok,203524.0,Solomon Hill
Adonis Thomas,2013.0,61.0,Small Forward,203519.0,2013-14,1.3,6.0,6.3,2.3,0.5,0.5,0.0,0.0,0.429,0.2,1.0,1.0,2.3,0.2,0.8,0.2,0.2,0.0,0.5,0.2,1.0,PHI,ok,203519.0,Adonis Thomas
Jackie Carmichael,2013.0,62.0,Power Forward,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Vander Blue,2013.0,63.0,Point Guard/Shooting Guard,203505.0,2017-18,3.0,5.0,9.0,0.6,0.2,0.6,0.2,0.0,0.2,0.0,0.5,0.2,1.0,0.0,0.4,0.2,0.4,0.0,0.2,0.6,0.4,LAL,ok,203505.0,Vander Blue
Vitalis Chikoko,2013.0,64.0,Power Forward/Center,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Amath Mbaye,2013.0,65.0,Small Forward,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Brandon Paul,2013.0,66.0,Shooting Guard,203464.0,2017-18,-0.1,64.0,9.0,2.3,1.1,0.6,0.4,0.1,0.433,0.278,0.512,0.9,2.0,0.2,0.8,0.3,0.7,0.1,1.0,0.5,0.9,SAS,ok,203464.0,Brandon Paul
DJ Stephens,2013.0,67.0,Shooting Guard/Small Forward,203474.0,2013-14,0.3,3.0,4.9,2.3,1.7,0.0,0.0,0.0,0.429,0.0,1.0,1.0,2.3,0.0,0.0,0.3,0.3,0.3,1.3,0.0,0.0,MIL,ok,203474.0,DJ Stephens
Colton Iverson,2013.0,68.0,Power Forward/Center,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Richard Howell,2013.0,69.0,Power Forward/Center,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Mike Muscala,2013.0,70.0,Power Forward/Center,203488.0,2014-15,1.4,40.0,12.6,4.9,3.0,0.6,0.4,0.5,0.55,0.409,0.88,2.1,3.8,0.2,0.6,0.6,0.6,1.3,1.7,0.5,1.3,ATL,ok,203488.0,Mike Muscala
Oleksandr Lypovyy,2013.0,71.0,Small Forward,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Michael Snaer,2013.0,72.0,Shooting Guard,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
BJ Young,2013.0,73.0,Shooting Guard,1626202.0,2015-16,-0.8,41.0,9.4,3.8,1.2,1.6,0.4,0.0,0.367,0.217,0.8,1.5,4.1,0.2,1.1,0.5,0.6,0.1,1.1,0.8,0.7,IND,recovered:full_fuzzy,1626202.0,Joe Young
Augusto Lima,2013.0,74.0,Power Forward,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Brandon Davies,2013.0,75.0,Power Forward,203561.0,2013-14,-0.6,51.0,11.3,2.8,2.1,0.5,0.5,0.2,0.422,0.2,0.642,1.1,2.5,0.0,0.2,0.7,1.0,0.7,1.4,0.7,1.8,PHI,ok,203561.0,Brandon Davies
Jordan Aboudou,2013.0,76.0,Shooting Guard/Small Forward,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Arsalan Kazemi,2013.0,77.0,Power Forward,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Raul Neto,2013.0,78.0,Point Guard,203526.0,2017-18,2.9,41.0,12.2,4.5,1.2,1.8,0.3,0.1,0.457,0.404,0.743,1.7,3.7,0.5,1.1,0.6,0.9,0.2,1.0,0.9,0.9,UTA,ok,203526.0,Raul Neto
Seth Curry,2013.0,79.0,Point Guard/Shooting Guard,203552.0,2013-14,0.5,2.0,6.5,1.5,0.5,0.0,1.0,0.0,0.333,1.0,0.0,0.5,1.5,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,CLE,ok,203552.0,Seth Curry
Rodney McGruder,2013.0,80.0,Shooting Guard,203585.0,2017-18,1.8,18.0,16.6,5.1,1.8,0.9,0.4,0.2,0.493,0.429,0.5,2.0,4.1,0.8,1.9,0.2,0.4,0.6,1.2,0.2,1.2,MIA,ok,203585.0,Rodney McGruder
Alex Oriakhi,2013.0,81.0,Power Forward/Center,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Will Cherry,2013.0,82.0,Point Guard,203805.0,2014-15,-0.9,8.0,8.7,1.9,0.6,1.0,0.8,0.1,0.263,0.222,0.5,0.6,2.4,0.3,1.1,0.4,0.8,0.1,0.5,0.5,1.3,TOR,ok,203805.0,Will Cherry
Daniel Theis,2013.0,83.0,Power Forward,1628464.0,2017-18,0.0,63.0,14.9,5.3,4.3,0.9,0.5,0.8,0.541,0.31,0.753,2.0,3.7,0.3,0.9,1.0,1.3,1.4,2.9,0.9,2.5,BOS,ok,1628464.0,Daniel Theis
Marko Todorovic,2013.0,84.0,Power Forward/Center,78346.0,,,,,,,,,,,,,,,,,,,,,,,,no_data_in_2013-14_to_2017-18,,
CJ Aiken,2013.0,85.0,Small Forward/Power Forward,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Elias Harris,2013.0,86.0,Small Forward/Power Forward,203548.0,2013-14,-3.0,2.0,5.7,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,LAL,ok,203548.0,Elias Harris
Phil Pressey,2013.0,87.0,Point Guard,203515.0,2014-15,0.0,50.0,12.0,3.5,1.6,2.3,0.6,0.1,0.368,0.246,0.673,1.3,3.5,0.3,1.3,0.7,1.0,0.3,1.3,0.8,1.1,BOS,ok,203515.0,Phil Pressey
Alexandre Paranhos,2013.0,88.0,Small Forward/Power Forward,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Derrick Nix,2013.0,89.0,Power Forward/Center,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Kevin Parrom,2013.0,90.0,Shooting Guard/Small Forward,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Jack Cooley,2013.0,91.0,Power Forward,204022.0,2014-15,-0.3,16.0,5.4,1.7,1.6,0.1,0.4,0.2,0.409,0.0,0.429,0.6,1.4,0.0,0.0,0.6,1.3,0.6,0.9,0.2,1.4,UTA,ok,204022.0,Jack Cooley
Joffrey Lauvergne,2013.0,92.0,Power Forward/Center,203530.0,2017-18,-1.2,55.0,9.7,4.1,3.1,0.7,0.2,0.1,0.516,0.0,0.638,1.8,3.5,0.0,0.1,0.5,0.9,1.1,2.0,0.6,0.8,SAS,ok,203530.0,Joffrey Lauvergne
Durand Scott,2013.0,93.0,Shooting Guard,203118.0,2015-16,1.5,75.0,15.3,6.2,2.7,1.0,0.3,0.2,0.468,0.392,0.794,2.3,5.0,0.8,2.1,0.7,0.8,0.7,2.0,0.6,1.4,ATL,recovered:last_unique,203118.0,Mike Scott
Christian Watford,2013.0,94.0,Small Forward,1626174.0,2016-17,1.5,13.0,8.2,2.7,2.2,0.2,0.2,0.5,0.522,0.0,0.733,0.9,1.8,0.0,0.4,0.8,1.2,1.1,1.2,0.5,0.8,CHA,recovered:full_fuzzy,1626174.0,Christian Wood
Brandon Triche,2013.0,95.0,Point Guard/Shooting Guard,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Elijah Johnson,2013.0,96.0,Point Guard/Shooting Guard,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Kenny Boynton,2013.0,97.0,Point Guard/Shooting Guard,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Devin Booker Clemson,2013.0,98.0,Power Forward/Center,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Ed Daniel,2013.0,99.0,Small Forward/Power Forward,203584.0,2013-14,5.6,5.0,15.0,8.4,0.8,1.0,0.0,0.0,0.484,0.48,0.0,3.0,6.2,2.4,5.0,0.0,0.0,0.0,0.8,0.6,1.2,HOU,recovered:last_fuzzy,203584.0,Troy Daniels
Marshawn Powell,2013.0,100.0,Power Forward,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Joel Embiid,2014.0,1.0,Center,203954.0,2017-18,7.7,63.0,30.4,22.9,11.0,3.2,0.6,1.8,0.483,0.308,0.769,8.1,16.8,1.0,3.4,5.7,7.4,2.3,8.7,3.7,3.3,PHI,ok,203954.0,Joel Embiid
Jabari Parker,2014.0,2.0,Small Forward/Power Forward,203953.0,2016-17,-1.7,51.0,33.9,20.1,6.2,2.8,1.0,0.4,0.49,0.365,0.743,7.8,16.0,1.3,3.5,3.2,4.3,1.5,4.6,1.8,2.2,MIL,ok,203953.0,Jabari Parker
Andrew Wiggins,2014.0,3.0,Small Forward,203952.0,2017-18,2.5,82.0,36.3,17.7,4.4,2.0,1.1,0.6,0.438,0.331,0.643,6.9,15.9,1.4,4.1,2.5,3.8,1.0,3.4,1.7,2.0,MIN,ok,203952.0,Andrew Wiggins
Marcus Smart,2014.0,4.0,Point Guard,203935.0,2017-18,3.9,54.0,29.9,10.2,3.5,4.8,1.3,0.4,0.367,0.301,0.729,3.5,9.5,1.4,4.6,1.8,2.5,0.8,2.7,2.4,2.5,BOS,ok,203935.0,Marcus Smart
Dante Exum,2014.0,5.0,Point Guard/Shooting Guard,203957.0,2017-18,2.3,14.0,16.8,8.1,1.9,3.1,0.6,0.2,0.483,0.278,0.806,3.0,6.2,0.4,1.3,1.8,2.2,0.3,1.6,1.4,1.4,UTA,ok,203957.0,Dante Exum
Julius Randle,2014.0,6.0,Power Forward,203944.0,2018-19,-0.2,73.0,30.6,21.4,8.7,3.1,0.7,0.6,0.524,0.344,0.731,7.8,14.9,0.9,2.7,4.9,6.7,2.2,6.5,2.8,3.4,NOP,ok,203944.0,Julius Randle
Noah Vonleh,2014.0,7.0,Power Forward,203943.0,2017-18,-0.7,54.0,16.2,4.9,5.8,0.6,0.4,0.3,0.444,0.303,0.621,1.9,4.3,0.4,1.2,0.7,1.1,1.3,4.5,0.6,1.3,CHI,ok,203943.0,Noah Vonleh
Zach LaVine,2014.0,8.0,Point Guard/Shooting Guard,203897.0,2016-17,-2.5,47.0,37.2,18.9,3.4,3.0,0.9,0.2,0.459,0.387,0.836,6.9,15.1,2.6,6.6,2.5,3.0,0.4,3.0,1.8,2.2,MIN,ok,203897.0,Zach LaVine
Elfrid Payton,2014.0,9.0,Point Guard,203901.0,2015-16,-1.0,73.0,29.4,10.7,3.6,6.4,1.2,0.3,0.436,0.326,0.589,4.4,10.0,0.4,1.3,1.5,2.6,1.1,2.5,2.4,2.2,ORL,ok,203901.0,Elfrid Payton
Doug McDermott,2014.0,10.0,Small Forward,203926.0,2018-19,1.7,77.0,17.4,7.3,1.4,0.9,0.2,0.1,0.491,0.408,0.835,2.7,5.5,1.1,2.7,0.9,1.0,0.2,1.2,0.5,1.4,IND,ok,203926.0,Doug McDermott
Aaron Gordon,2014.0,11.0,Power Forward,203932.0,2018-19,1.4,78.0,33.8,16.0,7.4,3.7,0.7,0.7,0.449,0.349,0.731,6.0,13.4,1.6,4.4,2.4,3.2,1.7,5.7,2.1,2.2,ORL,ok,203932.0,Aaron Gordon
Gary Harris,2014.0,12.0,Shooting Guard,203914.0,2018-19,4.0,57.0,28.8,12.9,2.8,2.2,1.0,0.3,0.424,0.339,0.799,4.7,11.2,1.4,4.2,2.0,2.5,0.7,2.1,1.2,2.0,DEN,ok,203914.0,Gary Harris
Rodney Hood,2014.0,13.0,Small Forward,203918.0,2016-17,1.8,59.0,27.0,12.7,3.4,1.6,0.6,0.2,0.408,0.371,0.783,4.6,11.3,1.9,5.2,1.5,1.9,0.3,3.2,1.1,2.2,UTA,ok,203918.0,Rodney Hood
Nik Stauskas,2014.0,14.0,Shooting Guard,203917.0,2017-18,-1.4,41.0,12.8,4.4,1.6,1.0,0.2,0.1,0.39,0.4,0.724,1.5,3.8,1.0,2.4,0.5,0.7,0.1,1.5,0.6,0.6,BKN,ok,203917.0,Nik Stauskas
Glenn Robinson III,2014.0,15.0,Small Forward,203922.0,2014-15,0.8,35.0,7.5,2.1,1.1,0.3,0.2,0.0,0.388,0.263,0.667,0.7,1.9,0.1,0.5,0.5,0.7,0.4,0.7,0.3,0.4,PHI,ok,203922.0,Glenn Robinson III
TJ Warren,2014.0,16.0,Small Forward,203933.0,2014-15,-2.4,40.0,15.4,6.1,2.1,0.6,0.5,0.2,0.528,0.238,0.737,2.8,5.4,0.1,0.5,0.4,0.5,1.0,1.1,0.7,1.3,PHX,recovered:last_unique,203933.0,T.J. Warren
Kyle Anderson,2014.0,17.0,Small Forward,203937.0,2015-16,2.6,78.0,16.0,4.5,3.1,1.6,0.8,0.4,0.468,0.324,0.747,1.8,3.8,0.2,0.5,0.8,1.1,0.3,2.8,0.8,1.2,SAS,ok,203937.0,Kyle Anderson
Dario Saric,2014.0,18.0,Small Forward/Power Forward,203967.0,2017-18,3.7,78.0,29.6,14.6,6.7,2.6,0.7,0.3,0.453,0.393,0.86,5.2,11.4,2.0,5.1,2.3,2.7,2.0,4.7,1.9,2.1,PHI,ok,203967.0,Dario Saric
Jordan Clarkson,2014.0,19.0,Point Guard/Shooting Guard,203903.0,2017-18,-0.5,81.0,23.3,13.9,2.7,2.7,0.7,0.1,0.451,0.352,0.8,5.3,11.8,1.4,3.9,1.9,2.3,0.7,2.0,1.6,1.3,CLE,ok,203903.0,Jordan Clarkson
Shabazz Napier,2014.0,20.0,Point Guard,203894.0,2017-18,1.1,74.0,20.7,8.7,2.3,2.0,1.1,0.2,0.42,0.376,0.841,3.0,7.2,1.1,2.9,1.6,1.9,0.4,1.9,1.2,1.1,POR,ok,203894.0,Shabazz Napier
Tyler Ennis,2014.0,21.0,Point Guard,203898.0,2016-17,0.0,53.0,11.1,4.3,0.8,1.6,0.5,0.0,0.433,0.386,0.84,1.7,3.9,0.5,1.3,0.4,0.5,0.2,0.7,0.8,1.1,LAL,ok,203898.0,Tyler Ennis
James Young,2014.0,22.0,Shooting Guard,203923.0,2014-15,0.2,31.0,10.7,3.4,1.4,0.4,0.3,0.1,0.353,0.258,0.552,1.2,3.3,0.5,2.1,0.5,0.9,0.3,1.1,0.2,0.7,BOS,ok,203923.0,James Young
Jusuf Nurkic,2014.0,23.0,Center,203994.0,2018-19,5.9,72.0,27.4,15.6,10.4,3.2,1.0,1.4,0.508,0.103,0.773,5.8,11.5,0.0,0.4,3.9,5.1,3.4,7.0,2.3,3.5,POR,ok,203994.0,Jusuf Nurkić
Jerami Grant,2014.0,24.0,Small Forward,203924.0,2018-19,3.8,80.0,32.7,13.6,5.2,1.0,0.8,1.3,0.497,0.392,0.71,5.1,10.3,1.4,3.7,2.0,2.8,1.2,4.0,0.8,2.7,OKC,ok,203924.0,Jerami Grant
Cleanthony Early,2014.0,25.0,Small Forward/Power Forward,203921.0,2015-16,0.0,17.0,9.0,1.8,1.5,0.4,0.1,0.2,0.3,0.267,0.75,0.7,2.4,0.2,0.9,0.2,0.2,0.2,1.3,0.5,0.9,NYK,ok,203921.0,Cleanthony Early
CJ Wilcox,2014.0,26.0,Shooting Guard,203912.0,2015-16,1.0,23.0,7.3,3.0,0.5,0.4,0.4,0.1,0.394,0.391,0.75,1.1,2.9,0.4,1.0,0.4,0.5,0.0,0.5,0.1,0.7,LAC,recovered:last_unique,203912.0,C.J. Wilcox
Adreian Payne,2014.0,27.0,Power Forward,203940.0,2016-17,0.4,18.0,7.5,3.5,1.8,0.4,0.4,0.4,0.426,0.2,0.737,1.3,3.0,0.2,0.8,0.8,1.1,0.5,1.3,0.4,1.8,MIN,ok,203940.0,Adreian Payne
Jordan Adams,2014.0,28.0,Shooting Guard,203919.0,2015-16,2.0,2.0,7.3,3.5,1.0,1.5,1.5,0.0,0.333,0.0,0.6,1.0,3.0,0.0,0.5,1.5,2.5,0.0,1.0,1.0,1.0,MEM,ok,203919.0,Jordan Adams
Bogdan Bogdanovic,2014.0,29.0,Shooting Guard,203992.0,2018-19,-0.6,70.0,27.8,14.1,3.5,3.8,1.0,0.2,0.418,0.36,0.827,5.2,12.3,1.9,5.3,1.9,2.3,0.6,2.9,1.7,2.0,SAC,ok,203992.0,Bogdan Bogdanović
Spencer Dinwiddie,2014.0,30.0,Point Guard/Shooting Guard,203915.0,2017-18,-1.2,80.0,28.8,12.6,3.2,6.6,0.9,0.3,0.387,0.326,0.813,4.1,10.5,1.8,5.4,2.7,3.4,0.5,2.7,1.6,2.3,BKN,ok,203915.0,Spencer Dinwiddie
Vasilje Micic,2014.0,31.0,Point Guard,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
KJ McDaniels,2014.0,32.0,Small Forward,203909.0,2015-16,2.0,37.0,6.4,2.4,1.1,0.3,0.2,0.2,0.403,0.28,0.8,0.8,1.9,0.2,0.7,0.6,0.8,0.4,0.7,0.5,0.8,HOU,ok,203909.0,KJ McDaniels
Jarnell Stokes,2014.0,33.0,Power Forward,203950.0,2015-16,1.3,7.0,2.7,1.0,0.6,0.1,0.1,0.0,0.6,0.0,0.5,0.4,0.7,0.0,0.0,0.1,0.3,0.1,0.4,0.0,0.1,MEM,ok,203950.0,Jarnell Stokes
Johnny O'Bryant,2014.0,34.0,Power Forward/Center,203948.0,2015-16,-2.0,66.0,13.0,3.0,2.7,0.5,0.3,0.1,0.411,1.0,0.675,1.3,3.2,0.0,0.0,0.4,0.6,1.0,1.7,0.5,1.5,MIL,ok,203948.0,Johnny O'Bryant III
Markel Brown,2014.0,35.0,Shooting Guard,203900.0,2014-15,-0.5,47.0,16.6,4.6,2.3,0.8,0.7,0.3,0.362,0.266,0.825,1.6,4.5,0.4,1.4,1.0,1.2,0.3,1.9,0.6,1.2,BKN,ok,203900.0,Markel Brown
PJ Hairston,2014.0,36.0,Shooting Guard,203798.0,2014-15,-2.3,45.0,15.3,5.6,2.0,0.5,0.5,0.3,0.323,0.301,0.861,1.9,6.0,1.1,3.6,0.7,0.8,0.5,1.6,0.5,1.4,CHA,ok,203798.0,PJ Hairston
Clint Capela,2014.0,37.0,Power Forward/Center,203991.0,2017-18,5.1,74.0,27.5,13.9,10.8,0.9,0.8,1.9,0.652,0.0,0.56,6.0,9.1,0.0,0.0,1.9,3.5,3.3,7.6,1.4,2.5,HOU,ok,203991.0,Clint Capela
DeAndre Daniels,2014.0,38.0,Small Forward,203584.0,2016-17,1.3,67.0,17.7,8.2,1.5,0.7,0.3,0.1,0.374,0.389,0.796,2.8,7.4,2.1,5.3,0.6,0.8,0.3,1.2,0.7,1.3,MEM,recovered:last_unique,203584.0,Troy Daniels
Nick Johnson,2014.0,39.0,Shooting Guard,203910.0,2014-15,-1.7,28.0,9.4,2.6,1.4,0.4,0.3,0.1,0.347,0.238,0.68,0.9,2.7,0.2,0.8,0.6,0.9,0.5,0.9,0.7,1.2,HOU,ok,203910.0,Nick Johnson
Dwight Powell,2014.0,40.0,Power Forward,203939.0,2018-19,0.2,77.0,21.6,10.6,5.3,1.5,0.6,0.6,0.597,0.307,0.772,3.8,6.3,0.5,1.6,2.5,3.3,1.8,3.5,0.9,2.6,DAL,ok,203939.0,Dwight Powell
