player_name,draft_year,draft_pick,position,player_id,SEASON_ID,PLUS_MINUS,GP,MIN,PTS,REB,AST,STL,BLK,FG_PCT,FG3_PCT,FT_PCT,FGM,FGA,FG3M,FG3A,FTM,FTA,OREB,DREB,TOV,PF,TEAM_ABBREVIATION,note,PLAYER_ID,PLAYER_NAME
Jawun Evans,2017.0,26.0,Point Guard,1628393.0,2017-18,0.2,48.0,16.2,4.8,1.8,2.1,0.8,0.1,0.352,0.278,0.776,1.9,5.3,0.3,1.1,0.8,1.0,0.2,1.6,0.9,2.0,LAC,ok,1628393.0,Jawun Evans
Jordan Bell,2017.0,27.0,Power Forward/Center,1628395.0,2017-18,2.8,57.0,14.2,4.6,3.6,1.8,0.6,1.0,0.627,0.0,0.682,2.0,3.2,0.0,0.1,0.5,0.8,1.1,2.6,0.9,1.6,GSW,ok,1628395.0,Jordan Bell
DJ Wilson,2017.0,28.0,Power Forward,1628391.0,2018-19,1.7,48.0,18.4,5.8,4.6,1.1,0.4,0.4,0.414,0.362,0.553,2.2,5.2,1.0,2.6,0.5,1.0,0.9,3.7,0.7,1.8,MIL,recovered:last+initial,1628391.0,D.J. Wilson
Caleb Swanigan,2017.0,29.0,Power Forward/Center,1628403.0,2017-18,-0.4,27.0,7.0,2.3,2.0,0.5,0.2,0.1,0.4,0.125,0.667,0.9,2.2,0.0,0.3,0.4,0.7,0.6,1.4,0.7,1.4,POR,ok,1628403.0,Caleb Swanigan
Isaiah Hartenstein,2017.0,30.0,Power Forward,1628392.0,2021-22,2.5,68.0,17.9,8.3,4.9,2.4,0.7,1.1,0.626,0.467,0.689,3.4,5.4,0.2,0.4,1.3,1.9,1.7,3.2,1.2,2.5,LAC,ok,1628392.0,Isaiah Hartenstein
Derrick White,2017.0,31.0,Point Guard/Shooting Guard,1628401.0,2021-22,2.7,75.0,29.3,13.2,3.5,4.9,0.9,0.8,0.421,0.312,0.864,4.5,10.7,1.5,4.9,2.7,3.1,0.5,3.0,1.6,2.3,BOS,ok,1628401.0,Derrick White
Frank Jackson,2017.0,32.0,Point Guard/Shooting Guard,1628402.0,2020-21,-0.3,40.0,18.5,9.8,2.2,0.9,0.4,0.0,0.457,0.407,0.813,3.4,7.3,1.5,3.8,1.5,1.9,0.4,1.8,0.9,1.3,DET,ok,1628402.0,Frank Jackson
Tyler Lydon,2017.0,33.0,Power Forward,1628399.0,2018-19,-0.4,25.0,3.7,0.9,0.7,0.2,0.1,0.0,0.5,0.4,0.333,0.4,0.7,0.2,0.4,0.0,0.1,0.3,0.4,0.2,0.4,DEN,ok,1628399.0,Tyler Lydon
Josh Hart,2017.0,34.0,Shooting Guard,1628404.0,2018-19,0.0,67.0,25.6,7.8,3.7,1.4,1.0,0.6,0.407,0.336,0.688,2.8,6.9,1.4,4.1,0.8,1.2,0.5,3.2,0.9,2.2,LAL,ok,1628404.0,Josh Hart
OG Anunoby,2017.0,35.0,Small Forward/Power Forward,1628384.0,2017-18,4.0,74.0,20.0,5.9,2.5,0.7,0.7,0.2,0.471,0.371,0.629,2.2,4.7,1.0,2.7,0.5,0.8,0.6,1.9,0.6,1.8,TOR,ok,1628384.0,OG Anunoby
Tony Bradley,2017.0,36.0,Center,1628396.0,2021-22,1.3,55.0,10.0,3.0,3.4,0.5,0.2,0.6,0.585,0.0,0.655,1.3,2.2,0.0,0.0,0.3,0.5,1.2,2.2,0.6,1.1,CHI,ok,1628396.0,Tony Bradley
PJ Dozier,2017.0,37.0,Point Guard/Shooting Guard,1628408.0,2018-19,4.2,6.0,8.5,3.2,2.8,0.8,0.3,0.0,0.381,0.25,0.5,1.3,3.5,0.3,1.3,0.2,0.3,1.0,1.8,0.0,0.3,BOS,ok,1628408.0,PJ Dozier
Sindarius Thornwell,2017.0,38.0,Shooting Guard,1628414.0,2020-21,-0.4,21.0,10.3,2.0,0.9,1.0,0.6,0.1,0.326,0.304,0.5,0.7,2.2,0.3,1.1,0.2,0.4,0.1,0.7,0.3,0.7,ORL,ok,1628414.0,Sindarius Thornwell
Frank Mason,2017.0,39.0,Point Guard,1628412.0,2019-20,0.2,9.0,13.1,6.9,2.1,3.2,0.6,0.1,0.451,0.286,0.588,2.6,5.7,0.7,2.3,1.1,1.9,0.6,1.6,1.2,1.2,MIL,ok,1628412.0,Frank Mason III
Semi Ojeleye,2017.0,40.0,Small Forward/Power Forward,1628400.0,2018-19,1.3,56.0,10.6,3.3,1.5,0.4,0.2,0.1,0.424,0.315,0.615,1.2,2.8,0.5,1.6,0.4,0.7,0.4,1.1,0.3,0.8,BOS,ok,1628400.0,Semi Ojeleye
Tyler Dorsey,2017.0,41.0,Shooting Guard,1628416.0,2018-19,-0.7,48.0,14.5,6.2,2.4,1.2,0.3,0.0,0.405,0.333,0.623,2.2,5.5,0.9,2.8,0.8,1.3,0.6,1.8,0.6,1.1,MEM,ok,1628416.0,Tyler Dorsey
Anzejs Pasecniks,2017.0,42.0,Center,1628394.0,2019-20,-0.1,27.0,16.2,5.8,4.0,0.7,0.3,0.4,0.526,0.0,0.586,2.3,4.3,0.0,0.1,1.3,2.1,1.6,2.4,0.9,2.8,WAS,ok,1628394.0,Anžejs Pasečņiks
Mathias Lessort,2017.0,43.0,Power Forward,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Jonah Bolden,2017.0,44.0,Power Forward,1628413.0,2019-20,0.1,7.0,6.7,1.4,1.3,0.0,0.4,0.3,0.364,0.0,0.5,0.6,1.6,0.0,0.6,0.3,0.6,0.4,0.9,0.3,1.4,PHX,ok,1628413.0,Jonah Bolden
Ike Anigbogu,2017.0,45.0,Center,1628387.0,2018-19,-0.7,3.0,2.1,0.0,1.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3,0.7,0.3,0.0,IND,ok,1628387.0,Ike Anigbogu
Alec Peters,2017.0,46.0,Power Forward,1628409.0,2017-18,1.8,20.0,11.2,4.1,1.9,0.6,0.1,0.1,0.378,0.31,0.8,1.4,3.7,0.9,2.9,0.4,0.5,0.4,1.5,0.2,0.7,PHX,ok,1628409.0,Alec Peters
Jaron Blossomgame,2017.0,47.0,Small Forward,1628417.0,2018-19,-1.6,27.0,16.3,4.2,3.6,0.5,0.3,0.3,0.443,0.256,0.769,1.7,3.9,0.4,1.4,0.4,0.5,1.0,2.7,0.4,0.7,CLE,ok,1628417.0,Jaron Blossomgame
Johnathan Motley,2017.0,48.0,Power Forward,1628405.0,2019-20,0.2,13.0,3.2,2.2,0.8,0.6,0.2,0.0,0.733,1.0,0.714,0.8,1.2,0.1,0.1,0.4,0.5,0.2,0.5,0.4,0.5,LAC,ok,1628405.0,Johnathan Motley
Wesley Da Silva,2017.0,49.0,Shooting Guard/Small Forward,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Dwayne Bacon,2017.0,50.0,Shooting Guard/Small Forward,1628407.0,2017-18,0.2,53.0,13.5,3.3,2.3,0.7,0.3,0.0,0.375,0.256,0.8,1.4,3.6,0.2,0.8,0.4,0.5,0.1,2.3,0.4,0.9,CHA,ok,1628407.0,Dwayne Bacon
Damyean Dotson,2017.0,51.0,Shooting Guard/Small Forward,1628422.0,2021-22,1.5,2.0,10.3,2.0,1.0,0.5,0.0,0.0,0.5,0.0,0.0,1.0,2.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,NYK,ok,1628422.0,Damyean Dotson
Sterling Brown,2017.0,52.0,Shooting Guard/Small Forward,1628425.0,2019-20,1.3,52.0,14.7,5.1,3.5,1.0,0.6,0.1,0.371,0.324,0.8,1.8,4.9,0.8,2.6,0.6,0.8,0.6,2.9,0.8,1.0,MIL,ok,1628425.0,Sterling Brown
Kadeem Allen,2017.0,53.0,Shooting Guard,1628443.0,2017-18,-1.1,18.0,6.0,1.1,0.6,0.7,0.2,0.1,0.273,0.0,0.778,0.3,1.2,0.0,0.6,0.4,0.5,0.2,0.4,0.5,0.8,BOS,ok,1628443.0,Kadeem Allen
Edmond Sumner,2017.0,54.0,Point Guard/Shooting Guard,1628410.0,2020-21,-0.6,53.0,16.2,7.5,1.8,0.9,0.6,0.2,0.525,0.398,0.819,2.8,5.3,0.7,1.7,1.3,1.6,0.3,1.4,1.0,1.7,IND,ok,1628410.0,Edmond Sumner
Dillon Brooks,2017.0,55.0,Small Forward,1628415.0,2021-22,6.4,32.0,27.7,18.4,3.2,2.8,1.1,0.3,0.432,0.309,0.849,7.1,16.4,1.4,4.7,2.8,3.3,0.9,2.3,1.6,3.3,MEM,ok,1628415.0,Dillon Brooks
Vlatko Cancar,2017.0,56.0,Small Forward/Power Forward,1628427.0,2021-22,0.3,15.0,11.8,4.1,2.1,1.1,0.1,0.2,0.561,0.583,0.643,1.5,2.7,0.5,0.8,0.6,0.9,0.5,1.5,0.6,1.2,DEN,ok,1628427.0,Vlatko Čančar
Michael Fusek,2017.0,57.0,Center,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
LJ Peak,2017.0,58.0,Shooting Guard,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
VJ Beachem,2017.0,59.0,Small Forward,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Monte Morris,2017.0,60.0,Point Guard,1628420.0,2021-22,3.8,75.0,29.9,12.6,3.0,4.4,0.7,0.2,0.484,0.395,0.869,5.0,10.3,1.7,4.2,1.0,1.1,0.4,2.7,1.0,1.2,DEN,ok,1628420.0,Monte Morris
Charles Cooke,2017.0,61.0,Shooting Guard,1628429.0,2017-18,-0.7,13.0,2.9,0.5,0.2,0.1,0.1,0.0,0.143,0.125,0.5,0.2,1.1,0.1,0.6,0.1,0.2,0.0,0.2,0.1,0.0,NOP,ok,1628429.0,Charles Cooke
Kobi Simmons,2017.0,62.0,Point Guard/Shooting Guard,1628424.0,2018-19,3.0,1.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,ok,1628424.0,Kobi Simmons
Antonio Blakeney,2017.0,63.0,Shooting Guard,1628469.0,2017-18,-0.3,19.0,16.5,7.9,1.7,1.1,0.4,0.1,0.371,0.288,0.769,2.8,7.5,0.8,2.7,1.6,2.1,0.2,1.5,0.6,1.0,CHI,ok,1628469.0,Antonio Blakeney
Alpha Kaba,2017.0,64.0,Power Forward,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Devin Robinson,2017.0,65.0,Small Forward/Power Forward,1628421.0,2017-18,10.0,1.0,13.2,2.0,5.0,0.0,1.0,0.0,0.333,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,WAS,ok,1628421.0,Devin Robinson
Nigel Williams-Goss,2017.0,66.0,Point Guard,1628430.0,2019-20,0.3,10.0,5.0,1.4,0.6,0.6,0.3,0.1,0.313,0.286,1.0,0.5,1.6,0.2,0.7,0.2,0.2,0.2,0.4,0.3,0.6,UTA,ok,1628430.0,Nigel Williams-Goss
Isaiah Hicks,2017.0,67.0,Power Forward,1628439.0,2018-19,-0.7,3.0,10.8,4.0,2.3,0.7,0.3,1.0,0.5,0.0,0.8,1.3,2.7,0.0,0.0,1.3,1.7,0.7,1.7,0.3,1.7,NYK,ok,1628439.0,Isaiah Hicks
Thomas Bryant,2017.0,68.0,Center,1628418.0,2017-18,-0.6,15.0,4.8,1.5,1.1,0.4,0.1,0.1,0.381,0.1,0.556,0.5,1.4,0.1,0.7,0.3,0.6,0.2,0.9,0.1,0.4,LAL,ok,1628418.0,Thomas Bryant
Aleksandar Vezenkov,2017.0,69.0,Small Forward/Power Forward,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Melo Trimble,2017.0,70.0,Point Guard,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Chance Comanche,2017.0,71.0,Power Forward/Center,1628435.0,,,,,,,,,,,,,,,,,,,,,,,,no_data_in_2017-18_to_2021-22,,
Davon Reed,2017.0,72.0,Shooting Guard/Small Forward,1628432.0,2018-19,1.9,10.0,4.7,1.2,0.6,0.3,0.1,0.0,0.417,0.5,0.0,0.5,1.2,0.2,0.4,0.0,0.0,0.2,0.4,0.1,0.3,IND,ok,1628432.0,Davon Reed
Jonathan Jeanne,2017.0,73.0,Center,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Chris Boucher,2017.0,74.0,Power Forward/Center,1628449.0,2021-22,2.4,80.0,21.1,9.4,6.2,0.3,0.6,0.9,0.464,0.297,0.777,3.4,7.2,0.9,2.9,1.9,2.4,2.2,3.9,0.5,2.2,TOR,ok,1628449.0,Chris Boucher
Jaylen Johnson,2017.0,75.0,Power Forward,1628993.0,2019-20,1.5,17.0,6.9,2.0,2.8,0.4,0.2,0.1,0.414,0.375,0.7,0.7,1.7,0.2,0.5,0.4,0.6,0.9,1.9,0.4,0.7,IND,recovered:full_fuzzy,1628993.0,Alize Johnson
Moses Kingsley,2017.0,76.0,Center,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Isaac Humphries,2017.0,77.0,Center,1629353.0,2018-19,-4.4,5.0,11.3,3.0,2.2,0.0,0.2,0.0,0.286,0.273,0.0,1.2,4.2,0.6,2.2,0.0,0.0,0.8,1.4,0.0,1.4,ATL,ok,1629353.0,Isaac Humphries
Bronson Koenig,2017.0,78.0,Point Guard,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Jacob Wiley,2017.0,79.0,Power Forward,1628451.0,2017-18,2.6,5.0,6.7,0.8,2.2,0.4,0.2,0.0,0.25,0.5,0.5,0.2,0.8,0.2,0.4,0.2,0.4,0.4,1.8,0.0,0.8,BKN,ok,1628451.0,Jacob Wiley
Andrew White,2017.0,80.0,Small Forward,1628510.0,2017-18,-5.1,15.0,13.9,4.6,2.3,0.4,0.2,0.1,0.342,0.367,0.25,1.7,4.9,1.2,3.3,0.1,0.3,0.3,2.0,0.5,0.8,ATL,ok,1628510.0,Andrew White III
Ognjen Jaramaz,2017.0,81.0,Point Guard,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Peter Jok,2017.0,82.0,Shooting Guard,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Eric Mika,2017.0,83.0,Power Forward/Center,1628450.0,2019-20,8.0,1.0,19.0,6.0,7.0,0.0,0.0,0.0,0.667,0.0,1.0,2.0,3.0,0.0,0.0,2.0,2.0,2.0,5.0,0.0,5.0,SAC,ok,1628450.0,Eric Mika
Luke Kornet,2017.0,84.0,Center,1628436.0,2020-21,1.7,31.0,11.2,3.4,2.2,0.8,0.1,1.0,0.436,0.254,0.5,1.4,3.3,0.5,1.9,0.1,0.2,0.5,1.7,0.2,0.6,BOS,ok,1628436.0,Luke Kornet
Isaiah Briscoe,2017.0,85.0,Point Guard/Shooting Guard,1628515.0,2018-19,0.5,39.0,14.3,3.5,1.9,2.2,0.3,0.1,0.399,0.324,0.577,1.4,3.5,0.3,0.9,0.4,0.7,0.1,1.8,0.8,1.7,ORL,ok,1628515.0,Isaiah Briscoe
Justin Tuoyo,2017.0,86.0,Power Forward/Center,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Jalen Moore,2017.0,87.0,Small Forward,1628500.0,2017-18,-7.5,2.0,4.6,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2.0,IND,recovered:last_unique,1628500.0,Ben Moore
Kennedy Meeks,2017.0,88.0,Center,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Derrick Walton,2017.0,89.0,Point Guard,1628476.0,2019-20,-0.3,26.0,9.6,2.0,0.6,1.0,0.3,0.0,0.462,0.417,0.778,0.7,1.5,0.4,0.9,0.3,0.3,0.1,0.5,0.2,0.8,DET,ok,1628476.0,Derrick Walton Jr.
James Blackmon,2017.0,90.0,Shooting Guard,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Zak Irvin,2017.0,91.0,Shooting Guard,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Jabari Bird,2017.0,92.0,Shooting Guard,1628444.0,2017-18,1.4,13.0,8.8,3.0,1.5,0.6,0.2,0.1,0.577,0.429,0.462,1.2,2.0,0.2,0.5,0.5,1.0,0.5,1.0,0.6,0.5,BOS,ok,1628444.0,Jabari Bird
Jamel Artis,2017.0,93.0,Small Forward,1628503.0,2017-18,-0.4,15.0,18.6,5.1,2.5,1.2,0.1,0.2,0.392,0.276,0.583,2.1,5.3,0.5,1.9,0.5,0.8,0.3,2.3,0.5,0.7,ORL,ok,1628503.0,Jamel Artis
Nigel Hayes,2017.0,94.0,Power Forward,1628502.0,2017-18,1.0,9.0,13.6,3.0,2.4,0.7,0.2,0.3,0.333,0.25,0.333,1.2,3.7,0.4,1.8,0.1,0.3,0.4,2.0,0.2,0.9,SAC,ok,1628502.0,Nigel Hayes-Davis
Landen Lucas,2017.0,95.0,Center,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Xavier Rathan-Mayes,2017.0,96.0,Point Guard/Shooting Guard,1628504.0,2017-18,-11.8,5.0,23.6,5.8,1.0,3.6,1.2,0.6,0.286,0.071,0.444,2.4,8.4,0.2,2.8,0.8,1.8,0.0,1.0,2.2,3.6,MEM,ok,1628504.0,Xavier Rathan-Mayes
Austin Nichols,2017.0,97.0,Power Forward,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Ismael Bako,2017.0,98.0,Power Forward/Center,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Tyler Roberson,2017.0,99.0,Power Forward,,,,,,,,,,,,,,,,,,,,,,,,,not_found_in_api,,
Amida Brimah,2017.0,100.0,Center,1628578.0,2020-21,4.4,5.0,5.9,2.6,1.6,0.2,0.0,1.0,0.625,0.0,1.0,1.0,1.6,0.0,0.0,0.6,0.6,0.4,1.2,0.8,0.8,IND,ok,1628578.0,Amida Brimah
Deandre Ayton,2018.0,1.0,Center,1629028.0,2021-22,5.9,58.0,29.5,17.2,10.2,1.4,0.7,0.7,0.634,0.368,0.746,7.6,12.0,0.1,0.3,1.8,2.4,2.6,7.7,1.6,2.4,PHX,ok,1629028.0,Deandre Ayton
Marvin Bagley,2018.0,2.0,Power Forward,1628963.0,2018-19,-1.7,62.0,25.3,14.9,7.6,1.0,0.5,1.0,0.504,0.313,0.691,5.7,11.4,0.5,1.5,2.9,4.2,2.6,5.0,1.6,1.9,SAC,ok,1628963.0,Marvin Bagley III
Luka Doncic,2018.0,3.0,Shooting Guard/Small Forward,1629029.0,2019-20,4.1,61.0,33.6,28.8,9.4,8.8,1.0,0.2,0.463,0.316,0.758,9.5,20.6,2.8,8.9,7.0,9.2,1.3,8.1,4.3,2.5,DAL,ok,1629029.0,Luka Dončić
Jaren Jackson Jr.,2018.0,4.0,Power Forward/Center,1628991.0,2022-23,5.8,63.0,28.4,18.6,6.8,1.0,1.0,3.0,0.506,0.355,0.788,6.6,13.0,1.6,4.5,3.8,4.9,1.7,5.0,1.7,3.6,MEM,ok,1628991.0,Jaren Jackson Jr.
Trae Young,2018.0,5.0,Point Guard,1629027.0,2020-21,4.2,63.0,33.7,25.3,3.9,9.4,0.8,0.2,0.438,0.343,0.886,7.7,17.7,2.2,6.3,7.7,8.7,0.6,3.3,4.1,1.8,ATL,ok,1629027.0,Trae Young
Wendell Carter,2018.0,6.0,Center,1628976.0,2019-20,-0.7,43.0,29.2,11.3,9.4,1.2,0.8,0.8,0.534,0.207,0.737,4.3,8.0,0.1,0.7,2.6,3.5,3.2,6.2,1.7,3.8,CHI,ok,1628976.0,Wendell Carter Jr.
Michael Porter,2018.0,7.0,Small Forward,1629008.0,2022-23,6.7,62.0,29.0,17.4,5.5,1.0,0.6,0.5,0.487,0.414,0.8,6.4,13.2,3.0,7.3,1.5,1.9,1.0,4.5,1.1,1.9,DEN,ok,1629008.0,Michael Porter Jr.
Mikal Bridges,2018.0,8.0,Shooting Guard/Small Forward,1628969.0,2021-22,7.0,82.0,34.8,14.2,4.2,2.3,1.2,0.4,0.534,0.369,0.834,5.6,10.5,1.4,3.8,1.6,1.9,0.9,3.3,0.8,1.8,PHX,ok,1628969.0,Mikal Bridges
Mohamed Bamba,2018.0,9.0,Center,1628964.0,2019-20,0.3,62.0,14.2,5.4,4.9,0.7,0.4,1.4,0.462,0.346,0.674,2.1,4.6,0.6,1.7,0.5,0.7,1.6,3.3,0.7,1.9,ORL,recovered:last_unique,1628964.0,Mo Bamba
Shai Gilgeous-Alexander,2018.0,10.0,Point Guard,1628983.0,2019-20,2.2,70.0,34.7,19.0,5.9,3.3,1.1,0.7,0.471,0.347,0.807,6.8,14.5,1.2,3.6,4.1,5.1,0.7,5.2,1.9,1.7,OKC,ok,1628983.0,Shai Gilgeous-Alexander
Jerome Robinson,2018.0,11.0,Shooting Guard,1629010.0,2019-20,-0.5,63.0,15.5,5.1,2.0,1.4,0.4,0.3,0.371,0.32,0.702,1.8,4.9,0.8,2.4,0.6,0.9,0.2,1.8,0.8,1.8,WAS,ok,1629010.0,Jerome Robinson
Donte DiVincenzo,2018.0,12.0,Shooting Guard,1628978.0,2019-20,6.2,66.0,23.0,9.2,4.8,2.3,1.3,0.3,0.455,0.336,0.733,3.5,7.7,1.3,3.7,1.0,1.3,1.0,3.8,1.4,1.7,MIL,ok,1628978.0,Donte DiVincenzo
Zhaire Smith,2018.0,13.0,Shooting Guard,1629015.0,2018-19,2.3,6.0,18.4,6.7,2.2,1.7,0.3,0.3,0.412,0.375,0.75,2.3,5.7,1.0,2.7,1.0,1.3,0.5,1.7,1.0,1.3,PHI,ok,1629015.0,Zhaire Smith
Collin Sexton,2018.0,14.0,Point Guard,1629012.0,2022-23,-0.6,48.0,23.9,14.3,2.2,2.9,0.6,0.1,0.506,0.393,0.819,4.9,9.8,1.0,2.5,3.4,4.1,0.8,1.4,1.8,2.3,UTA,ok,1629012.0,Collin Sexton
Kevin Knox,2018.0,15.0,Small Forward/Power Forward,1628995.0,2020-21,-0.8,42.0,11.1,3.9,1.5,0.5,0.3,0.1,0.392,0.393,0.8,1.3,3.4,0.8,2.1,0.4,0.5,0.2,1.2,0.4,0.9,NYK,ok,1628995.0,Kevin Knox II
Lonnie Walker,2018.0,16.0,Shooting Guard,1629022.0,2019-20,-0.1,61.0,16.2,6.4,2.3,1.1,0.5,0.2,0.426,0.406,0.721,2.5,5.9,0.7,1.7,0.7,1.0,0.4,1.9,0.7,1.3,SAS,ok,1629022.0,Lonnie Walker IV
Kevin Huerter,2018.0,17.0,Shooting Guard,1628989.0,2022-23,3.0,75.0,29.4,15.2,3.3,2.9,1.1,0.3,0.485,0.402,0.725,5.6,11.5,2.7,6.8,1.3,1.7,0.6,2.8,1.3,2.4,SAC,ok,1628989.0,Kevin Huerter
Miles Bridges,2018.0,18.0,Small Forward/Power Forward,1628970.0,2021-22,1.8,80.0,35.5,20.2,7.0,3.8,0.9,0.8,0.491,0.331,0.802,7.5,15.2,1.9,5.8,3.3,4.2,1.1,5.9,1.9,2.4,CHA,ok,1628970.0,Miles Bridges
Robert Williams,2018.0,19.0,Power Forward/Center,1629057.0,2021-22,6.1,61.0,29.6,10.0,9.6,2.0,0.9,2.2,0.736,0.0,0.722,4.4,6.0,0.0,0.0,1.1,1.5,3.9,5.7,1.0,2.2,BOS,ok,1629057.0,Robert Williams III
Troy Brown,2018.0,20.0,Shooting Guard,1628972.0,2020-21,0.8,34.0,15.4,4.7,3.1,0.9,0.3,0.2,0.431,0.314,0.714,1.8,4.2,0.6,2.1,0.4,0.6,0.6,2.5,0.6,1.4,CHI,ok,1628972.0,Troy Brown Jr.
Khyri Thomas,2018.0,21.0,Shooting Guard,1629017.0,2020-21,2.8,5.0,30.6,16.4,3.6,5.0,1.8,1.2,0.485,0.333,1.0,6.4,13.2,1.8,5.4,1.8,1.8,1.4,2.2,1.2,1.6,HOU,ok,1629017.0,Khyri Thomas
Gary Trent Jr.,2018.0,22.0,Shooting Guard,1629018.0,2021-22,2.4,70.0,35.0,18.3,2.7,2.0,1.7,0.3,0.414,0.383,0.853,6.4,15.5,3.0,7.8,2.5,2.9,0.4,2.4,1.0,2.1,TOR,ok,1629018.0,Gary Trent Jr.
Grayson Allen,2018.0,23.0,Shooting Guard,1628960.0,2021-22,3.5,66.0,27.3,11.1,3.4,1.5,0.7,0.3,0.448,0.409,0.865,3.9,8.6,2.4,5.9,1.0,1.1,0.5,2.9,0.7,1.5,MIL,ok,1628960.0,Grayson Allen
Chandler Hutchison,2018.0,24.0,Shooting Guard/Small Forward,1628990.0,2021-22,2.5,6.0,3.7,0.7,0.8,0.3,0.0,0.0,0.5,0.0,1.0,0.2,0.3,0.0,0.0,0.3,0.3,0.0,0.8,0.7,0.2,PHX,ok,1628990.0,Chandler Hutchison
Anfernee Simons,2018.0,25.0,Point Guard/Shooting Guard,1629014.0,2020-21,0.7,64.0,17.3,7.8,2.2,1.4,0.3,0.1,0.419,0.426,0.807,2.6,6.3,1.9,4.4,0.7,0.9,0.2,2.0,0.7,1.5,POR,ok,1629014.0,Anfernee Simons
Mitchell Robinson,2018.0,26.0,Center,1629011.0,2022-23,3.1,59.0,26.9,7.4,9.4,0.9,0.9,1.8,0.671,0.0,0.484,3.2,4.7,0.0,0.0,1.0,2.1,4.5,4.9,0.7,2.7,NYK,ok,1629011.0,Mitchell Robinson
Elie Okobo,2018.0,27.0,Point Guard,1629059.0,2019-20,-1.2,55.0,13.1,4.0,1.6,2.1,0.4,0.1,0.398,0.352,0.704,1.3,3.3,0.5,1.3,0.9,1.3,0.3,1.3,0.7,1.0,PHX,ok,1629059.0,Elie Okobo
Aaron Holiday,2018.0,28.0,Point Guard,1628988.0,2018-19,2.0,50.0,12.9,5.9,1.3,1.7,0.4,0.3,0.401,0.339,0.82,2.1,5.2,0.9,2.5,0.8,1.0,0.1,1.2,0.8,1.4,IND,ok,1628988.0,Aaron Holiday
Moritz Wagner,2018.0,29.0,Power Forward/Center,1629021.0,2022-23,-0.5,57.0,19.5,10.5,4.5,1.5,0.6,0.2,0.5,0.313,0.841,3.5,6.9,0.9,2.9,2.7,3.2,1.2,3.3,1.2,2.4,ORL,ok,1629021.0,Moritz Wagner
Josh Okogie,2018.0,30.0,Shooting Guard/Small Forward,1629006.0,2022-23,1.5,72.0,18.8,7.3,3.5,1.5,0.8,0.5,0.391,0.335,0.724,2.3,5.8,0.9,2.7,1.9,2.7,1.5,2.0,0.9,1.6,PHX,ok,1629006.0,Josh Okogie
Jacob Evans,2018.0,31.0,Shooting Guard/Small Forward,1628980.0,2018-19,-1.2,30.0,6.8,1.3,0.8,0.8,0.2,0.1,0.34,0.267,0.0,0.6,1.8,0.1,0.5,0.0,0.0,0.2,0.6,0.4,0.9,GSW,ok,1628980.0,Jacob Evans
Landry Shamet,2018.0,32.0,Point Guard/Shooting Guard,1629013.0,2019-20,2.3,53.0,27.4,9.3,1.9,1.9,0.4,0.2,0.404,0.375,0.855,3.0,7.4,2.1,5.6,1.2,1.4,0.1,1.8,0.8,2.7,LAC,ok,1629013.0,Landry Shamet
Jalen Brunson,2018.0,33.0,Point Guard,1628973.0,2019-20,3.0,57.0,17.9,8.2,2.4,3.3,0.4,0.1,0.466,0.358,0.813,3.2,6.8,0.8,2.1,1.1,1.3,0.4,2.0,1.2,1.3,DAL,ok,1628973.0,Jalen Brunson
De'Anthony Melton,2018.0,34.0,Point Guard/Shooting Guard,1629001.0,2021-22,3.0,73.0,22.7,10.8,4.5,2.7,1.4,0.5,0.404,0.374,0.75,3.8,9.5,1.9,5.1,1.2,1.6,0.9,3.6,1.5,1.8,MEM,ok,1629001.0,De'Anthony Melton
