 


  
  

NCAA Men's Basketball
Division IPoints Per Game
Through Games 03/11/2020


"Rank","Name","Team","Cl","Ht","Pos","G","FGM","3FG","FT","PTS","PPG"
"134","Michael Carter III","Long Beach St.","So.","6-5","G","31","121","149","81.2"
"135","Ahmad Clark","UAlbany","Sr.","6-1","G","31","142","175","81.1"
"136","Anthony Cowan","Maryland","Sr.","6-0","G","31","172","212","81.1"
"137","Charlie Moore","DePaul","Jr.","5-11","G","32","116","143","81.1"
"","Bryson Williams","UTEP","Jr.","6-8","F","32","116","143","81.1"
"139","Aljami Durham","Indiana","Jr.","6-4","G","32","90","111","81.1"
"140","Anthony Lamb","Vermont","Sr.","6-6","F","33","128","158","81.0"
"141","Tres Tinkle","Oregon St.","Sr.","6-8","F","31","145","179","81.0"
"142","Brandon Kamga","Cal St. Fullerton","Sr.","6-5","G","29","98","121","81.0"
"143","Ashton Hagans","Kentucky","So.","6-6","G","30","115","142","81.0"
"144","Aaron Clarke","Sacred Heart","So.","6-1","G","30","85","105","81.0"
"145","Brandon Childress","Wake Forest","Sr.","6-0","G","30","127","157","80.9"
"146","Derrick Alston","Boise St.","Jr.","6-8","G","32","135","167","80.8"
"147","Troy Green","New Orleans","Jr.","6-3","G","30","130","161","80.7"
"148","James Towns","Niagara","Sr.","5-10","G","32","92","114","80.7"
"149","Keaton Wallace","UTSA","Jr.","6-3","G","32","100","124","80.6"
"150","Devontae Lane","Central Mich.","Jr.","6-2","G","29","83","103","80.6"
"","Kyle Lofton","St. Bonaventure","So.","6-3","G","31","83","103","80.6"
"152","Justin Bean","Utah St.","So.","6-7","F","34","87","108","80.6"
"153","Blake Francis","Richmond","Jr.","6-0","G","25","70","87","80.5"
"154","Deondre Burns","Oral Roberts","Sr.","6-3","G","31","86","107","80.4"
"","Lester Quinones","Memphis","Fr.","6-5","G","26","86","107","80.4"
"156","Tommy Bruner","USC Upstate","Fr.","6-1","G","33","89","111","80.2"
"157","Tristen Newton","East Carolina","Fr.","6-5","G","31","101","126","80.2"
"158","Kira Lewis Jr.","Alabama","So.","6-3","G","31","105","131","80.2"
"159","Darrell Brown","Bradley","Sr.","5-10","G","32","148","185","80.0"
"","Taj Benning","Fairfield","Jr.","6-4","G","32","108","135","80.0"
"","Kevin Obanor","Oral Roberts","So.","6-8","F","31","92","115","80.0"
"","Derek Hawthorne","UT Martin","Sr.","6-3","G","25","68","85","80.0"
"163","Malik Fitts","Saint Mary's (CA)","Jr.","6-8","F","34","115","144","79.9"
"164","Jaquori McLaughlin","UC Santa Barbara","Jr.","6-4","G","30","111","139","79.9"
"165","Michael Ertel","ULM","Jr.","6-2","G","29","83","104","79.8"
"166","Nico Mannion","Arizona","Fr.","6-3","G","32","106","133","79.7"
"167","K.J. Riley","Evansville","Sr.","6-5","G","32","157","197","79.7"
"168","Tommy Burton","Coastal Carolina","Sr.","6-8","F","33","94","118","79.7"
"","Kellan Grady","Davidson","Jr.","6-5","G","30","94","118","79.7"
"170","Gerard Andrus","Prairie View","Sr.","6-5","G","32","90","113","79.6"
"171","Jase Townsend","Denver","So.","6-3","G","31","86","108","79.6"
"172","Josh Ajayi","South Alabama","Sr.","6-7","F","29","117","147","79.6"
"","Torico Simmons","Mississippi Val.","Sr.","5-8","G","29","78","98","79.6"
"174","DeJon Jarreau","Houston","Jr.","6-5","G","30","97","122","79.5"
"175","Myles Powell","Seton Hall","Sr.","6-2","G","28","120","151","79.5"
"176","Wayne Bristol","Howard","---","6-6","F","33","85","107","79.4"
"177","Marquis Eaton","Arkansas St.","Jr.","6-2","G","32","108","136","79.4"
"","Te'Jon Lucas","Milwaukee","Jr.","6-2","G","30","108","136","79.4"
"179","Brandon Rachal","Tulsa","Jr.","6-5","G","30","100","126","79.4"
"180","David Duke","Providence","So.","6-5","G","31","96","121","79.3"
"181","Kristian Doolittle","Oklahoma","Sr.","6-7","F","29","92","116","79.3"
"182","Jose Alvarado","Georgia Tech","Jr.","6-0","G","24","65","82","79.3"
"183","Darius Quisenberry","Youngstown St.","So.","6-2","G","32","126","159","79.2"
"184","Kerry Blackshear","Florida","Sr.","6-9","F","31","145","183","79.2"
"185","Quinton Rose","Temple","Sr.","6-8","F","31","141","178","79.2"
"186","Keith Williams","Cincinnati","Jr.","6-5","G","30","80","101","79.2"
"187","Andrew Garcia","Stony Brook","Sr.","6-6","G","33","95","120","79.2"
"","McKinley Wright","Colorado","Jr.","6-0","G","32","95","120","79.2"
"189","Jordyn Adams","Austin Peay","Fr.","6-3","G","33","128","162","79.0"
"190","Alessandro Lever","Grand Canyon","Jr.","6-10","C","30","75","95","78.9"
"191","Elvis Harvey Jr.","Nicholls","Sr.","6-8","F","31","82","104","78.8"
"","Brandon Suggs","East Carolina","Fr.","6-6","G","31","82","104","78.8"
"193","Tyler Hooker","Kennesaw St.","Sr.","6-0","G","25","89","113","78.8"
"194","Tajuan Agee","Iona","Sr.","6-9","F","29","107","136","78.7"
"195","Ivy Smith.Jr","Grambling","Sr.","6-0","G","32","140","178","78.7"
"196","Nate Reuvers","Wisconsin","Jr.","6-11","F","31","81","103","78.6"
"197","Derryck Thornton","Boston College","Sr.","6-2","G","29","88","112","78.6"
"198","Jordan Burns","Colgate","Jr.","6-0","G","33","84","107","78.5"
"","Gaige Prim","Missouri St.","Jr.","6-9","F","28","84","107","78.5"
"200","Jaime Echenique","Wichita St.","Sr.","6-11","C","27","80","102","78.4"
"201","Stanley Jr. Davis","Morgan St.","Sr.","6-5","G","30","109","139","78.4"
"202","Terrell Brown Jr.","Seattle U","Jr.","6-3","G","29","134","171","78.4"
"203","Bill Wampler","Wright St.","Sr.","6-6","F","31","101","129","78.3"
"204","Marlon Stewart","North Dakota","Sr.","6-3","G","33","173","221","78.3"
"205","Mason Faulkner","Western Caro.","Jr.","6-1","G","31","162","207","78.3"
"","Tyler Peterson","South Dakota","Sr.","6-4","G","32","90","115","78.3"
"207","Marcus Burk","IU Indy","Jr.","6-3","G","32","115","147","78.2"
"208","Quintin Dove","UT Martin","Sr.","6-8","F","29","140","179","78.2"
"209","KJ Johnson","Lipscomb","Fr.","6-3","G","32","96","123","78.0"
"210","Chris Martin","Presbyterian","So.","6-0","G","31","110","141","78.0"
"211","Josh Green","Arizona","Fr.","6-6","G","30","85","109","78.0"
"","Jaelin Llewellyn","Princeton","So.","6-2","G","27","85","109","78.0"
"","Landers Nolley II","Virginia Tech","Fr.","6-7","F","32","85","109","78.0"
"214","Tyson Jolly","SMU","Jr.","6-4","G","30","92","118","78.0"
"215","Phlandrous Fleming Jr.","Charleston So.","Jr.","6-5","G","32","106","136","77.9"
"216","Shamarkus Kennedy","McNeese","Sr.","6-8","F","31","123","158","77.8"
"217","Zach Cooks","NJIT","Jr.","5-11","G","30","130","167","77.8"
"218","Tyson Ward","North Dakota St.","Sr.","6-6","G","33","119","153","77.8"
"219","Isaiah Bailey","Bethune-Cookman","Sr.","6-6","F","30","178","229","77.7"
"220","Kane Williams","Georgia St.","Jr.","6-4","G","32","149","192","77.6"
"221","Ian DuBose","Houston Christian","Jr.","6-4","G","29","155","200","77.5"
"222","Justin Hopkins","Texas Southern","Jr.","6-5","G","32","110","142","77.5"
"223","Tavin Lovan","UAB","So.","6-4","G","32","113","146","77.4"
"224","Tyler Sharpe","Northern Ky.","Sr.","6-1","G","32","89","115","77.4"
"225","Isaiah Stewart","Washington","Fr.","6-9","F","32","154","199","77.4"
"226","John Crosby","Delaware St.","Sr.","6-3","G","32","130","168","77.4"
"227","Cameron Tucker","Alabama A&M","Fr.","6-1","G","30","75","97","77.3"
"228","Nathan Knight","William & Mary","Sr.","6-10","C","32","180","233","77.3"
"229","Josh Sharkey","Samford","Sr.","5-10","G","30","163","211","77.3"
"230","Seneca Knight","San Jose St.","So.","6-6","G","31","156","202","77.2"
"231","Remy Martin","Arizona St.","Jr.","6-0","G","31","122","158","77.2"
"232","Danny Pippen","Kent St.","Jr.","6-9","F","31","105","136","77.2"
"233","Anthony Edwards","Georgia","Fr.","6-5","-","32","132","171","77.2"
"234","Nijal Pearson","Texas St.","Sr.","6-5","G","31","125","162","77.2"
"235","Tre Jones","Duke","So.","6-2","G","29","108","140","77.1"
"","Luke Knapke","Toledo","Sr.","6-11","C","32","108","140","77.1"
"237","Oscar da Silva","Stanford","Jr.","-","F","31","101","131","77.1"
"238","Kevon Harris","SFA","Sr.","6-6","G","31","148","192","77.1"
"239","Armel Potter","George Washington","Sr.","6-1","G","28","121","157","77.1"
"240","TJ Washington","Utah Valley","Sr.","6-0","G","28","84","109","77.1"
"241","Jon Axel Gudmunsson","Davidson","Sr.","6-4","G","30","110","143","76.9"
"","Andres Feliz","Illinois","Sr.","6-2","G","31","80","104","76.9"
"243","Emmitt Williams","LSU","So.","6-6","F","31","113","147","76.9"
"244","Rasheem Dunn","St. John's (NY)","Jr.","6-2","G","29","103","134","76.9"
"245","Reggie Perry","Mississippi St.","So.","6-10","F","31","149","194","76.8"
"246","Jaden Shackelford","Alabama","Fr.","6-3","G","31","86","112","76.8"
"247","Javonte Perkins","Saint Louis","Jr.","6-6","F","31","119","155","76.8"
"248","Josh Anderson","Western Ky.","Jr.","6-6","G","30","99","129","76.7"
Reclassifying
"NR","Brandon Boyd","California Baptist","Sr.","6-1","G","30","77","90","85.6"
"NR","Milan Acquaah","California Baptist","Jr.","6-3","G","31","138","165","83.6"
"NR","C.J. Brim","North Ala.","Jr.","5-9","G","30","78","100","78.0"
"NR","Jamari Blackmon","North Ala.","So.","6-0","G","30","80","103","77.7"

NCAA Men's Basketball
Division IRebounds Per Game
Through Games 03/11/2020


"Rank","Name","Team","Cl","Ht","Pos","G","REB","RPG"
"1","Kevin Marfo","Quinnipiac","Sr.","6-9","F","30","400","13.3"
"2","John Mooney","Notre Dame","Sr.","6-9","F","31","394","12.7"
"3","Willie Jackson","Toledo","Sr.","6-6","F","32","383","12.0"
"4","Cletrell Pope","Bethune-Cookman","Sr.","6-9","F","29","345","11.9"
"5","James Butler","Drexel","Jr.","6-8","F","33","387","11.7"
"6","E.J. Anosike","Sacred Heart","Jr.","6-7","F","33","383","11.6"
"7","Elyjah Goss","IU Indy","Jr.","6-7","F","32","369","11.5"
"8","Daniel Oturu","Minnesota","So.","6-10","C","31","349","11.3"
"9","Tyrique Jones","Xavier","Sr.","6-9","F","32","354","11.1"
"10","Terry Taylor","Austin Peay","Jr.","6-5","F","33","362","11.0"
"11","Shamarkus Kennedy","McNeese","Sr.","6-8","F","31","339","10.9"
"12","Nico Carvacho","Colorado St.","Sr.","6-11","C","32","345","10.8"
"13","Precious Achiuwa","Memphis","Fr.","6-9","F","31","334","10.8"
"14","Paul Reed","DePaul","Jr.","6-9","F","29","310","10.7"
"15","Tre Scott","Cincinnati","Sr.","6-8","F","30","316","10.5"
"16","Nathan Knight","William & Mary","Sr.","6-10","C","32","337","10.5"
"17","Jalen Smith","Maryland","So.","6-10","F","31","326","10.5"
"18","Justin Bean","Utah St.","So.","6-7","F","34","356","10.5"
"19","Udoka Azubuike","Kansas","Sr.","7-0","C","31","324","10.5"
"20","Hasahn French","Saint Louis","Jr.","6-7","F","30","312","10.4"
"21","Ronald Jackson","N.C. A&T","Sr.","6-8","F","32","332","10.4"
"22","Manny Camper","Siena","Jr.","6-7","G","30","311","10.4"
"23","Jordan Goodwin","Saint Louis","Jr.","6-3","G","31","321","10.4"
"24","Cyril Langevine","Rhode Island","Sr.","6-8","F","29","300","10.3"
"25","Xavier Tillman","Michigan St.","Jr.","6-8","F","31","320","10.3"
"26","Aaron Carver","Old Dominion","Sr.","6-7","F","32","328","10.3"
"27","Nate Grimes","Fresno St.","Sr.","6-8","F","27","275","10.2"
"28","Ahsan Asadullah","Lipscomb","So.","6-9","C","31","312","10.1"
"","Reggie Perry","Mississippi St.","So.","6-10","F","31","312","10.1"
"30","Matt Pile","Omaha","Jr.","6-8","F","32","321","10.0"
"31","David Bell","Jacksonville","Sr.","6-10","C","31","309","10.0"
"32","Emmanuel Nzekwesi","Oral Roberts","Sr.","6-8","F","25","247","9.9"
"33","Omer Yurtseven","Georgetown","Sr.","7-0","C","26","256","9.8"
"34","Luka Garza","Iowa","Jr.","6-11","C","31","305","9.8"
"35","Ruot Monyyong","Little Rock","Jr.","6-10","F","31","303","9.8"
"36","Kim Aiken Jr.","Eastern Wash.","So.","6-7","G","31","302","9.7"
"37","Carlos Dotson","Western Caro.","Sr.","6-7","F","30","291","9.7"
"38","Loudon Love","Wright St.","Jr.","6-8","C","27","261","9.7"
"39","Tyrn Flowers","LIU","Jr.","6-9","F","33","318","9.6"
"40","Josh Mballa","Buffalo","So.","6-7","F","32","308","9.6"
"41","Xeyrius Williams","Akron","Sr.","6-9","F","31","293","9.5"
"42","Jeremiah Robinson-Earl","Villanova","Fr.","6-9","F","31","290","9.4"
"43","Boubacar Toure","Eastern Mich.","Sr.","6-11","C","32","299","9.3"
"44","Jibri Blount","N.C. Central","Sr.","6-5","F","31","288","9.3"
"","Kaleb Wesson","Ohio St.","Jr.","6-9","F","31","288","9.3"
"","Austin Wiley","Auburn","Sr.","6-11","C","31","288","9.3"
"47","Sean Sutherlin","New Hampshire","Jr.","6-5","G","28","260","9.3"
"48","James Dickey","UNC Greensboro","Sr.","6-10","F","32","297","9.3"
"","Jayveous McKinnis","Jackson St.","So.","6-7","F","32","297","9.3"
"50","Dwight Wilson","James Madison","Jr.","6-8","F","26","241","9.3"
"51","Oscar Tshiebwe","West Virginia","Fr.","6-9","F","31","287","9.3"
"52","Ethan Stair","Mercer","Sr.","6-4","G","32","296","9.3"
"53","Jayden Gardner","East Carolina","So.","6-6","F","31","285","9.2"
"54","Jordan Bruner","Yale","Sr.","6-9","F","28","257","9.2"
"55","Mason Peatling","Eastern Wash.","Sr.","6-8","F","31","283","9.1"
"56","Tahjai Teague","Ball St.","Sr.","6-8","F","31","282","9.1"
"57","Freddie Gillespie","Baylor","Sr.","6-8","F","30","271","9.0"
"58","Tyler Bey","Colorado","Jr.","6-7","G","31","280","9.0"
"59","Olivier Sarr","Wake Forest","Jr.","7-0","C","30","270","9.0"
"60","Will Rayman","Colgate","Sr.","6-9","F","34","305","9.0"
"61","Marcus Santos-Silva","VCU","Jr.","6-7","F","31","277","8.9"
"62","Kristian Doolittle","Oklahoma","Sr.","6-7","F","29","259","8.9"
"63","Jahlil Tripp","Pacific","Sr.","6-5","F","33","294","8.9"
"64","Filip Rebraca","North Dakota","Jr.","6-9","F","32","285","8.9"
"65","AJ Brodeur","Penn","Sr.","6-8","F","27","240","8.9"
"66","RJ Williams","Boise St.","Sr.","6-7","F","32","284","8.9"
"67","Brendan Medley-Bacon","Coppin St.","So.","7-0","C","31","275","8.9"
"68","Romello White","Arizona St.","Jr.","6-8","F","30","265","8.8"
"69","George Dixon","Eastern Ill.","Jr.","6-5","G","32","281","8.8"
"","Isaiah Stewart","Washington","Fr.","6-9","F","32","281","8.8"
"71","Vernon Carey","Duke","Fr.","6-10","C","31","272","8.8"
"","Kofi Cockburn","Illinois","Fr.","7-0","C","31","272","8.8"
"73","Patrick Harding","Bryant","So.","6-9","F","32","280","8.8"
"74","Nate Hinton","Houston","So.","6-5","G","31","270","8.7"
"75","Phlandrous Fleming Jr.","Charleston So.","Jr.","6-5","G","32","278","8.7"
"76","Steffon Mitchell","Boston College","Jr.","6-8","F","31","269","8.7"
"77","Andy Van Vliet","William & Mary","Sr.","7-0","F","32","277","8.7"
"78","Onyeka Okongwu","Southern California","Fr.","6-9","F","28","242","8.6"
"79","Zeke Nnaji","Arizona","Fr.","6-11","F","32","276","8.6"
"80","Derek Culver","West Virginia","So.","6-10","F","31","267","8.6"
"81","Naz Bohannon","Youngstown St.","Jr.","6-5","F","33","284","8.6"
"82","Daeqwon Plowden","Bowling Green","Jr.","6-6","F","31","264","8.5"
"83","Garrison Brooks","North Carolina","Jr.","6-9","F","32","272","8.5"
"84","Souleymane Diakite","NJIT","So.","6-9","F","30","254","8.5"
"85","Nate Pierre-Louis","Temple","Jr.","6-4","G","31","262","8.5"
"86","Trayce Jackson-Davis","Indiana","Fr.","6-9","F","32","270","8.4"
"87","Brooks DeBisschop","Northern Ariz.","Sr.","6-9","F","28","236","8.4"
"88","Mo Muhammed","Louisiana Tech","Sr.","6-7","F","29","243","8.4"
"89","Kevin Samuel","TCU","So.","7-0","C","32","268","8.4"
"","Osun Osunniyi","St. Bonaventure","So.","6-10","C","24","201","8.4"
"91","Justyn Mutts","Delaware","So.","6-7","F","33","276","8.4"
"92","Nick Rakocevic","Southern California","Sr.","6-11","F","31","258","8.3"
"93","Max Mahoney","Boston U.","Sr.","6-8","F","34","282","8.3"
"94","Warith Alatishe","Nicholls","So.","6-8","F","31","257","8.3"
"95","Matt Wilson","Army West Point","Sr.","6-9","C","30","248","8.3"
"96","Armando Bacot","North Carolina","Fr.","6-10","F","32","264","8.3"
"97","Austin Phyfe","UNI","So.","6-9","F","31","255","8.2"
"98","Luke Knapke","Toledo","Sr.","6-11","C","32","263","8.2"
"99","Kaleb Bishop","FDU","Sr.","6-8","F","28","230","8.2"
"100","Dwayne Sutton","Louisville","Sr.","6-5","F","31","254","8.2"
"101","Jericho Sims","Texas","Jr.","6-10","F","24","196","8.2"
"102","Leonard Harper-Baker","Southern Miss.","Sr.","6-5","F","31","253","8.2"
"","Yahuza Rasas","Texas Southern","Jr.","6-7","F","31","253","8.2"
"104","Avery Sullivan","Lamar University","Jr.","6-8","C","32","261","8.2"
"105","AJ Bramah","Robert Morris","Jr.","6-7","F","33","269","8.2"
"106","Tamenang Choh","Brown","Jr.","6-5","F","27","220","8.1"
"107","Cameron Krutwig","Loyola Chicago","Jr.","6-9","C","32","260","8.1"
"108","Xavier Hill-Mais","Oakland","Sr.","6-7","F","33","268","8.1"
"109","Marcus Weathers","Duquesne","Jr.","6-5","F","30","243","8.1"
"110","Chris Brandon","Detroit Mercy","So.","6-8","F","31","251","8.1"
"111","Osasumwen Osaghae","FIU","Sr.","6-7","F","32","259","8.1"
"112","Brandon Johnson","Western Mich.","Jr.","6-8","F","32","258","8.1"
"113","Tyere Marshall","Rider","Sr.","6-9","F","29","233","8.0"
"114","Roydell Brown","McNeese","Sr.","6-5","G","32","256","8.0"
"","Unique McLean","St. Francis Brooklyn","Sr.","6-2","G","31","248","8.0"
"116","Filip Petrusev","Gonzaga","So.","6-11","F","33","262","7.9"
"117","Myles Johnson","Rutgers","So.","6-10","C","31","245","7.9"
"118","Quintin Dove","UT Martin","Sr.","6-8","F","29","229","7.9"
"119","Jare'l Spellman","Sacred Heart","Sr.","6-10","F","33","260","7.9"
"120","Cheikh Mbacke Diong","UNLV","Jr.","6-11","F","32","252","7.9"
"121","CJ Elleby","Washington St.","So.","6-6","G","32","251","7.8"
"122","Alpha Diallo","Providence","Sr.","6-7","G","31","241","7.8"
"","Nick Richards","Kentucky","Jr.","6-11","F","31","241","7.8"
"124","Ty Brewer","Southeastern La.","So.","6-7","F","31","240","7.7"
"","Lacey James","NIU","Sr.","6-9","F","31","240","7.7"
"126","Eli Abaev","Austin Peay","Jr.","6-8","F","30","232","7.7"
"","Isaac Johnson","App State","Sr.","6-9","F","30","232","7.7"
"128","Jordan Nwora","Louisville","Jr.","6-7","F","31","239","7.7"
"129","Isaac Kante","Hofstra","So.","6-8","F","34","262","7.7"
"130","Brad Greene","UC Irvine","Jr.","6-10","C","32","246","7.7"
"131","Trevion Williams","Purdue","So.","6-9","F","31","237","7.6"
"132","Rapolas Ivanauskas","Colgate","Sr.","6-10","F","34","259","7.6"
"133","Chudier Bile","Northwestern St.","Sr.","6-7","F","28","213","7.6"
"134","Mike Watkins","Penn St.","Sr.","6-9","C","30","228","7.6"
"135","Jimbo Lull","San Francisco","Sr.","7-0","C","34","258","7.6"
"136","James Banks III","Georgia Tech","Sr.","6-10","C","31","235","7.6"
"","Hayden Koval","Central Ark.","Jr.","7-1","C","31","235","7.6"
"138","Ed Croswell","La Salle","So.","6-8","F","26","197","7.6"
"139","Bourama Sidibe","Syracuse","Jr.","6-10","F","32","242","7.6"
"140","Obi Toppin","Dayton","So.","6-9","F","31","234","7.5"
"141","Kessler Edwards","Pepperdine","So.","6-8","F","32","240","7.5"
"142","Keith Braxton","Saint Francis","Sr.","6-5","G","32","239","7.5"
"","Anthony Smith","Murray St.","Sr.","6-7","F","32","239","7.5"
"144","Kerry Blackshear","Florida","Sr.","6-9","F","31","231","7.5"
"145","Richmond Aririguzoh","Princeton","Sr.","6-9","C","27","201","7.4"
"146","Walter Whyte","Boston U.","So.","6-6","F","34","253","7.4"
"147","Rayshaun Hammonds","Georgia","Jr.","6-9","F","32","238","7.4"
"148","Grayson Murphy","Belmont","So.","6-3","G","33","245","7.4"
"149","Zion Cousins","Howard","Jr.","6-8","F","31","230","7.4"
"150","AJ Wilson","George Mason","Jr.","6-7","F","32","237","7.4"
"151","Kameron Edwards","Pepperdine","Sr.","6-6","F","30","222","7.4"
"152","Pierre Sarr","Binghamton","Sr.","6-8","F","28","207","7.4"
"","George Tinsley","Binghamton","Fr.","6-6","F","28","207","7.4"
"154","Braxton Key","Virginia","Sr.","6-8","G","27","199","7.4"
"155","Jalen Dupree","Samford","Sr.","6-8","F","33","243","7.4"
"156","Scottie James","Liberty","Sr.","6-7","F","34","250","7.4"
"157","Paul Atkinson Jr.","Yale","Jr.","6-10","F","30","220","7.3"
"","Elyjah Williams","FDU","Jr.","6-7","F","30","220","7.3"
"159","Raiquan Clark","LIU","Sr.","6-4","G","32","234","7.3"
"160","Ian DuBose","Houston Christian","Jr.","6-4","G","29","211","7.3"
"161","Timmy Allen","Utah","So.","6-6","F","31","225","7.3"
"162","KJ Williams","Murray St.","So.","6-10","F","32","232","7.3"
"163","Tommy Burton","Coastal Carolina","Sr.","6-8","F","33","239","7.2"
"164","Tajuan Agee","Iona","Sr.","6-9","F","29","210","7.2"
"","Nikos Chougkaz","Northwestern St.","Fr.","6-10","G","29","210","7.2"
"166","Aamir Simms","Clemson","Jr.","6-8","F","30","217","7.2"
"167","Trendon Watford","LSU","Fr.","6-7","F","31","224","7.2"
"168","Josh Ajayi","South Alabama","Sr.","6-7","F","29","209","7.2"
"169","Sal Nuhu","Portland St.","Sr.","6-8","F","25","180","7.2"
"170","Ben Stanley","Hampton","So.","6-6","F","34","244","7.2"
"171","Devine Eke","Radford","Sr.","6-8","F","31","222","7.2"
"","Vincent Miszkiewicz","UIW","Fr.","6-7","F","31","222","7.2"
"","Tre Mitchell","Massachusetts","Fr.","6-9","C","31","222","7.2"
"","Sayeed Pridgett","Montana","Sr.","6-5","G","31","222","7.2"
"175","Bryson Williams","UTEP","Jr.","6-8","F","32","229","7.2"
"176","Tyson Ward","North Dakota St.","Sr.","6-6","G","33","236","7.2"
"177","Jon Axel Gudmunsson","Davidson","Sr.","6-4","G","30","214","7.1"
"178","Keyontae Johnson","Florida","So.","6-5","F","31","221","7.1"
"179","Malik Fitts","Saint Mary's (CA)","Jr.","6-8","F","34","242","7.1"
"180","Nick Guadarrama","New Hampshire","So.","6-5","F","29","206","7.1"
"181","Jared Savage","Western Ky.","Sr.","6-5","F","30","213","7.1"
"182","Kai Edwards","Northern Colo.","Sr.","6-9","F","31","220","7.1"
"","Danny Pippen","Kent St.","Jr.","6-9","F","31","220","7.1"
"184","Liam Robbins","Drake","So.","7-0","F","34","241","7.1"
"185","Myles Carter","Seattle U","Sr.","6-9","F","25","177","7.1"
"186","Jaime Echenique","Wichita St.","Sr.","6-11","C","27","191","7.1"
"187","Tyrese Martin","Rhode Island","So.","6-6","G","30","212","7.1"
"188","Tulio Da Silva","Missouri St.","Sr.","6-8","F","31","219","7.1"
"189","Malik Jefferson","Mount St. Mary's","So.","6-9","F","32","226","7.1"
"190","Carter Hendricksen","North Florida","So.","6-7","F","33","233","7.1"
"","Anthony Lamb","Vermont","Sr.","6-6","F","33","233","7.1"
"192","Koch Bar","Bradley","Sr.","6-11","C","34","240","7.1"
"193","Amadou Sow","UC Santa Barbara","So.","6-9","F","31","218","7.0"
"194","Robert Allen","Samford","So.","6-9","F","32","225","7.0"
"","Christian Lutete","UMass Lowell","Sr.","6-4","F","32","225","7.0"
"196","Justin Champagnie","Pittsburgh","Fr.","6-6","F","33","232","7.0"
"197","T.J. Atwood","Lamar University","Sr.","6-6","G","32","224","7.0"
"198","Sage Tolbert","Southeast Mo. St.","So.","6-8","F","31","216","7.0"
"","Moses Wright","Georgia Tech","Jr.","6-9","F","31","216","7.0"
"200","Myles Cherry","Lafayette","Sr.","6-9","F","30","209","7.0"
"201","Arnaldo Toro","George Washington","Sr.","6-8","F","24","167","7.0"
"202","Byron Frohnen","UTSA","Sr.","6-6","F","32","222","6.9"
"203","Lamar Stevens","Penn St.","Sr.","6-8","F","31","215","6.9"
"204","Jalen Hill","UCLA","So.","6-10","C","30","208","6.9"
"205","Javan White","Kansas City","Sr.","6-10","F","27","187","6.9"
"206","Tyler Hagedorn","South Dakota","Sr.","6-10","F","32","221","6.9"
"207","Ben Vander Plas","Ohio","So.","6-8","F","31","214","6.9"
"","Dom Welch","St. Bonaventure","So.","6-5","G","31","214","6.9"
"209","Kayne Henry","Jacksonville St.","Jr.","6-7","F","31","213","6.9"
"","Trey Landers","Dayton","Sr.","6-5","G","31","213","6.9"
"","Kevin Obanor","Oral Roberts","So.","6-8","F","31","213","6.9"
"212","Grant Golden","Richmond","Jr.","6-10","F","29","199","6.9"
"","Kaelon Harris","The Citadel","Sr.","6-4","F","29","199","6.9"
"","Dazon Ingram","UCF","Sr.","6-6","G","29","199","6.9"
"215","Darius Days","LSU","So.","6-6","F","31","212","6.8"
"","Koby Thomas","Coppin St.","Jr.","6-6","F","31","212","6.8"
"","Tres Tinkle","Oregon St.","Sr.","6-8","F","31","212","6.8"
"218","Ryan Daly","Saint Joseph's","Sr.","6-4","G","30","205","6.8"
"","Gavin Kensmil","SFA","Jr.","6-7","F","30","205","6.8"
"220","Joe Pridgen","Holy Cross","Fr.","6-5","F","30","204","6.8"
"221","Mamadi Diakite","Virginia","Sr.","6-9","F","30","203","6.8"
"","Michael Hughes","Duquesne","Jr.","6-8","C","30","203","6.8"
"","Zigmars Raimo","Hawaii","Sr.","6-7","F","30","203","6.8"
"","Greg Summers","Navy","So.","6-4","G","30","203","6.8"
"225","Abdul Ado","Mississippi St.","Jr.","6-11","F","31","209","6.7"
"","Jon Teske","Michigan","Sr.","7-1","C","31","209","6.7"
"227","Feron Hunt","SMU","So.","6-8","F","30","201","6.7"
"228","Andrew Garcia","Stony Brook","Sr.","6-6","G","33","221","6.7"
"","Brandon Horvath","UMBC","Jr.","6-10","F","33","221","6.7"
"230","Isaiah Crawley","Ga. Southern","Sr.","6-7","F","29","194","6.7"
"231","Eli Scott","LMU (CA)","Jr.","6-6","F","32","214","6.7"
"232","Kamani Johnson","Little Rock","So.","6-7","F","31","207","6.7"
"233","Jalen Johnson","Louisiana","Jr.","6-6","F","33","219","6.6"
"234","Chris Clarke","Texas Tech","Sr.","6-6","F","30","199","6.6"
"235","Cameron McGriff","Oklahoma St.","Sr.","6-7","F","32","212","6.6"
"236","Damani Applewhite","South Carolina St.","Sr.","6-8","F","29","192","6.6"
"237","Pauly Paulicap","Manhattan","Sr.","6-8","F","31","205","6.6"
"238","Orlando Robinson","Fresno St.","Fr.","7-0","F","30","198","6.6"
"","Carson Williams","Western Ky.","Jr.","6-5","F","30","198","6.6"
"","Derek Hawthorne","UT Martin","Sr.","6-3","G","25","165","6.6"
"241","Josh Ferguson","Winthrop","Sr.","6-8","C","34","224","6.6"
"","Hunter Woods","Elon","Fr.","6-6","F","34","224","6.6"
"243","Lindsey Drew","Nevada","Sr.","6-4","G","31","204","6.6"
"","Bryce Nze","Butler","Jr.","6-7","F","31","204","6.6"
