 


  
  

NCAA Men's Basketball
Division IPoints Per Game
Through Games 04/04/2016


"Rank","Name","Team","Cl","Ht","Pos","G","FGM","3FG","FT","PTS","PPG"
"223","Lee Moore","UTEP","Jr.","6-4","G","33","116","70","1.66"
"224","Jaylen Shaw","Coastal Carolina","So.","6-1","G","33","129","78","1.65"
"225","Austin Luke","Belmont","So.","6-3","G","32","200","121","1.65"
"226","Otis Livingston II","George Mason","Fr.","5-11","G","32","114","69","1.65"
"227","Justin Robinson","Monmouth","Jr.","5-8","G","36","132","80","1.65"
"228","KJ Feagin","Santa Clara","Fr.","6-1","G","31","117","71","1.65"
"229","Zak Irvin","Michigan","Jr.","6-6","G","35","107","65","1.65"
"230","Malcolm Drumwright","Jacksonville St.","So.","6-3","G","24","92","56","1.64"
"231","Devin Watson","San Francisco","So.","6-1","G","30","146","89","1.64"
"232","Trevon Seymore","Coppin St.","Jr.","6-4","G","24","95","58","1.64"
"233","Rashun Davis","Radford","Sr.","5-11","G","31","149","91","1.64"
"234","Tyrone Wallace","California","Sr.","6-5","G","28","124","76","1.63"
"235","Aakim Saintil","LIU","Jr.","6-0","G","31","146","90","1.62"
"236","Isaiah Briscoe","Kentucky","Fr.","6-3","G","34","107","66","1.62"
"237","D.J. Balentine","Evansville","Sr.","6-2","G","34","148","92","1.61"
"238","Marcus Georges-Hunt","Georgia Tech","Sr.","6-5","G","36","119","74","1.61"
"239","Damon Lynn","NJIT","Jr.","5-11","G","35","114","71","1.61"
"240","Joe Thomasson","Wright St.","Sr.","6-4","G","35","117","74","1.58"
"241","Armani Moore","Tennessee","Sr.","6-4","F","33","134","85","1.58"
"242","Jaleen Smith","New Hampshire","Jr.","6-4","G","30","102","65","1.57"
"243","Tre Hale-Edmerson","CSUN","Sr.","6-9","F","30","94","60","1.57"
"","Armel Potter","Charleston So.","Fr.","6-1","G","30","94","60","1.57"
"245","Antonio Green","UTRGV","Fr.","6-2","G","25","75","48","1.56"
"246","Nate Frye","New Orleans","Jr.","6-0","G","30","104","67","1.55"
"247","Antino Jackson","Akron","So.","5-11","G","35","121","78","1.55"
"248","Alec Wintering","Portland","Jr.","6-0","G","32","158","102","1.55"
Reclassifying
"NR","Dewayne Russell","Grand Canyon","Sr.","5-11","G","34","182","75","2.43"
"NR","Jalen Little","Abilene Christian","Sr.","5-10","G","26","116","50","2.32"
"NR","Mitchell Badillo","UIW","Sr.","5-10","G","29","138","67","2.06"

NCAA Men's Basketball
Division IDouble Doubles
Through Games 04/04/2016


"Rank","Name","Team","Cl","Ht","Pos","G","Dbl Dbl"
"1","Egidijus Mockevicius","Evansville","Sr.","6-10","C","34","27"
"","Pascal Siakam","New Mexico St.","So.","6-9","F","34","27"
"3","Joel Bolomboy","Weber St.","Sr.","6-9","F","33","26"
"4","Chris Horton","Austin Peay","Sr.","6-8","C","36","25"
"5","Brice Johnson","North Carolina","Sr.","6-9","F","40","23"
"","Domantas Sabonis","Gonzaga","So.","6-10","F","36","23"
"","Shawn Long","Louisiana","Sr.","6-9","F","34","23"
"","Ben Simmons","LSU","Fr.","6-10","F","33","23"
"9","Zach Auguste","Notre Dame","Sr.","6-10","F","36","22"
"","Rokas Gustys","Hofstra","So.","6-9","F","34","22"
"11","Jameel Warney","Stony Brook","Sr.","6-8","F","33","21"
"12","Josh Hawkinson","Washington St.","Jr.","6-10","F","29","20"
"13","Kahlil Felder","Oakland","Jr.","5-9","G","35","19"
"","James Thompson IV","Eastern Mich.","Fr.","6-10","C","33","19"
"","Derrick Griffin","Texas Southern","---","6-7","F","27","19"
"16","Brian Pegg","Stetson","Jr.","6-7","G","34","18"
"","Henry Ellenson","Marquette","Fr.","6-10","F","33","18"
"","Ronnie Drinnon","Saint Francis","Sr.","6-7","F","30","18"
"19","Antonio Campbell","Ohio","Jr.","6-9","F","35","17"
"","Ryan Anderson","Arizona","Sr.","6-9","F","33","17"
"","Dedric Lawson","Memphis","Fr.","6-9","F","33","17"
"","Joseph Uchebo","Charlotte","Sr.","6-10","C","33","17"
"23","Charles Mitchell","Georgia Tech","Sr.","6-8","F","36","16"
"","Jakob Poeltl","Utah","So.","7-0","F","36","16"
"","Marc-Eddy Norelia","FGCU","Jr.","6-8","F","35","16"
"","Devin Williams","West Virginia","Jr.","6-9","F","35","16"
"","Moses Kingsley","Arkansas","So.","6-10","F","32","16"
"","Brandon Peel","Central Conn. St.","Sr.","6-7","F","29","16"
"29","Kyle Collinsworth","BYU","Sr.","6-6","G","37","15"
"","Michael Carey","Wagner","Jr.","6-5","G","34","15"
"","Jalen Hayes","Oakland","So.","6-7","F","34","15"
"","James Kelly","Marshall","Sr.","6-7","F","33","15"
"","Stacy Davis","Pepperdine","Sr.","6-6","F","32","15"
"34","Alec Peters","Valparaiso","Jr.","6-9","F","37","14"
"","John Konchar","Purdue Fort Wayne","Fr.","6-5","G","34","14"
"","Abdul-Malik Abu","NC State","So.","6-8","F","33","14"
"","Martin Breunig","Montana","Sr.","6-8","F","33","14"
"","Lotanna Nwogbo","Longwood","Sr.","6-8","F","33","14"
"","Nathan Boothe","Toledo","Sr.","6-10","C","32","14"
"","Evan Bradds","Belmont","Jr.","6-7","F","32","14"
"","Marin Maric","NIU","So.","6-11","C","32","14"
"","Jeremy Combs","North Texas","So.","6-7","F","31","14"
"","Anthony Livingston","Arkansas St.","Jr.","6-8","F","31","14"
"","Dion Wright","St. Bonaventure","Sr.","6-7","F","31","14"
"","Cinmeon Bowers","Auburn","Sr.","6-7","F","30","14"
"","Devin Thomas","Wake Forest","Sr.","6-9","F","29","14"
"47","Kevin Larsen","George Washington","Sr.","6-10","F","38","13"
"","Ryan Spangler","Oklahoma","Sr.","6-8","F","37","13"
"","Brett Bisping","Siena","Jr.","6-8","F","34","13"
"","Angel Delgado","Seton Hall","So.","6-10","F","34","13"
"","Venky Jois","Eastern Wash.","Sr.","6-8","F","32","13"
"","Josh Scott","Colorado","Sr.","6-10","F","32","13"
"","Ryan Rhoomes","Fordham","Sr.","6-8","F","31","13"
"","Shevon Thompson","George Mason","Sr.","6-11","C","31","13"
"","Tim Kempton","Lehigh","Jr.","6-10","C","29","13"
"","Cedric Kuakumensah","Brown","Sr.","6-8","F","28","13"
"57","Cameron Oliver","Nevada","Fr.","6-8","F","38","12"
"","Daniel Hamilton","UConn","So.","6-7","F","36","12"
"","Zach LeDay","Virginia Tech","Jr.","6-7","F","35","12"
"","Ivan Rabb","California","Fr.","6-11","F","34","12"
"","Tyrell Nelson","Gardner-Webb","Jr.","6-7","C","33","12"
"","Kahlil Thomas","Rider","Jr.","6-7","F","33","12"
"","Cameron Forte","Portland St.","Sr.","6-7","F","31","12"
"","Denzel Valentine","Michigan St.","Sr.","6-5","G","31","12"
"","Kevin Ferguson","Army West Point","Sr.","6-10","C","29","12"
"","Marvin King-Davis","Delaware","Sr.","6-7","F","29","12"
"","Zena Edosomwan","Harvard","Jr.","6-9","F","28","12"
"","Quinton Chievous","Hampton","Sr.","6-6","G","27","12"
"69","Tyler Cavanaugh","George Washington","Jr.","6-9","F","38","11"
"","Jordan Fouse","Green Bay","Sr.","6-7","G","36","11"
"","Raeford Worsham","Jackson St.","Sr.","6-4","G","35","11"
"","Dylan Ostekowski","Tulane","So.","6-9","G","34","11"
"","Michael Carrera","South Carolina","Sr.","6-5","F","32","11"
"","Jaylen Bond","Temple","Sr.","6-8","F","31","11"
"","Chinanu Onuaku","Louisville","So.","6-10","C","31","11"
"","James Webb III","Boise St.","Jr.","6-9","F","31","11"
"","Quadir Welton","Saint Peter's","Jr.","6-8","F","30","11"
"","Marcel Boyd","Howard","Jr.","6-10","C","28","11"
"","Stephen Zimmerman Jr.","UNLV","Fr.","7-0","F","26","11"
"80","Isaiah Miles","Saint Joseph's","Sr.","6-7","F","36","10"
"","Matt Costello","Michigan St.","Sr.","6-9","F","35","10"
"","Ethan Happ","Wisconsin","Fr.","6-10","F","35","10"
"","Stephon Jelks","Mercer","So.","6-6","F","34","10"
"","Justin Johnson","Western Ky.","So.","6-7","F","34","10"
"","Yante Maten","Georgia","So.","6-8","F","34","10"
"","A.J. Hammons","Purdue","Sr.","7-0","C","33","10"
"","Brandan Stith","Old Dominion","Jr.","6-7","F","32","10"
"","Jerome Frink","LIU","Jr.","6-7","F","31","10"
"","Ryan Martin","Tennessee Tech","Sr.","6-9","F","31","10"
"","Thomas Welsh","UCLA","So.","7-0","C","31","10"
"","Wayne Martin","Tennessee St.","Jr.","6-7","F","30","10"
"","Evan Boudreaux","Dartmouth","Fr.","6-8","F","27","10"
"93","Chris Boucher","Oregon","Jr.","6-10","F","38","9"
"","Deandre Bembry","Saint Joseph's","Jr.","6-6","G","36","9"
"","Bo Calhoun","Ball St.","Sr.","6-5","F","35","9"
"","Reggie Upshaw Jr.","Middle Tenn.","Jr.","6-8","F","35","9"
"","Torrion Brummitt","Western Caro.","Sr.","6-7","F","34","9"
"","Juan'Ya Green","Hofstra","Sr.","6-2","G","34","9"
"","Drick Bernstine","North Dakota","So.","6-8","F","33","9"
"","Rashawn Thomas","A&M-Corpus Christi","Jr.","6-8","F","33","9"
"","Matt Tiby","Milwaukee","Sr.","6-8","F","33","9"
"","Adrian Diaz","FIU","Sr.","6-10","F","32","9"
"","Dominique Elliott","UMES","Sr.","6-9","F","32","9"
"","Tony Parker","UCLA","Sr.","6-9","F","32","9"
"","Jordan Murphy","Minnesota","Fr.","6-6","F","31","9"
"","Terry Harris Jr","Coppin St.","Jr.","6-8","F","30","9"
"","Gavin Ware","Mississippi St.","Sr.","6-9","F","30","9"
"","Darien Nelson-Henry","Penn","Sr.","6-11","C","27","9"
"109","Josh Hart","Villanova","Jr.","6-5","G","40","8"
"","Kyle Davis","BYU","Jr.","6-8","F","37","8"
"","Daniel Ochefu","Villanova","Sr.","6-11","F","37","8"
"","Dorian Finney-Smith","Florida","Sr.","6-8","F","36","8"
"","Brandon Ingram","Duke","Fr.","6-9","F","36","8"
"","Rodney Bullock","Providence","So.","6-8","F","35","8"
"","Dane Pineau","Saint Mary's (CA)","Jr.","6-9","F","35","8"
"","Tyler Ulis","Kentucky","So.","5-9","G","35","8"
"","Twymond Howard","UT Martin","Sr.","6-6","F","34","8"
"","Caleb Swanigan","Purdue","Fr.","6-9","F","34","8"
"","Arnaud William Adala Moto","Towson","Jr.","6-6","F","33","8"
"","Gary Clark","Cincinnati","So.","6-8","F","33","8"
"","Jaleel Cousins","South Fla.","Sr.","6-11","C","33","8"
"","Jordan Johnson","Milwaukee","Jr.","5-11","G","33","8"
"","Roosevelt Jones","Butler","Sr.","6-4","F","33","8"
"","Kelan Martin","Butler","So.","6-7","F","33","8"
"","Kevin Mays","CSU Bakersfield","Sr.","6-4","F","33","8"
"","Emmanuel Omogbo","Colorado St.","Jr.","6-8","F","33","8"
"","Gary Payton II","Oregon St.","Sr.","6-3","G","32","8"
"","Brandon Taylor","Penn St.","Sr.","6-7","F","32","8"
"","Frank Rogers","San Jose St.","Sr.","6-9","F","31","8"
"","Tyler Harris","Auburn","Sr.","6-10","F","30","8"
"","Erik McCree","Louisiana Tech","Jr.","6-8","F","30","8"
"","Marcel Pettway","Bryant","Fr.","6-6","F","30","8"
"","Emani Gant","Texas St.","Sr.","6-8","F","29","8"
"","Rodney Pryor","Robert Morris","Sr.","6-5","G","29","8"
"","Nicholas West","Alabama A&M","Sr.","6-10","F","29","8"
"","Sebastian Saiz","Ole Miss","Jr.","6-9","F","26","8"
"","Tevin Falzon","Sacred Heart","Sr.","6-7","F","25","8"
"","Kevin Hervey","UT Arlington","So.","6-7","F","16","8"
"139","Dejuan Marrero","Morehead St.","Jr.","6-6","F","37","7"
"","Tyler Roberson","Syracuse","Jr.","6-8","F","37","7"
"","Marshall Plumlee","Duke","Sr.","7-0","F","36","7"
"","Ben Bentil","Providence","So.","6-9","F","35","7"
"","Jorge Bilbao","UT Arlington","Jr.","6-9","F","35","7"
"","Tim Coleman","NJIT","Jr.","6-5","F","35","7"
"","Matt Rafferty","Furman","Fr.","6-8","F","35","7"
"","Jaaron Simmons","Ohio","So.","6-1","G","35","7"
"","Bogdan Bliznyuk","Eastern Wash.","So.","6-6","F","34","7"
"","Malcolm Hill","Illinois","Jr.","6-6","G","34","7"
"","Nikola Jovanovic","Southern California","Jr.","6-11","F","34","7"
"","Derick Newton","Stetson","Fr.","6-7","F","34","7"
"","Thomas Walkup","SFA","Sr.","6-4","G","34","7"
"","Georgi Boyanov","South Alabama","Jr.","6-8","F","33","7"
"","Kris Dunn","Providence","Jr.","6-4","G","33","7"
"","Octavius Ellis","Cincinnati","Sr.","6-10","F","33","7"
"","Shaq Goodwin","Memphis","Sr.","6-9","F","33","7"
"","Damian Jones","Vanderbilt","Jr.","6-10","C","33","7"
"","Dwayne Sutton","UNC Asheville","Fr.","6-5","G","33","7"
"","Adam Woodbury","Iowa","Sr.","7-1","C","33","7"
"","Jordan Capps","Southeastern La.","Jr.","6-7","F","32","7"
"","Xavier Cooks","Winthrop","So.","6-8","F","32","7"
"","Rico Gathers","Baylor","Sr.","6-8","F","32","7"
"","Jimmy Hall","Kent St.","Jr.","6-8","F","32","7"
"","Egor Koulechov","Rice","So.","6-5","F","32","7"
"","Mario Moody","Bethune-Cookman","Sr.","6-7","C","32","7"
"","Daviyon Draper","FIU","Sr.","6-7","F","31","7"
"","Desean Murray","Presbyterian","So.","6-3","F","31","7"
"","Tim Derksen","San Francisco","Sr.","6-3","G","30","7"
"","Dikembe Dixson","UIC","Fr.","6-7","F","30","7"
"","Tanner Leissner","New Hampshire","So.","6-6","F","30","7"
"","Montel James","Loyola Chicago","Sr.","6-7","F","29","7"
"","Craig McFerrin","McNeese","---","-","C","29","7"
"","Paris Bass","Detroit Mercy","So.","6-8","F","24","7"
"173","Tyron Criswell","Nevada","Sr.","6-3","G","38","6"
"","Mamadou Ndiaye","UC Irvine","Jr.","7-6","C","37","6"
"","Winston Shepard","San Diego St.","Sr.","6-8","F","37","6"
"","Isaiah Johnson","Akron","Jr.","6-10","C","35","6"
"","Marc Loving","Ohio St.","Jr.","6-7","F","35","6"
"","Marquese Chriss","Washington","Fr.","6-9","F","34","6"
"","Chris Davenport","North Florida","Jr.","6-8","F","34","6"
"","Zack Denny","Bowling Green","Jr.","6-2","G","34","6"
"","John Egbunu","Florida","So.","6-11","C","34","6"
"","James Farr","Xavier","Sr.","6-10","F","34","6"
"","Taurean Prince","Baylor","Sr.","6-8","F","34","6"
"","Ahmad Thomas","UNC Asheville","So.","6-3","G","34","6"
"","Iba Camara","New Hampshire","So.","6-9","F","33","6"
"","Alex Hamilton","Louisiana Tech","Sr.","6-4","G","33","6"
"","Armani Moore","Tennessee","Sr.","6-4","F","33","6"
"","Earl Potts Jr.","FDU","So.","6-6","F","33","6"
"","Ryan Taylor","Marshall","Jr.","6-5","F","33","6"
"","Ahmad Walker","Stony Brook","Jr.","6-4","G","33","6"
"","Ryan Bowie","UTSA","Sr.","6-1","G","32","6"
"","Tre Burnette","South Dakota","Sr.","6-5","G","32","6"
"","Damyean Dotson","Houston","Jr.","6-5","G","32","6"
"","Karachi Edo","Fresno St.","Jr.","6-6","F","32","6"
"","Antonio Jennifer","St. Francis Brooklyn","Sr.","6-7","F","32","6"
"","Jameel McKay","Iowa St.","Sr.","6-9","F","32","6"
"","Laron Smith","Bethune-Cookman","Jr.","6-8","F","32","6"
"","Jake White","Omaha","Sr.","6-8","F","32","6"
"","Tim Williams","New Mexico","Jr.","6-8","F","32","6"
"","Kazembe Abif","Drexel","Sr.","6-7","F","31","6"
"","Majok Deng","ULM","Sr.","6-10","F","31","6"
"","Kedar Edwards","UT Martin","Jr.","6-5","F","31","6"
"","Jonathan Holton","West Virginia","Sr.","6-7","F","31","6"
"","Ed Polite","Radford","Fr.","6-5","F","31","6"
"","John Walton III","Troy","Sr.","6-7","F","31","6"
"","D.J. Mason","Campbell","Sr.","6-6","C","30","6"
"","Trayvon Palmer","Chicago St.","Jr.","6-6","G","30","6"
"","Matt Scott","Niagara","So.","6-4","G","30","6"
"","Jordan Tolbert","SMU","Sr.","6-7","F","30","6"
"","Ben Moore","SMU","Jr.","6-8","F","29","6"
"","Bola Olaniyan","Southern Ill.","Jr.","6-7","F","29","6"
"","Nathan Dieudonne","Boston U.","Sr.","6-7","F","28","6"
"","Justin Sears","Yale","Sr.","6-8","F","28","6"
"","Jarred Jones","Loyola Maryland","Sr.","6-5","G","26","6"
"","Dyshawn Pierre","Dayton","Sr.","6-6","F","22","6"
"","Shaquille Johnson","Longwood","Sr.","6-5","G","21","6"
"217","Justin Tillman","VCU","So.","6-7","F","36","5"
"","Monté Morris","Iowa St.","Jr.","6-2","G","35","5"
"","Andrew Andrews","Washington","Sr.","6-2","G","34","5"
"","Trevon Bluiett","Xavier","So.","6-6","G","34","5"
"","Dantiel Daniels","Colorado St.","Sr.","6-5","F","34","5"
"","Wesley Gordon","Colorado","Jr.","6-9","F","34","5"
"","Blake Hamilton","Buffalo","Jr.","6-6","G","34","5"
"","Javion Ogunyemi","Siena","Jr.","6-10","F","34","5"
"","Cullen Russo","Fresno St.","Jr.","6-9","F","34","5"
"","Peyton Aldridge","Davidson","So.","6-7","F","33","5"
"","Keita Bates-Diop","Ohio St.","So.","6-7","F","33","5"
"","Chris Cokley","UAB","So.","6-8","F","33","5"
"","Luke Fischer","Marquette","Jr.","6-11","C","33","5"
"","Stefan Jankovic","Hawaii","Jr.","6-11","F","33","5"
"","Jalen Jones","Texas A&M","Sr.","6-7","F","33","5"
"","Brandon Nazione","Eastern Mich.","Sr.","6-8","F","33","5"
"","Myles Taylor","UT Martin","Sr.","6-7","F","33","5"
"","Kaelon Wilson","UT Arlington","So.","6-2","G","33","5"
"","Terry Allen","Richmond","Sr.","6-8","F","32","5"
"","Michael Bryson","UC Santa Barbara","Sr.","6-4","G","32","5"
"","Trahson Burrell","Memphis","Sr.","6-7","F","32","5"
"","Jeremiah Ingram","N.C. Central","Sr.","6-7","F","32","5"
"","Lenjo Kilo","Savannah St.","---","-","-","32","5"
"","Jeff Roberson","Vanderbilt","So.","6-6","F","32","5"
"","Tre'Shawn Thurman","Omaha","So.","6-7","F","32","5"
"","Jarrell Brantley","Col. of Charleston","Fr.","6-7","F","31","5"
"","Shakir Brown","James Madison","Jr.","6-6","G","31","5"
"","Michael Buchanan","USC Upstate","Jr.","7-0","C","31","5"
"","Brandon Clarke","San Jose St.","Fr.","6-8","G","31","5"
"","Hayden Graham","Air Force","Jr.","6-6","F","31","5"
"","Wayne Langston","Murray St.","Sr.","6-7","F","31","5"
"","Justin Strings","Sacramento St.","So.","6-7","F","31","5"
"","Jordon Varnado","Troy","Fr.","6-6","F","31","5"
"","Jordan Washington","Iona","Jr.","6-8","F","31","5"
"","Yohanny Dalembert","James Madison","Jr.","6-8","F","30","5"
"","Badou Diagne","Coastal Carolina","Sr.","6-7","F","30","5"
"","Demonte Flannigan","Cleveland St.","Jr.","6-7","F","30","5"
"","Tai Odiase","UIC","So.","6-9","C","30","5"
"","QJ Peterson","VMI","Jr.","6-0","G","30","5"
"","Bruce Beckford","N.C. A&T","Sr.","6-7","F","29","5"
"","Quincy Ford","Northeastern","Sr.","6-8","F","29","5"
"","Dontavious Sears","Lamar University","Sr.","6-4","F","29","5"
"","Zach Thomas","Bucknell","So.","6-6","F","29","5"
"","Erik Thomas","New Orleans","---","6-5","-","29","5"
"","Tony Washington","La Salle","So.","6-10","C","29","5"
"","John Brown","High Point","Sr.","6-8","F","28","5"
"","Steven Spieth","Brown","Jr.","6-6","G","28","5"
"","Jae'Sean Tate","Ohio St.","So.","6-4","G","28","5"
"","Devonte Hall","Northwestern St.","So.","6-1","G","27","5"
"","Joseph Chartouny","Fordham","Fr.","6-3","G","26","5"
"","Antonius Cleveland","Southeast Mo. St.","Jr.","6-6","G","26","5"
"","Dan Garvin","Bryant","Jr.","6-6","F","26","5"
"","Kaleb Tarczewski","Arizona","Sr.","7-0","C","26","5"
"","Adom Jacko","LMU (CA)","Jr.","6-8","F","25","5"
"","Josh Ibarra","Houston Christian","So.","6-11","C","22","5"
"","Taylor Johns","UC Riverside","Sr.","6-7","F","22","5"
"","Torren Jones","Fresno St.","Jr.","6-9","F","21","5"
"","Cameron Ridley","Texas","Sr.","6-10","C","13","5"
Reclassifying
"NR","Grandy Glaze","Grand Canyon","Sr.","6-6","F","33","14"
"NR","Drew McDonald","Northern Ky.","Fr.","6-8","C","30","5"

NCAA Men's Basketball
Division ITriple Doubles
Through Games 04/04/2016


"Rank","Name","Team","Cl","Ht","Pos","G","Trpl Dbl"
"1","Kyle Collinsworth","BYU","Sr.","6-6","G","37","6"
"2","Denzel Valentine","Michigan St.","Sr.","6-5","G","31","2"
"3","Winston Shepard","San Diego St.","Sr.","6-8","F","37","1"
"","Daniel Hamilton","UConn","So.","6-7","F","36","1"
"","Kahlil Felder","Oakland","Jr.","5-9","G","35","1"
"","Jaquan Lyle","Ohio St.","Fr.","6-5","G","35","1"
"","Bogdan Bliznyuk","Eastern Wash.","So.","6-6","F","34","1"
"","Myles Davis","Xavier","Jr.","6-2","G","34","1"
"","Erick Neal","UT Arlington","So.","5-11","G","34","1"
"","Thomas Walkup","SFA","Sr.","6-4","G","34","1"
"","David Blanks","Texas Southern","Sr.","6-2","G","33","1"
"","Kris Dunn","Providence","Jr.","6-4","G","33","1"
"","Alex Hamilton","Louisiana Tech","Sr.","6-4","G","33","1"
"","Jordan Johnson","Milwaukee","Jr.","5-11","G","33","1"
"","Roosevelt Jones","Butler","Sr.","6-4","F","33","1"
"","Chris Thomas","Texas Southern","Sr.","6-6","G","33","1"
"","Derrick Walton Jr.","Michigan","Jr.","6-1","G","33","1"
"","Nathan Boothe","Toledo","Sr.","6-10","C","32","1"
"","Quinton Hooker","North Dakota","Jr.","6-0","G","32","1"
"","Cameron Forte","Portland St.","Sr.","6-7","F","31","1"
"","Aaron Valdes","Hawaii","Jr.","6-5","G","30","1"
"","Malcolm Bernard","Florida A&M","Sr.","6-5","G","28","1"
"","Luke Kornet","Vanderbilt","Jr.","6-10","F","28","1"
"","Donte Thomas","Arkansas St.","Jr.","6-3","G","26","1"
"","Caris LeVert","Michigan","Sr.","6-7","G","15","1"

NCAA Men's Basketball
Division ITotal Assists
Through Games 04/04/2016


"Rank","Name","Team","Cl","Ht","Pos","G","AST"
"1","Kahlil Felder","Oakland","Jr.","5-9","G","35","324"
"2","Kyle Collinsworth","BYU","Sr.","6-6","G","37","275"
"","Jaaron Simmons","Ohio","So.","6-1","G","35","275"
"4","Jordan Johnson","Milwaukee","Jr.","5-11","G","33","267"
"5","Tyler Ulis","Kentucky","So.","5-9","G","35","246"
"6","Juan'Ya Green","Hofstra","Sr.","6-2","G","34","243"
"7","Monté Morris","Iowa St.","Jr.","6-2","G","35","241"
"","Denzel Valentine","Michigan St.","Sr.","6-5","G","31","241"
"9","Maurice Watson Jr.","Creighton","Jr.","5-10","G","35","229"
"10","Emmett Naar","Saint Mary's (CA)","So.","6-1","G","35","223"
"11","Lester Medford","Baylor","Sr.","5-10","G","34","222"
"12","Bryant McIntosh","Northwestern","So.","6-3","G","32","213"
"13","Erick Neal","UT Arlington","So.","5-11","G","34","211"
"14","Kris Dunn","Providence","Jr.","6-4","G","33","206"
"15","Mike Gesell","Iowa","Sr.","6-2","G","33","205"
"","Alex Hamilton","Louisiana Tech","Sr.","6-4","G","33","205"
"","Dallas Moore","North Florida","Jr.","6-1","G","34","205"
"18","Jabril Durham","Arkansas","Sr.","6-1","G","32","204"
"19","Austin Luke","Belmont","So.","6-3","G","32","200"
"20","Tra-Deon Hollins","Omaha","Jr.","6-2","G","32","196"
"21","Kevin Yogi Ferrell","Indiana","Sr.","6-0","G","35","195"
"22","Kahron Ross","Lehigh","So.","5-11","G","32","194"
"23","Wes Washpun","UNI","Sr.","6-1","G","36","190"
"24","Joe Rahon","Saint Mary's (CA)","Jr.","6-2","G","35","189"
"25","Alex Caruso","Texas A&M","Sr.","6-5","G","37","185"
"26","Jequan Lewis","VCU","Jr.","6-1","G","36","183"
"27","Max Guercy","Rice","Sr.","5-9","G","32","182"
"28","Roderick Bobbitt","Hawaii","Sr.","6-3","G","33","180"
"","Nick Coppola","ULM","Jr.","5-11","G","34","180"
"30","Brandon Brown","LMU (CA)","Jr.","5-11","G","31","177"
"31","Melo Trimble","Maryland","So.","6-3","G","36","176"
"32","P.J. Boutte","The Citadel","Sr.","5-9","G","31","175"
"","Christopher Hyder","Southern U.","Sr.","5-11","G","35","175"
"","Frank Mason","Kansas","Jr.","5-11","G","38","175"
"35","A.J. English","Iona","Sr.","6-4","G","28","173"
"","Isaiah Whitehead","Seton Hall","So.","6-4","G","34","173"
"37","Wade Baldwin IV","Vanderbilt","So.","6-3","G","33","172"
"","Fred VanVleet","Wichita St.","Sr.","5-11","G","31","172"
"39","Devonte Hall","Northwestern St.","So.","6-1","G","27","171"
"","Terrell Lewis","Eastern Ill.","So.","5-7","G","30","171"
"41","Dominic Artis","UTEP","Jr.","6-3","G","33","170"
"","Daniel Hamilton","UConn","So.","6-7","F","36","170"
"43","Ryan Arcidiacono","Villanova","Sr.","6-3","G","40","169"
"","Diante Baldwin","UNC Greensboro","Jr.","6-0","G","34","169"
"","Julian Jacobs","Southern California","Jr.","6-4","G","31","169"
"46","Isaiah Cousins","Oklahoma","Sr.","6-4","G","37","168"
"47","Bryce Alford","UCLA","Jr.","6-3","G","32","167"
"","Ethan Telfair","Idaho St.","Jr.","6-0","G","31","167"
"49","Andrew Andrews","Washington","Sr.","6-2","G","34","166"
"","James Robinson","Pittsburgh","Sr.","6-3","G","33","166"
"51","Stephen Brown","Bucknell","So.","5-11","G","31","165"
"","Josh Hagins","Little Rock","Sr.","6-1","G","35","165"
"","Shane McLaughlin","Bryant","Sr.","6-1","G","31","165"
"","Rayshawn Simmons","Central Mich.","Sr.","6-4","G","33","165"
"55","Justin Bibbins","Long Beach St.","So.","5-8","G","33","164"
"","Demetrius Jackson","Notre Dame","Jr.","6-1","G","35","164"
"","Isaiah Taylor","Texas","Jr.","6-3","G","33","164"
"58","Phillip Leonard","Mercer","Sr.","6-2","G","34","162"
"","Nick Norton","UAB","So.","5-10","G","32","162"
"","Alex Young","UC Irvine","Sr.","6-2","G","37","162"
"61","Deandre Bembry","Saint Joseph's","Jr.","6-6","G","36","161"
"","Josh Brown","Temple","Jr.","6-3","G","33","161"
"","Keith Carter","Valparaiso","Sr.","6-1","G","36","161"
"","Joseph Chartouny","Fordham","Fr.","6-3","G","26","161"
"","Gary Payton II","Oregon St.","Sr.","6-3","G","32","161"
"","Tyler Wilson","Manhattan","Jr.","6-0","G","31","161"
"67","Troy Caupain","Cincinnati","Jr.","6-4","G","33","160"
"","Michael Gbinije","Syracuse","Sr.","6-7","F","37","160"
"","Jordan McLaughlin","Southern California","So.","6-1","G","34","160"
"","Jerome Segura","Fairfield","So.","5-10","G","32","160"
"71","Marcus Colbert","Montana St.","Sr.","5-11","G","31","158"
"","Zay Jackson","Southeastern La.","Sr.","6-0","G","32","158"
"","Angel Rodriguez","Miami (FL)","Sr.","5-11","G","35","158"
"","Ben Simmons","LSU","Fr.","6-10","F","33","158"
"","Alec Wintering","Portland","Jr.","6-0","G","32","158"
"76","Chris Chiozza","Florida","So.","6-0","G","36","156"
"","Derrick Colter","Duquesne","Sr.","5-11","G","34","156"
"","Marvelle Harris","Fresno St.","Sr.","6-4","G","35","156"
"79","Anthony Collins","Texas A&M","Sr.","6-1","G","37","155"
"","Austin Tillotson","Colgate","Sr.","6-0","G","30","155"
"81","Jon Davis","Charlotte","Fr.","6-3","G","33","154"
"","Ky Howard","NJIT","Sr.","6-3","G","34","154"
"","Roosevelt Jones","Butler","Sr.","6-4","F","33","154"
