Name,draft_year,draft_pick,position,Season,Team,Cl,Pos,Ht,G,FGM,3FG,FT,PTS,PPG,FGA,FG%,3PG,3FGA,3FG%,FTA,FT%,REB,RPG,AST,APG,BLKS,BKPG,ST,STPG,TO,Ratio,Trpl Dbl,Dbl Dbl,MP,MPG,ORebs,DRebs
Tari Eason,2022,19,Small Forward/Power Forward,2021-2022,LSU Tigers,So.,F,6-8,33,190.0,28.0,151.0,559.0,16.9,365.0,52.1,0.8,78.0,35.9,188.0,80.3,218.0,6.6,33.0,1.0,36.0,1.1,64.0,1.9,73.0,,,,,,75.0,143.0
Wendell Moore,2022,20,Shooting Guard/Small Forward,2021-2022,Duke Blue Devils,Jr.,G,6-5,39,188.0,52.0,95.0,523.0,13.4,376.0,50.0,1.3,126.0,41.3,118.0,80.5,207.0,5.3,172.0,4.4,8.0,0.2,55.0,1.4,76.0,,,,,,48.0,159.0
Jalen Williams,2022,21,Shooting Guard/Small Forward,2021-2022,Centre College Colonels,Jr.,G,6-6,1,1.0,1.0,0.0,3.0,3.0,5.0,20.0,1.0,5.0,20.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,0.0,1.0
TyTy Washington,2022,22,Point Guard,2021-2022,Kentucky Wildcats,Fr.,G,6-3,31,152.0,36.0,48.0,388.0,12.5,337.0,45.1,1.2,103.0,35.0,64.0,75.0,107.0,3.5,120.0,3.9,6.0,0.2,40.0,1.3,51.0,,,,,,20.0,87.0
Jaden Hardy,2022,24,Shooting Guard,2021-2022,Southern Miss Golden Eagles,Fr.,G,6-4,7,32.0,10.0,22.0,96.0,13.7,63.0,50.8,1.4,26.0,38.5,26.0,84.6,14.0,2.0,12.0,1.7,1.0,0.1,12.0,1.7,12.0,,,,,,2.0,12.0
Kennedy Chandler,2022,25,Point Guard,2021-2022,Tennessee Volunteers,Fr.,G,6-1,34,182.0,49.0,60.0,473.0,13.9,392.0,46.4,1.4,128.0,38.3,99.0,60.6,110.0,3.2,161.0,4.7,8.0,0.2,74.0,2.2,85.0,,,,,,23.0,87.0
Jaylin Williams,2022,26,Power Forward/Center,2021-2022,Arkansas Razorbacks,So.,F,6-10,37,142.0,17.0,102.0,403.0,10.9,308.0,46.1,0.5,71.0,23.9,140.0,72.9,364.0,9.8,95.0,2.6,41.0,1.1,48.0,1.3,67.0,,,,,,56.0,308.0
Walker Kessler,2022,27,Center,2021-2022,Auburn Tigers,So.,C,7-1,34,163.0,10.0,53.0,389.0,11.4,268.0,60.8,0.3,50.0,20.0,89.0,59.6,274.0,8.1,30.0,0.9,155.0,4.6,37.0,1.1,37.0,,,,,,89.0,185.0
John Butler,2022,28,Power Forward/Center,2021-2022,Florida State Seminoles,Fr.,F,7-1,31,69.0,33.0,11.0,182.0,5.9,166.0,41.6,1.1,84.0,39.3,25.0,44.0,100.0,3.2,23.0,0.7,36.0,1.2,13.0,0.4,26.0,,,,,,21.0,79.0
Christian Braun,2022,30,Shooting Guard,2021-2022,Kansas Jayhawks,Jr.,G,6-7,40,207.0,51.0,99.0,564.0,14.1,418.0,49.5,1.3,132.0,38.6,135.0,73.3,261.0,6.5,111.0,2.8,33.0,0.8,39.0,1.0,81.0,,,,,,56.0,205.0
Dalen Terry,2022,31,Point Guard/Shooting Guard,2021-2022,Arizona Wildcats,So.,G,6-7,37,115.0,28.0,39.0,297.0,8.0,229.0,50.2,0.8,77.0,36.4,53.0,73.6,179.0,4.8,145.0,3.9,12.0,0.3,46.0,1.2,51.0,,,,,,43.0,136.0
EJ Liddell,2022,32,Power Forward,2021-2022,Ohio State Buckeyes,Jr.,F,6-7,32,203.0,46.0,169.0,621.0,19.4,414.0,49.0,1.4,123.0,37.4,221.0,76.5,254.0,7.9,80.0,2.5,83.0,2.6,18.0,0.6,77.0,,,,,,72.0,182.0
MarJon Beauchamp,2022,33,Shooting Guard/Small Forward,2021-2022,Evansville Purple Aces,So.,G,6-6,30,82.0,44.0,33.0,241.0,8.0,212.0,38.7,1.5,123.0,35.8,43.0,76.7,48.0,1.6,24.0,0.8,4.0,0.1,13.0,0.4,32.0,,,,,,5.0,43.0
Andrew Nembhard,2022,34,Point Guard,2021-2022,Gonzaga Bulldogs,Sr.,G,6-4,32,140.0,51.0,48.0,379.0,11.8,310.0,45.2,1.6,133.0,38.3,55.0,87.3,108.0,3.4,184.0,5.8,4.0,0.1,51.0,1.6,62.0,,,,,,14.0,94.0
Ron Harper Jr.,2022,35,Small Forward,2021-2022,Rutgers Scarlet Knights,Sr.,F,6-5,32,171.0,68.0,97.0,507.0,15.8,387.0,44.2,2.1,171.0,39.8,122.0,79.5,188.0,5.9,61.0,1.9,20.0,0.6,33.0,1.0,52.0,,,,,,41.0,147.0
Ryan Rollins,2022,36,Point Guard/Shooting Guard,2021-2022,Toledo Rockets,So.,G,6-3,34,232.0,47.0,130.0,641.0,18.9,496.0,46.8,1.4,151.0,31.1,162.0,80.2,203.0,6.0,123.0,3.6,9.0,0.3,59.0,1.7,76.0,,,,,,23.0,180.0
Bryce McGowens,2022,37,Shooting Guard,2021-2022,Nebraska Cornhuskers,Fr.,G,6-6,31,160.0,40.0,162.0,522.0,16.8,397.0,40.3,1.3,146.0,27.4,195.0,83.1,161.0,5.2,43.0,1.4,10.0,0.3,22.0,0.7,65.0,,,,,,22.0,139.0
Caleb Houstan,2022,38,Shooting Guard/Small Forward,2021-2022,Michigan Wolverines,Fr.,G,6-8,34,109.0,60.0,65.0,343.0,10.1,284.0,38.4,1.8,169.0,35.5,83.0,78.3,135.0,4.0,46.0,1.4,8.0,0.2,25.0,0.7,52.0,,,,,,27.0,108.0
Christian Koloko,2022,39,Center,2021-2022,Arizona Wildcats,Jr.,C,7-0,37,183.0,0.0,100.0,466.0,12.6,288.0,63.5,0.0,3.0,0.0,136.0,73.5,270.0,7.3,51.0,1.4,102.0,2.8,28.0,0.8,59.0,,,,,,95.0,175.0
Patrick Baldwin,2022,41,Small Forward/Power Forward,2021-2022,Milwaukee Panthers,Fr.,F,6-10,11,45.0,17.0,26.0,133.0,12.1,131.0,34.4,1.5,64.0,26.6,35.0,74.3,64.0,5.8,17.0,1.5,9.0,0.8,9.0,0.8,23.0,,,,,,10.0,54.0
Jake LaRavia,2022,42,Small Forward/Power Forward,2021-2022,Wake Forest Demon Deacons,Jr.,F,6-8,33,166.0,28.0,122.0,482.0,14.6,297.0,55.9,0.8,73.0,38.4,157.0,77.7,217.0,6.6,122.0,3.7,32.0,1.0,55.0,1.7,89.0,,,,,,68.0,149.0
Jamaree Bouyea,2022,43,Point Guard,2021-2022,San Francisco Dons,Sr.,G,6-1,34,219.0,72.0,77.0,587.0,17.3,466.0,47.0,2.1,196.0,36.7,102.0,75.5,170.0,5.0,135.0,4.0,29.0,0.9,62.0,1.8,78.0,,,,,,17.0,153.0
Peyton Watson,2022,44,Shooting Guard/Small Forward,2021-2022,UCLA Bruins,Fr.,G,6-8,32,38.0,7.0,22.0,105.0,3.3,118.0,32.2,0.2,31.0,22.6,32.0,68.8,92.0,2.9,26.0,0.8,19.0,0.6,19.0,0.6,30.0,,,,,,29.0,63.0
Kendall Brown,2022,45,Small Forward/Power Forward,2021-2022,Baylor Bears,Fr.,F,6-7,34,132.0,14.0,51.0,329.0,9.7,226.0,58.4,0.4,41.0,34.1,74.0,68.9,166.0,4.9,63.0,1.9,12.0,0.4,34.0,1.0,58.0,,,,,,59.0,107.0
Trevor Keels,2022,47,Point Guard/Shooting Guard,2021-2022,Duke Blue Devils,Fr.,G,6-4,36,147.0,54.0,65.0,413.0,11.5,351.0,41.9,1.5,173.0,31.2,97.0,67.0,124.0,3.4,98.0,2.7,2.0,0.1,44.0,1.2,45.0,,,,,,30.0,94.0
Josh Minott,2022,48,Small Forward/Power Forward,2021-2022,Memphis Tigers,Fr.,F,6-8,33,83.0,2.0,49.0,217.0,6.6,159.0,52.2,0.1,14.0,14.3,65.0,75.4,124.0,3.8,31.0,0.9,22.0,0.7,27.0,0.8,31.0,,,,,,52.0,72.0
JD Davison,2022,50,Point Guard/Shooting Guard,2021-2022,Alabama Crimson Tide,Fr.,G,6-2,33,99.0,25.0,59.0,282.0,8.5,214.0,46.3,0.8,83.0,30.1,81.0,72.8,157.0,4.8,143.0,4.3,12.0,0.4,32.0,1.0,95.0,,,,,,36.0,121.0
Lester Quinones,2022,51,Shooting Guard/Small Forward,2021-2022,Memphis Tigers,Jr.,G,6-5,33,105.0,55.0,66.0,331.0,10.0,234.0,44.9,1.7,141.0,39.0,88.0,75.0,114.0,3.5,43.0,1.3,4.0,0.1,38.0,1.2,45.0,,,,,,33.0,81.0
Jabari Walker,2022,52,Small Forward/Power Forward,2021-2022,Colorado Buffaloes,So.,F,6-8,33,160.0,36.0,127.0,483.0,14.6,347.0,46.1,1.1,104.0,34.6,162.0,78.4,310.0,9.4,41.0,1.2,22.0,0.7,24.0,0.7,76.0,,,,,,68.0,242.0
Michael Foster,2022,53,Power Forward,2021-2022,Monmouth Hawks,Fr.,F,6-9,34,75.0,0.0,29.0,179.0,5.3,141.0,53.2,0.0,2.0,0.0,54.0,53.7,103.0,3.0,16.0,0.5,15.0,0.4,12.0,0.4,25.0,,,,,,49.0,54.0
Jordan Hall,2022,54,Point Guard/Shooting Guard,2021-2022,Saint Joseph's Hawks,So.,G,6-7,30,157.0,68.0,42.0,424.0,14.1,400.0,39.2,2.3,188.0,36.2,57.0,73.7,200.0,6.7,174.0,5.8,5.0,0.2,37.0,1.2,105.0,,,,,,29.0,171.0
Bryson Williams,2022,57,Power Forward/Center,2021-2022,Texas Tech Red Raiders,Sr.,F,6-9,37,204.0,40.0,74.0,522.0,14.1,381.0,53.5,1.1,96.0,41.7,98.0,75.5,155.0,4.2,39.0,1.1,14.0,0.4,18.0,0.5,47.0,,,,,,52.0,103.0
Donovan Williams,2022,58,Shooting Guard,2021-2022,UNLV Rebels,Jr.,G,6-6,27,121.0,34.0,67.0,343.0,12.7,248.0,48.8,1.3,78.0,43.6,105.0,63.8,90.0,3.3,30.0,1.1,12.0,0.4,18.0,0.7,47.0,,,,,,23.0,67.0
Julian Champagnie,2022,59,Small Forward,2021-2022,St. John's Red Storm,Jr.,F,6-7,31,221.0,65.0,89.0,596.0,19.2,534.0,41.4,2.1,193.0,33.7,114.0,78.1,206.0,6.6,63.0,2.0,35.0,1.1,61.0,2.0,46.0,,,,,,42.0,164.0
Orlando Robinson,2022,60,Center,2021-2022,Fresno State Bulldogs,Jr.,C,6-11,36,251.0,37.0,161.0,700.0,19.4,519.0,48.4,1.0,105.0,35.2,225.0,71.6,301.0,8.4,103.0,2.9,43.0,1.2,36.0,1.0,90.0,,,,,,94.0,207.0
Alondes Williams,2022,61,Shooting Guard,2021-2022,Wake Forest Demon Deacons,Sr.,G,6-5,35,242.0,40.0,125.0,649.0,18.5,477.0,50.7,1.1,142.0,28.2,181.0,69.1,224.0,6.4,181.0,5.2,14.0,0.4,42.0,1.2,127.0,,,,,,49.0,175.0
Scotty Pippen Jr.,2022,62,Point Guard/Shooting Guard,2021-2022,Vanderbilt Commodores,Jr.,G,6-1,36,224.0,64.0,224.0,736.0,20.4,538.0,41.6,1.8,197.0,32.5,299.0,74.9,128.0,3.6,162.0,4.5,7.0,0.2,70.0,1.9,121.0,,,,,,30.0,98.0
Jared Rhoden,2022,63,Shooting Guard/Small Forward,2021-2022,Seton Hall Pirates,Sr.,G,6-6,31,167.0,38.0,110.0,482.0,15.5,428.0,39.0,1.2,113.0,33.6,137.0,80.3,207.0,6.7,37.0,1.2,20.0,0.6,36.0,1.2,55.0,,,,,,38.0,169.0
David Roddy,2022,65,Small Forward/Power Forward,2021-2022,Colorado State Rams,Jr.,F,6-6,31,222.0,46.0,105.0,595.0,19.2,389.0,57.1,1.5,105.0,43.8,152.0,69.1,234.0,7.5,89.0,2.9,33.0,1.1,36.0,1.2,72.0,,,,,,57.0,177.0
Dereon Seabron,2022,66,Shooting Guard/Small Forward,2021-2022,NC State Wolfpack,So.,G,6-6,32,200.0,11.0,144.0,555.0,17.3,407.0,49.1,0.3,43.0,25.6,202.0,71.3,261.0,8.2,102.0,3.2,4.0,0.1,44.0,1.4,78.0,,,,,,85.0,176.0
Johnny Juzang,2022,67,Shooting Guard/Small Forward,2021-2022,UCLA Bruins,Jr.,G,6-6,30,179.0,45.0,66.0,469.0,15.6,414.0,43.2,1.5,125.0,36.0,79.0,83.5,142.0,4.7,54.0,1.8,4.0,0.1,22.0,0.7,47.0,,,,,,23.0,119.0
Moussa Diabate,2022,68,Power Forward/Center,2021-2022,Michigan Wolverines,Fr.,F,6-10,32,117.0,3.0,52.0,289.0,9.0,216.0,54.2,0.1,14.0,21.4,84.0,61.9,191.0,6.0,26.0,0.8,28.0,0.9,11.0,0.3,47.0,,,,,,76.0,115.0
Kenneth Lofton,2022,69,Power Forward,2021-2022,Louisiana Tech Bulldogs,So.,F,6-7,33,208.0,4.0,123.0,543.0,16.5,386.0,53.9,0.1,20.0,20.0,183.0,67.2,347.0,10.5,91.0,2.8,24.0,0.7,39.0,1.2,101.0,,,,,,108.0,239.0
Izaiah Brockington,2022,78,Point Guard/Shooting Guard,2021-2022,Iowa State Cyclones,Sr.,G,6-4,35,225.0,34.0,107.0,591.0,16.9,503.0,44.7,1.0,94.0,36.2,138.0,77.5,239.0,6.8,56.0,1.6,9.0,0.3,46.0,1.3,71.0,,,,,,58.0,181.0
Keon Ellis,2022,80,Shooting Guard,2021-2022,Alabama Crimson Tide,Sr.,G,6-5,33,122.0,67.0,89.0,400.0,12.1,279.0,43.7,2.0,183.0,36.6,101.0,88.1,201.0,6.1,59.0,1.8,19.0,0.6,64.0,1.9,53.0,,,,,,62.0,139.0
Gabe Brown,2022,87,Small Forward,2021-2022,Michigan State Spartans,Sr.,F,6-8,36,143.0,73.0,59.0,418.0,11.6,334.0,42.8,2.0,191.0,38.2,66.0,89.4,137.0,3.8,41.0,1.1,10.0,0.3,25.0,0.7,36.0,,,,,,32.0,105.0
Quenton Jackson,2022,89,Point Guard/Shooting Guard,2021-2022,Texas A&M Aggies,Sr.,G,6-4,40,189.0,44.0,169.0,591.0,14.8,386.0,49.0,1.1,127.0,34.6,204.0,82.8,140.0,3.5,79.0,2.0,22.0,0.6,70.0,1.8,95.0,,,,,,20.0,120.0
Gui Santos,2022,92,Shooting Guard/Small Forward,2021-2022,Farmingdale State Rams,---,G,6-6,1,3.0,1.0,0.0,7.0,7.0,8.0,37.5,1.0,2.0,50.0,0.0,,3.0,3.0,3.0,3.0,0.0,0.0,1.0,1.0,6.0,,,,,,0.0,3.0
Jermaine Samuels,2022,94,Small Forward,2021-2022,Villanova Wildcats,Sr.,F,6-7,38,149.0,29.0,94.0,421.0,11.1,316.0,47.2,0.8,105.0,27.6,122.0,77.0,247.0,6.5,55.0,1.4,26.0,0.7,31.0,0.8,58.0,,,,,,76.0,171.0
Tyrese Martin,2022,95,Shooting Guard/Small Forward,2021-2022,UConn Huskies,Sr.,G,6-7,29,144.0,43.0,62.0,393.0,13.6,321.0,44.9,1.5,100.0,43.0,90.0,68.9,218.0,7.5,56.0,1.9,14.0,0.5,23.0,0.8,53.0,,,,,,68.0,150.0
Collin Gillespie,2022,96,Point Guard,2021-2022,Villanova Wildcats,Sr.,G,6-3,38,188.0,113.0,105.0,594.0,15.6,433.0,43.4,3.0,272.0,41.5,116.0,90.5,145.0,3.8,121.0,3.2,0.0,0.0,39.0,1.0,63.0,,,,,,16.0,129.0
Buddy Boeheim,2022,98,Shooting Guard,2021-2022,Syracuse Orange,Sr.,G,6-6,32,213.0,88.0,99.0,613.0,19.2,524.0,40.6,2.8,258.0,34.1,112.0,88.4,108.0,3.4,98.0,3.1,3.0,0.1,47.0,1.5,57.0,,,,,,18.0,90.0
Scoot Henderson,2023,2,Point Guard,2022-2023,Davis & Elkins Senators,Fr.,G,6-2,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,0.0,0.0
Brandon Miller,2023,3,Small Forward,2022-2023,Alabama Crimson Tide,Fr.,F,6-9,37,222.0,106.0,146.0,696.0,18.8,516.0,43.0,2.9,276.0,38.4,170.0,85.9,305.0,8.2,77.0,2.1,32.0,0.9,33.0,0.9,81.0,,,,,,76.0,229.0
Taylor Hendricks,2023,4,Power Forward,2022-2023,UCF Knights,Fr.,F,6-9,34,184.0,61.0,86.0,515.0,15.1,385.0,47.8,1.8,155.0,39.4,110.0,78.2,237.0,7.0,46.0,1.4,59.0,1.7,31.0,0.9,48.0,,,,,,80.0,157.0
Anthony Black,2023,5,Point Guard/Shooting Guard,2022-2023,Arkansas Razorbacks,Fr.,G,6-7,36,149.0,28.0,134.0,460.0,12.8,329.0,45.3,0.8,93.0,30.1,190.0,70.5,182.0,5.1,141.0,3.9,22.0,0.6,74.0,2.1,109.0,,,,,,45.0,137.0
Amen Thompson,2023,6,Point Guard/Shooting Guard,2022-2023,Indiana Hoosiers,Fr.,G,6-7,30,97.0,12.0,45.0,251.0,8.4,197.0,49.2,0.4,43.0,27.9,65.0,69.2,155.0,5.2,30.0,1.0,27.0,0.9,29.0,1.0,32.0,,,,,,48.0,107.0
Gradey Dick,2023,7,Shooting Guard,2022-2023,Kansas Jayhawks,Fr.,G,6-7,36,174.0,83.0,76.0,507.0,14.1,394.0,44.2,2.3,206.0,40.3,89.0,85.4,185.0,5.1,60.0,1.7,9.0,0.2,52.0,1.4,45.0,,,,,,40.0,145.0
Ausar Thompson,2023,8,Shooting Guard,2022-2023,Indiana Hoosiers,Fr.,G,6-7,30,97.0,12.0,45.0,251.0,8.4,197.0,49.2,0.4,43.0,27.9,65.0,69.2,155.0,5.2,30.0,1.0,27.0,0.9,29.0,1.0,32.0,,,,,,48.0,107.0
Cam Whitmore,2023,9,Small Forward,2022-2023,Villanova Wildcats,Fr.,F,6-7,26,122.0,37.0,45.0,326.0,12.5,255.0,47.8,1.4,108.0,34.3,64.0,70.3,138.0,5.3,19.0,0.7,9.0,0.3,37.0,1.4,42.0,,,,,,21.0,117.0
Jarace Walker,2023,10,Small Forward/Power Forward,2022-2023,Houston Cougars,Fr.,F,6-8,36,158.0,35.0,53.0,404.0,11.2,340.0,46.5,1.0,101.0,34.7,80.0,66.2,245.0,6.8,65.0,1.8,46.0,1.3,35.0,1.0,53.0,,,,,,82.0,163.0
Kobe Bufkin,2023,11,Shooting Guard,2022-2023,Michigan Wolverines,So.,G,6-5,33,173.0,43.0,73.0,462.0,14.0,359.0,48.2,1.3,121.0,35.5,86.0,84.9,149.0,4.5,96.0,2.9,23.0,0.7,43.0,1.3,64.0,,,,,,25.0,124.0
Bilal Coulibaly,2023,12,Small Forward,2022-2023,UMass Lowell River Hawks,---,F,6-7,32,152.0,0.0,60.0,364.0,11.4,264.0,57.6,0.0,4.0,0.0,91.0,65.9,244.0,7.6,23.0,0.7,29.0,0.9,29.0,0.9,57.0,,,,,,97.0,147.0
Cason Wallace,2023,13,Point Guard/Shooting Guard,2022-2023,Kentucky Wildcats,Fr.,G,6-4,32,139.0,44.0,53.0,375.0,11.7,312.0,44.6,1.4,127.0,34.6,70.0,75.7,119.0,3.7,136.0,4.2,15.0,0.5,63.0,2.0,67.0,,,,,,30.0,89.0
Jalen Hood-Schifino,2023,14,Point Guard/Shooting Guard,2022-2023,Indiana Hoosiers,Fr.,G,6-5,32,168.0,37.0,59.0,432.0,13.5,403.0,41.7,1.2,111.0,33.3,76.0,77.6,132.0,4.1,117.0,3.7,8.0,0.2,26.0,0.8,89.0,,,,,,14.0,118.0
Jordan Hawkins,2023,15,Shooting Guard,2022-2023,UConn Huskies,So.,G,6-5,37,182.0,109.0,125.0,598.0,16.2,445.0,40.9,2.9,281.0,38.8,141.0,88.7,140.0,3.8,47.0,1.3,19.0,0.5,26.0,0.7,50.0,,,,,,36.0,104.0
Keyonte George,2023,16,Shooting Guard,2022-2023,Baylor Bears,Fr.,G,6-4,33,155.0,77.0,119.0,506.0,15.3,412.0,37.6,2.3,228.0,33.8,150.0,79.3,137.0,4.2,91.0,2.8,6.0,0.2,37.0,1.1,95.0,,,,,,33.0,104.0
Kris Murray,2023,17,Small Forward/Power Forward,2022-2023,Iowa Hawkeyes,Jr.,F,6-9,29,217.0,66.0,86.0,586.0,20.2,456.0,47.6,2.3,197.0,33.5,118.0,72.9,230.0,7.9,58.0,2.0,34.0,1.2,30.0,1.0,44.0,,,,,,80.0,150.0
Nick Smith,2023,18,Point Guard/Shooting Guard,2022-2023,Arkansas Razorbacks,Fr.,G,6-5,17,76.0,24.0,37.0,213.0,12.5,202.0,37.6,1.4,71.0,33.8,50.0,74.0,28.0,1.6,29.0,1.7,2.0,0.1,14.0,0.8,27.0,,,,,,4.0,24.0
Dereck Lively,2023,19,Center,2022-2023,Duke Blue Devils,Fr.,C,7-1,34,77.0,2.0,21.0,177.0,5.2,117.0,65.8,0.1,13.0,15.4,35.0,60.0,184.0,5.4,37.0,1.1,82.0,2.4,17.0,0.5,23.0,,,,,,72.0,112.0
Noah Clowney,2023,20,Power Forward/Center,2022-2023,Alabama Crimson Tide,Fr.,F,6-10,36,123.0,34.0,72.0,352.0,9.8,253.0,48.6,0.9,120.0,28.3,111.0,64.9,285.0,7.9,29.0,0.8,34.0,0.9,21.0,0.6,46.0,,,,,,75.0,210.0
Trayce Jackson-Davis,2023,21,Power Forward/Center,2022-2023,Indiana Hoosiers,Sr.,F,6-9,32,262.0,0.0,146.0,670.0,20.9,451.0,58.1,0.0,0.0,,210.0,69.5,346.0,10.8,129.0,4.0,92.0,2.9,27.0,0.8,81.0,,,,,,91.0,255.0
Rayan Rupert,2023,22,Shooting Guard/Small Forward,2022-2023,Calumet,---,G,6-7,2,1.0,1.0,0.0,3.0,1.5,6.0,16.7,0.5,4.0,25.0,0.0,,4.0,2.0,3.0,1.5,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,3.0
Brandin Podziemski,2023,23,Point Guard/Shooting Guard,2022-2023,Santa Clara Broncos,So.,G,6-5,32,222.0,81.0,111.0,636.0,19.9,460.0,48.3,2.5,185.0,43.8,144.0,77.1,280.0,8.8,117.0,3.7,15.0,0.5,57.0,1.8,73.0,,,,,,57.0,223.0
Jaime Jaquez,2023,24,Small Forward/Power Forward,2022-2023,UCLA Bruins,Sr.,F,6-7,37,261.0,33.0,104.0,659.0,17.8,543.0,48.1,0.9,104.0,31.7,135.0,77.0,304.0,8.2,87.0,2.4,22.0,0.6,57.0,1.5,67.0,,,,,,95.0,209.0
Julian Strawther,2023,25,Small Forward,2022-2023,Gonzaga Bulldogs,Jr.,F,6-7,37,190.0,80.0,104.0,564.0,15.2,405.0,46.9,2.2,196.0,40.8,134.0,77.6,231.0,6.2,49.0,1.3,16.0,0.4,31.0,0.8,56.0,,,,,,28.0,203.0
Jett Howard,2023,26,Shooting Guard,2022-2023,Michigan Wolverines,Fr.,G,6-8,29,137.0,78.0,60.0,412.0,14.2,331.0,41.4,2.7,212.0,36.8,75.0,80.0,82.0,2.8,59.0,2.0,19.0,0.7,12.0,0.4,37.0,,,,,,8.0,74.0
Olivier-Maxence Prosper,2023,27,Small Forward/Power Forward,2022-2023,Marquette Golden Eagles,Jr.,F,6-8,36,150.0,39.0,111.0,450.0,12.5,293.0,51.2,1.1,115.0,33.9,151.0,73.5,168.0,4.7,24.0,0.7,5.0,0.1,33.0,0.9,50.0,,,,,,61.0,107.0
Maxwell Lewis,2023,28,Shooting Guard/Small Forward,2022-2023,Pepperdine Waves,So.,G,6-7,31,188.0,46.0,107.0,529.0,17.1,402.0,46.8,1.5,132.0,34.8,136.0,78.7,176.0,5.7,87.0,2.8,25.0,0.8,26.0,0.8,102.0,,,,,,37.0,139.0
Andre Jackson,2023,29,Shooting Guard/Small Forward,2022-2023,UConn Huskies,Jr.,G,6-6,36,92.0,25.0,31.0,240.0,6.7,213.0,43.2,0.7,89.0,28.1,48.0,64.6,223.0,6.2,169.0,4.7,18.0,0.5,39.0,1.1,71.0,,,,,,67.0,156.0
Julian Phillips,2023,30,Small Forward/Power Forward,2022-2023,Tennessee Volunteers,Fr.,F,6-8,32,79.0,11.0,97.0,266.0,8.3,192.0,41.1,0.3,46.0,23.9,118.0,82.2,150.0,4.7,46.0,1.4,17.0,0.5,20.0,0.6,41.0,,,,,,57.0,93.0
GG Jackson,2023,31,Power Forward,2022-2023,South Carolina Gamecocks,Fr.,F,6-9,32,177.0,55.0,84.0,493.0,15.4,461.0,38.4,1.7,170.0,32.4,124.0,67.7,190.0,5.9,27.0,0.8,26.0,0.8,24.0,0.8,86.0,,,,,,49.0,141.0
Seth Lundy,2023,32,Shooting Guard/Small Forward,2022-2023,Penn State Nittany Lions,Sr.,G,6-5,36,165.0,92.0,88.0,510.0,14.2,367.0,45.0,2.6,230.0,40.0,109.0,80.7,225.0,6.2,31.0,0.9,21.0,0.6,27.0,0.8,31.0,,,,,,33.0,192.0
Leonard Miller,2023,33,Small Forward/Power Forward,2022-2023,Miami Hurricanes,Fr.,F,6-10,37,218.0,32.0,98.0,566.0,15.3,400.0,54.5,0.9,91.0,35.2,125.0,78.4,230.0,6.2,99.0,2.7,15.0,0.4,45.0,1.2,49.0,,,,,,76.0,154.0
Brice Sensabaugh,2023,35,Small Forward/Power Forward,2022-2023,Ohio State Buckeyes,Fr.,F,6-6,33,197.0,60.0,83.0,537.0,16.3,409.0,48.2,1.8,148.0,40.5,100.0,83.0,177.0,5.4,38.0,1.2,13.0,0.4,18.0,0.5,67.0,,,,,,42.0,135.0
Ben Sheppard,2023,37,Shooting Guard,2022-2023,Belmont Bruins,Sr.,G,6-6,32,216.0,80.0,91.0,603.0,18.8,455.0,47.5,2.5,193.0,41.5,133.0,68.4,167.0,5.2,93.0,2.9,5.0,0.2,44.0,1.4,70.0,,,,,,20.0,147.0
Dariq Whitehead,2023,38,Shooting Guard/Small Forward,2022-2023,Duke Blue Devils,Fr.,G,6-7,28,83.0,42.0,23.0,231.0,8.2,197.0,42.1,1.5,98.0,42.9,29.0,79.3,68.0,2.4,27.0,1.0,6.0,0.2,21.0,0.8,39.0,,,,,,13.0,55.0
Colby Jones,2023,39,Shooting Guard,2022-2023,Xavier Musketeers,Jr.,G,6-6,36,207.0,45.0,81.0,540.0,15.0,407.0,50.9,1.2,119.0,37.8,124.0,65.3,206.0,5.7,158.0,4.4,20.0,0.6,47.0,1.3,84.0,,,,,,45.0,161.0
Marcus Sasser,2023,40,Point Guard/Shooting Guard,2022-2023,Houston Cougars,Sr.,G,6-2,36,190.0,96.0,128.0,604.0,16.8,434.0,43.8,2.7,250.0,38.4,151.0,84.8,102.0,2.8,111.0,3.1,6.0,0.2,58.0,1.6,57.0,,,,,,13.0,89.0
Jalen Pickett,2023,41,Point Guard/Shooting Guard,2022-2023,Penn State Nittany Lions,Sr.,G,6-3,37,260.0,45.0,90.0,655.0,17.7,512.0,50.8,1.2,118.0,38.1,118.0,76.3,274.0,7.4,243.0,6.6,19.0,0.5,35.0,0.9,84.0,,,,,,43.0,231.0
Amari Bailey,2023,42,Point Guard/Shooting Guard,2022-2023,UCLA Bruins,Fr.,G,6-4,30,135.0,21.0,44.0,335.0,11.2,273.0,49.5,0.7,54.0,38.9,63.0,69.8,114.0,3.8,65.0,2.2,9.0,0.3,34.0,1.1,73.0,,,,,,25.0,89.0
Jordan Walsh,2023,43,Small Forward/Power Forward,2022-2023,Arkansas Razorbacks,Fr.,F,6-7,36,94.0,20.0,47.0,255.0,7.1,217.0,43.3,0.6,72.0,27.8,66.0,71.2,141.0,3.9,33.0,0.9,17.0,0.5,40.0,1.1,37.0,,,,,,43.0,98.0
