 


  
  

NCAA Men's Basketball
Division IPoints Per Game
Through Games 04/08/2013


"Rank","Name","Team","Cl","Ht","Pos","G","FGM","3FG","FT","PTS","PPG"
"103","Isaiah Canaan","Murray St.","Sr.","6-1","G","31","133","4.3"
"104","Brian Williams","Jacksonville St.","Jr.","6-1","G","28","119","4.3"
"105","Jeremiah Samarrippas","Tennessee Tech","Jr.","5-10","G","29","123","4.2"
"106","Tevin Hammond","Ark.-Pine Bluff","So.","6-0","G","30","127","4.2"
"","Brent Jones","St. Francis Brooklyn","So.","5-10","G","30","127","4.2"
"108","Frantz Massenat","Drexel","Jr.","6-4","G","31","131","4.2"
"109","Marcus Smart","Oklahoma St.","Fr.","6-4","G","33","139","4.2"
"110","Cully Payne","Loyola Chicago","Sr.","6-1","G","25","105","4.2"
"111","Austin Chatman","Creighton","So.","6-0","G","36","150","4.2"
"","Dexter Strickland","North Carolina","Sr.","6-3","G","36","150","4.2"
"113","Russell Powell","Jacksonville","Sr.","5-9","G","32","133","4.2"
"","Nick Thompson","Utah Valley","Sr.","6-9","F","32","133","4.2"
"","Jamal Webb","North Dakota","Jr.","6-1","G","32","133","4.2"
"116","Tyler Strange","Gardner-Webb","So.","5-10","G","34","141","4.1"
"117","Ceola Clark","Western Ill.","Sr.","6-3","G","30","124","4.1"
"118","Stevie Mejia","Hofstra","Sr.","5-9","G","32","132","4.1"
"119","Ian Hummer","Princeton","Sr.","6-7","F","28","115","4.1"
"120","T.J. Taylor","UC Santa Barbara","So.","5-9","G","31","127","4.1"
"121","Javan Felix","Texas","Fr.","5-11","G","34","139","4.1"
"","Ronnie Johnson","Purdue","Fr.","6-0","G","34","139","4.1"
"123","Kevin Yogi Ferrell","Indiana","Fr.","6-0","G","36","147","4.1"
"124","Kierre Greenwood","Coastal Carolina","Sr.","6-2","G","28","114","4.1"
"125","Kendrick Perry","Youngstown St.","Jr.","6-0","G","30","122","4.1"
"126","Brian Barbour","Columbia","Sr.","6-1","G","27","109","4.0"
"127","D.J. Newbill","Penn St.","So.","6-4","G","31","125","4.0"
"128","Kareem Jamar","Montana","Jr.","6-5","G","32","129","4.0"
"129","Colt Ryan","Evansville","Sr.","6-5","G","34","137","4.0"
"130","Lorenzo McCloud","Pacific","Sr.","6-0","G","35","141","4.0"
"131","Malcolm Armstead","Wichita St.","Sr.","6-0","G","39","157","4.0"
"132","Jordan Aaron","Milwaukee","Jr.","5-10","G","32","128","4.0"
"133","Bryon Allen","George Mason","Jr.","6-3","G","38","151","4.0"
"134","Khaliff Wyatt","Temple","Sr.","6-4","G","34","135","4.0"
"135","Dave Sobolewski","Northwestern","So.","6-1","G","32","127","4.0"
"136","Austin Akers","Eastern Ill.","Sr.","6-2","G","31","123","4.0"
"137","Derrick Marks","Boise St.","So.","6-3","G","31","122","3.9"
"","Quinten Rollins","Miami (OH)","Jr.","6-0","G","31","122","3.9"
"","Shaquille White-Miller","UT Arlington","Jr.","5-9","G","31","122","3.9"
"140","Dave Johnson","Quinnipiac","Sr.","5-10","G","29","114","3.9"
"141","Trent Meyer","UNC Asheville","Jr.","6-2","G","32","125","3.9"
"142","Paolo Mancasola","UC Davis","Sr.","6-1","G","31","121","3.9"
"","Joel Naburgs","Stetson","Sr.","6-4","G","31","121","3.9"
"","Devonta White","Georgia St.","Jr.","5-11","G","31","121","3.9"
"145","Mike Powell","Rhode Island","So.","5-11","G","29","113","3.9"
"146","Stephen Croone","Furman","Fr.","6-0","G","28","109","3.9"
"","Sean McGonagill","Brown","Jr.","6-1","G","28","109","3.9"
"148","Alex Young","UC Irvine","Fr.","6-2","G","37","144","3.9"
"149","Troy Taylor","Evansville","Sr.","6-0","G","36","140","3.9"
"150","Isaiah Morton","Marist","So.","5-8","G","31","120","3.9"
"151","Tomas Sanchez","Idaho St.","Jr.","6-3","G","29","112","3.9"
"152","D.J. Seeley","Cal St. Fullerton","Sr.","6-4","G","28","108","3.9"
"153","Shannon Scott","Ohio St.","So.","6-1","G","37","142","3.8"
"154","Michael Hale III","UTSA","Sr.","5-10","G","30","115","3.8"
"155","Simuel Frazier","Howard","So.","5-11","G","28","107","3.8"
"156","Mike Caffey","Long Beach St.","So.","6-0","G","33","126","3.8"
"","Jarvis Summers","Ole Miss","So.","6-3","G","33","126","3.8"
"158","Junior Cadougan","Marquette","Sr.","6-1","G","35","133","3.8"
"","Walt Lemon Jr.","Bradley","Jr.","6-3","G","35","133","3.8"
"","Landon Drew","CSUN","Fr.","6-1","G","30","114","3.8"
"161","Davion Berry","Weber St.","Jr.","6-4","G","37","140","3.8"
"162","Erick Green","Virginia Tech","Sr.","6-4","G","32","121","3.8"
"","Jamal Johnson","Cal Poly","Jr.","6-0","G","32","121","3.8"
"","Aaron Urbanus","UTRGV","Sr.","6-0","G","32","121","3.8"
"165","Miles Jackson-Cartwright","Penn","Jr.","6-3","G","30","113","3.8"
"","Kyle Vinales","Central Conn. St.","So.","6-1","G","30","113","3.8"
"167","Anthony Hickey","LSU","So.","5-11","G","29","109","3.8"
"168","C.J. Reed","Ga. Southern","Sr.","6-3","G","33","124","3.8"
"169","Ramon Galloway","La Salle","Sr.","6-2","G","34","127","3.7"
"170","Josh Greene","CSUN","Jr.","6-0","G","30","112","3.7"
"171","Joe Rahon","Boston College","Fr.","6-2","G","33","123","3.7"
"172","Kwame Vaughn","Cal St. Fullerton","Sr.","6-3","G","32","119","3.7"
"173","Pierria Henry","Charlotte","So.","6-5","G","33","122","3.7"
"","Andrew Lawrence","Col. of Charleston","Sr.","6-1","G","33","122","3.7"
"175","D.J. Brown","San Jose St.","So.","6-2","G","29","107","3.7"
"176","Evan Hymes","Siena","So.","5-9","G","31","114","3.7"
"177","Erik Buggs","Valparaiso","Sr.","5-11","G","34","125","3.7"
"178","Justin Burrell","Holy Cross","So.","5-9","G","30","110","3.7"
"179","Todd Fletcher","Air Force","Sr.","6-2","G","32","117","3.7"
"180","Lawrence Alexander","North Dakota St.","So.","6-3","G","34","124","3.6"
"","Dorian Green","Colorado St.","Sr.","6-2","G","34","124","3.6"
"182","Tony Watson","Buffalo","Sr.","6-2","G","31","113","3.6"
"183","T.J. Bray","Princeton","Jr.","6-5","G","28","102","3.6"
"","Lateef McMullan","Portland St.","Sr.","5-11","G","28","102","3.6"
"185","John Caleb Sanders","Liberty","Jr.","6-0","G","36","131","3.6"
"186","Terence Jones","UAB","Sr.","6-2","G","33","120","3.6"
"187","Deonte Burton","Nevada","Jr.","6-1","G","31","112","3.6"
"","Jp Kuhlman","Davidson","Sr.","6-4","G","31","112","3.6"
"","Donley Minor","Lamar University","Sr.","6-1","G","31","112","3.6"
"","Jesse Steele","Monmouth","Sr.","5-8","G","31","112","3.6"
"191","Kedren Johnson","Vanderbilt","So.","6-4","G","33","119","3.6"
"192","Brandon Triche","Syracuse","Sr.","6-4","G","40","144","3.6"
"","Deon Mitchell","UNI","So.","6-1","G","35","126","3.6"
"","D.J. Irving","Boston U.","Jr.","6-0","G","30","108","3.6"
"195","A.J. Walton","Baylor","Sr.","6-1","G","37","132","3.6"
"196","Charles Carmouche","LSU","Sr.","6-4","G","30","107","3.6"
"","Jameel Grace","Southern U.","Sr.","6-0","G","30","107","3.6"
"","Daniel Munoz","American","Sr.","6-1","G","30","107","3.6"
"199","Trey Sumler","Western Caro.","Jr.","6-2","G","32","114","3.6"
"200","Preston Blackman","Savannah St.","Sr.","6-0","G","34","121","3.6"
"","Anthony Ireland","LMU (CA)","Jr.","5-10","G","34","121","3.6"
"202","Kris Davis","SIUE","So.","6-2","G","27","96","3.6"
"203","Rod Hall","Clemson","So.","6-1","G","31","110","3.5"
"","Desmond Wade","Fairfield","Sr.","5-7","G","31","110","3.5"
"205","Geron Johnson","Memphis","Jr.","6-3","G","33","117","3.5"
"206","Halil Kanacevic","Saint Joseph's","Jr.","6-8","F","26","92","3.5"
"207","PJ Miller","NJIT","Sr.","6-3","G","29","102","3.5"
"208","James Robinson","Pittsburgh","Fr.","6-3","G","33","116","3.5"
"209","Roosevelt Jones","Butler","So.","6-4","F","36","126","3.5"
"","Ryan Arcidiacono","Villanova","Fr.","6-3","G","34","119","3.5"
"","Indiana Faithful","Wofford","So.","6-4","G","32","112","3.5"
"","Chris Wilson","Saint Joseph's","So.","6-2","G","32","112","3.5"
"","Corey Maynard","Bryant","Jr.","6-3","G","30","105","3.5"
"214","Kyle Anderson","UCLA","Fr.","6-9","G","35","122","3.5"
"215","Wesley Saunders","Harvard","So.","6-5","G","30","104","3.5"
"216","Richard Carter","Drake","Jr.","5-11","G","32","110","3.4"
"217","Aaron Bright","Stanford","Jr.","5-11","G","30","103","3.4"
"218","Andre Hollins","Minnesota","So.","6-1","G","34","116","3.4"
"","Lamont Jones","Iona","Sr.","6-0","G","34","116","3.4"
"220","Sidney Sanders Jr","FDU","---","5-11","-","27","92","3.4"
"221","Kyan Anderson","TCU","So.","5-11","G","32","109","3.4"
"","Joe Burton","Oregon St.","Sr.","6-7","F","32","109","3.4"
"","Greg Rice","IU Indy","Jr.","5-11","G","32","109","3.4"
"","Luke Roh","Colgate","So.","6-4","G","32","109","3.4"
"225","David Stockton","Gonzaga","Jr.","5-11","G","35","119","3.4"
"226","Alex Caruso","Texas A&M","Fr.","6-5","G","33","112","3.4"
"","Rahlir Hollis-Jefferson","Temple","Sr.","6-6","F","33","112","3.4"
"228","Jamere Dismukes","Chicago St.","Jr.","6-1","G","31","105","3.4"
"","BJ Young","Arkansas","So.","6-3","G","31","105","3.4"
"230","Dj Cole","Youngstown St.","So.","5-11","G","34","115","3.4"
"231","Chandler Rhoads","New Hampshire","Sr.","6-4","G","29","98","3.4"
"232","Derrick Rodgers","Portland","Sr.","6-1","G","32","108","3.4"
"233","Tracy Abrams","Illinois","So.","6-2","G","36","121","3.4"
"234","Dee Davis","Xavier","So.","6-0","G","28","94","3.4"
"235","Keith Appling","Michigan St.","Jr.","6-1","G","36","120","3.3"
"236","Nik Cochran","Davidson","Sr.","6-3","G","34","113","3.3"
"237","Marcel Davis","Utah St.","Fr.","6-2","G","31","103","3.3"
"238","Corey Hawkins","UC Davis","So.","6-3","G","28","93","3.3"
"239","Kevin Pangos","Gonzaga","So.","6-2","G","35","116","3.3"
"240","Worrel Clahar","DePaul","Sr.","5-11","G","32","106","3.3"
"241","Aaron Anderson","North Dakota","Jr.","5-10","G","33","109","3.3"
"","Jamaal Franklin","San Diego St.","Jr.","6-5","G","33","109","3.3"
"","Hunter Williams","Troy","Jr.","6-0","G","33","109","3.3"
"244","Jimmy Gray","Binghamton","Sr.","6-0","G","30","99","3.3"
"","D'Vonne Pickett","Seattle U","Jr.","6-0","G","30","99","3.3"
"246","Chris Udofia","Denver","Jr.","6-6","F","32","105","3.3"
"247","Chris Dixon","UNCW","Jr.","6-0","G","29","95","3.3"
"248","Tyreek Duren","La Salle","Jr.","6-0","G","34","111","3.3"
"","Darius Gatson","Sam Houston","Sr.","5-10","G","34","111","3.3"
"","Bruce Massey","Middle Tenn.","Sr.","6-3","G","34","111","3.3"
Reclassifying
"NR","Ethan Faulkner","Northern Ky.","Sr.","6-1","G","27","89","3.3"

NCAA Men's Basketball
Division IBlocked Shots Per Game
Through Games 04/08/2013


"Rank","Name","Team","Cl","Ht","Pos","G","BLKS","BKPG"
"1","Chris Obekpa","St. John's (NY)","Fr.","6-10","C","33","133","4.03"
"2","Jeff Withey","Kansas","Sr.","7-0","C","37","146","3.95"
"3","Zeke Marshall","Akron","Sr.","7-0","C","33","122","3.70"
"4","Jordan Bachynski","Arizona St.","Jr.","7-2","C","35","120","3.43"
"5","Chris Horton","Austin Peay","Fr.","6-8","C","31","100","3.23"
"6","Fred Sturdivant","Texas Southern","Sr.","6-7","F","31","99","3.19"
"7","Damian Eargle","Youngstown St.","Sr.","6-7","F","32","102","3.19"
"8","D.J. Covington","VMI","Jr.","6-9","F","31","93","3.00"
"","D","UNC Asheville","Jr.","6-10","C","31","93","3.00"
"10","Rhamel Brown","Manhattan","Jr.","6-7","F","32","95","2.97"
"11","Austin Witter","N.C. A&T","Sr.","6-8","F","37","109","2.95"
"12","Taylor Smith","SFA","Sr.","6-6","F","32","90","2.81"
"13","Reginald Buckner","Ole Miss","Sr.","6-9","F","36","98","2.72"
"14","Tony Mitchell","North Texas","So.","6-8","F","32","87","2.72"
"15","Michale Kyser","Louisiana Tech","So.","6-10","F","34","92","2.71"
"16","Cheikh Mbodj","Cincinnati","Sr.","6-10","C","34","90","2.65"
"17","C.J. Aiken","Saint Joseph's","Jr.","6-9","F","31","82","2.65"
"18","D.J. Stephens","Memphis","Sr.","6-5","F","36","95","2.64"
"19","Javon McCrea","Buffalo","Jr.","6-6","F","34","89","2.62"
"20","Kendall Gray","Delaware St.","So.","6-10","C","29","75","2.59"
"21","Jyles Smith","Savannah St.","Jr.","6-9","F","34","87","2.56"
"22","Nino Johnson","Southeast Mo. St.","So.","6-9","F","33","84","2.55"
"23","Eric Moreland","Oregon St.","So.","6-10","F","29","73","2.52"
"24","Gorgui Dieng","Louisville","Jr.","6-11","C","33","83","2.52"
"25","Terell Parks","Western Ill.","Sr.","6-7","F","26","65","2.50"
"26","Du'Vaughn Maxwell","Hampton","Jr.","6-7","F","31","77","2.48"
"27","Javier Carter","South Alabama","Sr.","6-7","F","29","72","2.48"
"28","Will Davis II","UC Irvine","So.","6-8","C","36","88","2.44"
"29","Sim Bhullar","New Mexico St.","Fr.","7-5","C","35","85","2.43"
"30","Jamelle Hagins","Delaware","Sr.","6-9","F","33","80","2.42"
"31","Venky Jois","Eastern Wash.","Fr.","6-8","F","28","66","2.36"
"","Cedric Kuakumensah","Brown","Fr.","6-8","C","28","66","2.36"
"33","Mike Muscala","Bucknell","Sr.","6-11","F","34","80","2.35"
"34","Chris Udofia","Denver","Jr.","6-6","F","32","75","2.34"
"35","Alan Williams","UC Santa Barbara","So.","6-7","C","28","64","2.29"
"36","Richaun Holmes","Bowling Green","So.","6-8","F","32","73","2.28"
"37","Isaiah Armwood","George Washington","Sr.","6-9","F","30","68","2.27"
"38","James Vincent","Georgia St.","Sr.","6-10","C","31","70","2.26"
"39","Adam Kemp","Marist","Jr.","6-10","F","31","68","2.19"
"","Martin Seiferth","Eastern Wash.","So.","6-10","F","31","68","2.19"
"41","Shaquille Duncan","Morgan St.","So.","6-9","F","28","61","2.18"
"42","Kelvin Penn","Fla. Atlantic","So.","6-6","F","32","69","2.16"
"43","Jordan Reves","UT Arlington","Sr.","6-10","F","33","71","2.15"
"44","Dewayne Dedmon","Southern California","Jr.","7-0","F","31","66","2.13"
"45","Kenyatta Smith","Harvard","So.","6-8","C","28","59","2.11"
"46","Josh Huestis","Stanford","Jr.","6-7","F","34","71","2.09"
"47","Jared Berggren","Wisconsin","Sr.","6-10","C","35","73","2.09"
"48","K.J. McDaniels","Clemson","So.","6-5","G","28","58","2.07"
"49","Willie Cauley-Stein","Kentucky","Fr.","7-0","F","29","60","2.07"
"50","Daniel Miller","Georgia Tech","Jr.","6-11","C","31","64","2.06"
"","Lucas Troutman","Elon","Jr.","6-10","F","31","64","2.06"
"52","Jackie Carmichael","Illinois St.","Sr.","6-9","F","33","68","2.06"
"53","Alex Len","Maryland","So.","7-1","C","38","78","2.05"
"54","Keith Clanton","UCF","Sr.","6-8","F","31","63","2.03"
"55","Steven Adams","Pittsburgh","Fr.","7-0","C","32","65","2.03"
"56","Brandon Goode","Norfolk St.","Jr.","7-0","C","33","66","2.00"
"57","A.J. Hammons","Purdue","Fr.","7-0","C","34","67","1.97"
"","Da'Shonte Riley","Eastern Mich.","Jr.","7-0","C","34","67","1.97"
"59","Shawn Long","Louisiana","Fr.","6-9","F","33","65","1.97"
"60","Jordan Henriquez","Kansas St.","Sr.","7-0","C","33","64","1.94"
"61","Jerrelle Benimon","Towson","Jr.","6-8","F","31","60","1.94"
"","Jayson Cheesman","Southern Utah","Jr.","6-11","C","31","60","1.94"
"63","Ben Aird","Utah Valley","Jr.","6-9","C","30","58","1.93"
"64","Cory Jefferson","Baylor","Jr.","6-9","F","37","71","1.92"
"65","Marques Oliver","Delaware St.","Sr.","6-7","F","32","61","1.91"
"66","Richard Ross","Old Dominion","So.","6-7","F","30","57","1.90"
"67","Alex Brown","San Jose St.","Jr.","6-11","C","26","49","1.88"
"68","Alex Smith","Bethune-Cookman","Sr.","6-7","F","34","64","1.88"
"69","Nigel Spikes","Marshall","Sr.","6-10","C","32","60","1.88"
"70","Cannen Cunningham","SMU","So.","6-10","C","32","59","1.84"
"71","Rakeem Christmas","Syracuse","So.","6-9","F","40","73","1.83"
"72","Levi Giese","Lafayette","Sr.","6-9","F","34","62","1.82"
"73","Jordan Hare","Rhode Island","Fr.","6-10","F","27","49","1.81"
"74","Alex Kirk","New Mexico","Jr.","7-0","C","35","63","1.80"
"75","Trayvonn Wright","North Dakota St.","Jr.","6-7","F","34","61","1.79"
"76","Brandon Moore","Southern U.","Sr.","6-10","C","29","52","1.79"
"77","Egidijus Mockevicius","Evansville","Fr.","6-10","C","36","64","1.78"
"78","Julian Gamble","Miami (FL)","Sr.","6-10","F","36","63","1.75"
"79","Alec Brown","Green Bay","Jr.","7-1","C","34","59","1.74"
"80","John Bohannon","UTEP","Jr.","6-11","C","29","50","1.72"
"","Andre Marhold","Duquesne","Sr.","6-6","F","29","50","1.72"
"82","Gregory Echenique","Creighton","Sr.","6-9","C","36","62","1.72"
"83","Carl Hall","Wichita St.","Sr.","6-8","F","32","55","1.72"
"","Leonard Washington","Wyoming","Sr.","6-7","F","32","55","1.72"
"85","Nick Cook","Jacksonville St.","Jr.","6-6","F","28","48","1.71"
"86","Jordan Heath","Canisius","Jr.","6-10","F","31","53","1.71"
"87","David Kravish","California","So.","6-10","F","33","56","1.70"
"88","Ian Chiles","Morgan St.","Jr.","7-2","C","32","54","1.69"
"89","Joel Bolomboy","Weber St.","Fr.","6-9","F","37","62","1.68"
"90","Tashawn Thomas","Houston","So.","6-8","G","33","55","1.67"
"91","Isaiah Austin","Baylor","Fr.","7-1","C","35","58","1.66"
"","Shayne Whittington","Western Mich.","Sr.","6-11","C","35","58","1.66"
"93","Mike Allison","Maine","Sr.","6-9","C","29","48","1.66"
"94","Halil Kanacevic","Saint Joseph's","Jr.","6-8","F","26","43","1.65"
"95","Jake Cohen","Davidson","Sr.","6-10","F","34","56","1.65"
"96","Jodd Maxey","USC Upstate","Jr.","6-8","F","33","54","1.64"
"97","Jito Kok","San Diego","Fr.","6-9","C","34","55","1.62"
"98","Edward Daniel","Murray St.","Sr.","6-7","F","31","50","1.61"
"","Donnavan Kirk","DePaul","Jr.","6-9","F","31","50","1.61"
"100","Alex Oriakhi","Missouri","Sr.","6-9","F","34","54","1.59"
"101","Demarquelle Tabb","Alabama A&M","Sr.","-","F","31","49","1.58"
"102","Patric Young","Florida","Jr.","6-9","C","37","58","1.57"
"103","Joe Efese","Central Conn. St.","Sr.","6-6","F","30","47","1.57"
"","Keith Rendleman","UNCW","Sr.","6-8","F","30","47","1.57"
"105","Ehimen Orukpe","Wichita St.","Sr.","7-0","C","36","56","1.56"
"106","Michael Cobbins","Oklahoma St.","So.","6-8","F","28","43","1.54"
"107","Naofall Folahan","Wagner","Jr.","6-11","C","29","44","1.52"
"","Daquan Holiday","NJIT","So.","6-7","F","29","44","1.52"
"109","Skylar Spencer","San Diego St.","Fr.","6-10","F","34","51","1.50"
"","Deandre Daniels","UConn","So.","6-9","F","30","45","1.50"
"","Nathan Boothe","Toledo","Fr.","6-10","C","28","42","1.50"
"112","Jason Washburn","Utah","Sr.","7-0","C","33","49","1.48"
"113","J.T. Adenrele","UC Davis","So.","6-7","F","31","46","1.48"
"114","Omar Oraby","Southern California","Jr.","7-2","C","32","47","1.47"
"115","Alasdair Fraser","Maine","Jr.","6-7","F","30","44","1.47"
"","Darryl Palmer","South Carolina St.","Fr.","6-7","F","30","44","1.47"
"117","Jameel Warney","Stony Brook","Fr.","6-8","F","33","48","1.45"
"118","Nathan Healy","App State","Sr.","6-7","F","31","45","1.45"
"119","Mason Plumlee","Duke","Sr.","6-10","F","36","52","1.44"
"","Austin Lewis","McNeese","---","6-8","F","27","39","1.44"
"121","Jordan Fouse","Green Bay","Fr.","6-7","G","34","49","1.44"
"","Trevor Mbakwe","Minnesota","Sr.","6-8","F","34","49","1.44"
"123","Cedrick Williams","UNCW","So.","6-9","F","30","43","1.43"
"124","Cameron Ridley","Texas","Fr.","6-10","C","33","47","1.42"
"","Mitch Wilmer","North Dakota","Sr.","6-11","C","33","47","1.42"
"126","Marc Trasolini","Santa Clara","Jr.","6-9","F","38","54","1.42"
"127","Youssou Ndoye","St. Bonaventure","So.","7-0","C","29","41","1.41"
"","J.J. Panoske","Milwaukee","Fr.","6-10","F","29","41","1.41"
"129","Matt Staff","Texas St.","Sr.","6-10","F","34","48","1.41"
"130","Gabas Maldunas","Dartmouth","So.","6-9","F","28","39","1.39"
"131","Devin Thomas","Wake Forest","Fr.","6-9","F","31","43","1.39"
"132","Jon Smith","Ohio","Jr.","6-7","F","34","47","1.38"
"133","Tyler Flack","South Dakota","So.","6-7","F","29","40","1.38"
"134","Cady Lalanne","Massachusetts","So.","6-9","F","32","44","1.38"
"135","Justin Jackson","Cincinnati","Jr.","6-8","F","30","41","1.37"
"136","Nnanna Egwu","Illinois","So.","6-11","C","36","49","1.36"
"137","Chris Pelcher","New Hampshire","Sr.","6-10","C","25","34","1.36"
"138","Matt Smith","Mississippi Val.","Fr.","6-4","G","28","38","1.36"
"139","Renaldo Dixon","New Mexico St.","Jr.","6-10","F","34","46","1.35"
"140","Amir Williams","Ohio St.","So.","6-11","C","37","50","1.35"
"141","Alhaji Fullah","Charleston So.","Jr.","6-7","F","32","43","1.34"
"142","Damen Bell-Holter","Oral Roberts","Sr.","6-10","F","35","47","1.34"
"","Andre Nation","James Madison","Fr.","6-5","G","35","47","1.34"
"144","Shawn Glover","Oral Roberts","Jr.","6-7","F","33","44","1.33"
"","Raphiael Putney","Massachusetts","Jr.","6-9","C","33","44","1.33"
"","Tyler Stone","Southeast Mo. St.","Jr.","6-8","F","33","44","1.33"
"","Rodney Williams","Minnesota","Sr.","6-7","G","33","44","1.33"
"","Kinu Rochford","FDU","Sr.","6-6","F","27","36","1.33"
"","Steve Zack","La Salle","So.","6-11","C","27","36","1.33"
"","Craig McFerrin","McNeese","So.","6-7","C","24","32","1.33"
"151","Chase Fieler","FGCU","Jr.","6-8","F","37","49","1.32"
"152","Willie Green","Stetson","Jr.","6-6","F","31","41","1.32"
"","Dejan Kravic","Texas Tech","Sr.","6-11","C","31","41","1.32"
"","Andre Roberson","Colorado","Jr.","6-7","G","31","41","1.32"
"155","Asauhn Dixon-Tatum","Auburn","Jr.","7-0","C","32","42","1.31"
"156","James Ennis","Long Beach St.","Sr.","6-7","G","33","43","1.30"
"157","Glenn Bryant","Eastern Mich.","Jr.","6-8","C","34","44","1.29"
"","Daniel Coursey","Mercer","Jr.","6-10","F","34","44","1.29"
"159","Brandon Peterson","Arkansas St.","Sr.","6-8","F","31","40","1.29"
"160","Marvin Frazier","Northwestern St.","So.","6-8","C","32","41","1.28"
"161","Daveon Boardingham","Southern Miss.","Jr.","6-7","F","36","46","1.28"
"","Kenny Kadji","Miami (FL)","Sr.","6-11","F","36","46","1.28"
"","Adreian Payne","Michigan St.","Jr.","6-10","F","36","46","1.28"
"164","Eric McKnight","FGCU","So.","6-9","F","37","47","1.27"
"165","Mitchell Anderson","Ark.-Pine Bluff","Sr.","6-7","G","30","38","1.27"
"","Mario Moody","Wagner","So.","6-7","F","30","38","1.27"
"167","Shawn Jones","Middle Tenn.","Jr.","6-8","F","34","43","1.26"
"","Kiel Turpin","Florida St.","Jr.","7-0","C","34","43","1.26"
"169","Teeng Akol","Western Ky.","Sr.","6-11","C","27","34","1.26"
"170","Adjehi Baru","Col. of Charleston","So.","6-9","F","35","44","1.26"
"171","Cody Zeller","Indiana","So.","7-0","F","36","45","1.25"
"172","Colin Borchert","Mississippi St.","Jr.","6-8","F","29","36","1.24"
"173","Peter 'Pj' Roberson","Grambling","Sr.","7-0","C","25","31","1.24"
"174","Allan Chaney","High Point","Sr.","6-9","F","30","37","1.23"
"175","Anthony Bennett","UNLV","Fr.","6-8","F","35","43","1.23"
"","C.J. Leslie","NC State","Jr.","6-9","F","35","43","1.23"
"177","Bilal Dixon","Towson","Sr.","6-9","C","31","38","1.23"
"178","Jake Koch","UNI","Sr.","6-9","F","36","44","1.22"
"179","John Brown","High Point","Fr.","6-8","F","28","34","1.21"
"180","Donte Williams","Georgia","Jr.","6-9","F","29","35","1.21"
"181","Aziz N'Diaye","Washington","Sr.","7-0","C","34","41","1.21"
"182","Justin Anderson","Virginia","Fr.","6-6","G","35","42","1.20"
"","Riley Barker","Portland","So.","6-10","C","30","36","1.20"
"","Kyle Barone","Idaho","Sr.","6-10","C","30","36","1.20"
"","Matthew Hezekiah","South Carolina St.","Jr.","6-11","F","30","36","1.20"
"","Augustine Rubit","South Alabama","Jr.","6-7","C","30","36","1.20"
"187","Kyle Tresnak","Weber St.","Jr.","6-10","C","36","43","1.19"
"188","Worth Smith","Navy","So.","6-6","F","31","37","1.19"
"189","Blake Jenkins","Belmont","Jr.","6-8","F","32","38","1.19"
"190","Melsahn Basabe","Iowa","Jr.","6-7","F","38","45","1.18"
"191","Maxie Esho","Massachusetts","So.","6-8","F","33","39","1.18"
"192","Doug Archer","North Dakota","Sr.","6-9","F","28","33","1.18"
"193","Prince Ibeh","Texas","Fr.","6-11","F","34","40","1.18"
"194","Laurence Bowers","Missouri","Sr.","6-8","F","29","34","1.17"
"","Ayibakuro Preh","Idaho St.","Jr.","6-9","C","29","34","1.17"
"196","Jack Cooley","Notre Dame","Sr.","6-9","F","35","41","1.17"
"197","Ousmane Drame","Quinnipiac","So.","6-9","F","31","36","1.16"
"","Cal Hanks","Southern Utah","Jr.","6-10","C","31","36","1.16"
"","Kevin Hardy","McNeese","So.","6-2","G","31","36","1.16"
"","Onyekachukwu Odi","Florida A&M","Jr.","6-8","F","31","36","1.16"
"201","Ben Averkamp","Loyola Chicago","Sr.","6-8","F","25","29","1.16"
"202","Rob Chubb","Auburn","Sr.","6-10","C","32","37","1.16"
"","Michael Javes","Little Rock","So.","6-10","F","32","37","1.16"
"","Jordan Latham","Loyola Maryland","Jr.","6-8","F","32","37","1.16"
"","Marshawn Powell","Arkansas","Jr.","6-7","F","32","37","1.16"
"206","Cory Remekun","Saint Louis","Sr.","6-8","F","33","38","1.15"
"207","Baye Moussa Keita","Syracuse","Jr.","6-10","C","40","46","1.15"
"208","Erik Copes","George Mason","So.","6-8","F","34","39","1.15"
"","Dwight Powell","Stanford","Jr.","6-10","F","34","39","1.15"
"210","Devin Booker","Clemson","Sr.","6-8","C","31","35","1.13"
"","Jalen Carethers","Radford","So.","6-8","F","31","35","1.13"
"","Kevin Ferguson","Army West Point","Fr.","6-10","C","31","35","1.13"
"213","Tymell Murphy","FIU","Jr.","6-5","F","32","36","1.13"
"","Kelly Olynyk","Gonzaga","Jr.","7-0","F","32","36","1.13"
"215","Elliott Eliason","Minnesota","So.","6-11","C","33","37","1.12"
"","Ethan O'Day","Vermont","Fr.","6-9","F","33","37","1.12"
"","Richard Solomon","California","Jr.","6-10","F","33","37","1.12"
"","Jarnell Stokes","Tennessee","So.","6-8","F","33","37","1.12"
"219","Okaro White","Florida St.","Jr.","6-7","F","34","38","1.12"
"220","George Fant","Western Ky.","So.","6-6","F","35","39","1.11"
"","Carrick Felix","Arizona St.","Sr.","6-6","G","35","39","1.11"
"","Maurice Kemp","East Carolina","Sr.","6-8","G","35","39","1.11"
"223","Shaq Goodwin","Memphis","Fr.","6-9","F","36","40","1.11"
