 


  
  

NCAA Men's Basketball
Division IPoints Per Game
Through Games 04/03/2017


"Rank","Name","Team","Cl","Ht","Pos","G","FGM","3FG","FT","PTS","PPG"
"","Markelle Fultz","Washington","Fr.","6-4","G","25","30","1.20"
"166","Austin Williams","Drexel","Jr.","6-8","F","31","37","1.19"
"167","Mike Aaman","Wagner","Sr.","6-8","F","26","31","1.19"
"168","Mitchell Solomon","Oklahoma St.","Jr.","6-9","F","33","39","1.18"
"169","Kennedy Meeks","North Carolina","Sr.","6-10","F","40","47","1.18"
"170","Jahir Cabeza","Savannah St.","Jr.","6-5","G","29","34","1.17"
"171","Gary Clark","Cincinnati","Jr.","6-8","F","36","42","1.17"
"","Elijah Stewart","Southern California","Jr.","6-5","G","36","42","1.17"
"","Kyle Washington","Cincinnati","Jr.","6-9","F","36","42","1.17"
"174","Ethan Happ","Wisconsin","So.","6-10","F","37","43","1.16"
"175","Dan Garvin","Bryant","Sr.","6-6","F","25","29","1.16"
"176","Anfernee McLemore","Auburn","Fr.","6-7","F","32","37","1.16"
"","Don MuepoKelly","South Alabama","Sr.","6-7","F","32","37","1.16"
"178","Kentan Facey","UConn","Sr.","6-10","F","33","38","1.15"
"","Zane Najdawi","The Citadel","So.","6-7","F","33","38","1.15"
"180","Nick Harris","Col. of Charleston","So.","6-10","F","34","39","1.15"
"","Derek Ogbeide","Georgia","So.","6-8","F","34","39","1.15"
"182","Phil Fayne","Illinois St.","So.","6-9","F","35","40","1.14"
"","Christ Koumadje","Florida St.","So.","7-4","C","35","40","1.14"
"","Yuta Watanabe","George Washington","Jr.","6-9","F","28","32","1.14"
"185","Mawdo Sallah","Mount St. Mary's","So.","6-9","C","36","41","1.14"
"186","Jeremy Morgan","UNI","Sr.","6-5","G","29","33","1.14"
"","Jayson Tatum","Duke","Fr.","6-8","F","29","33","1.14"
"188","Khris Lane","Longwood","Jr.","6-6","F","30","34","1.13"
"","Jack Whitman","William & Mary","Jr.","6-9","F","30","34","1.13"
"190","Luke Meyer","Central Mich.","Jr.","6-11","F","32","36","1.13"
"","Xeyrius Williams","Dayton","So.","6-9","F","32","36","1.13"
"","Ed Morrow","Nebraska","So.","6-7","F","24","27","1.13"
"193","Mangok Mathiang","Louisville","Sr.","6-10","C","33","37","1.12"
"","Trey Moses","Ball St.","So.","6-9","C","33","37","1.12"
"","Marvin Prochet","Niagara","So.","6-7","F","33","37","1.12"
"196","Robert Kelly","Savannah St.","Fr.","6-7","F","26","29","1.12"
"197","TJ Leaf","UCLA","Fr.","6-10","F","35","39","1.11"
"","RJ White","UNC Greensboro","Sr.","6-8","C","35","39","1.11"
"199","Jonathan Galloway","UC Irvine","So.","6-10","F","36","40","1.11"
"","Marcanvis Hymon","Ole Miss","So.","6-7","F","36","40","1.11"
"","Mustafa Jones","Central Conn. St.","Jr.","6-7","F","27","30","1.11"
"202","Miye Oni","Yale","Fr.","6-7","G","29","32","1.10"
"","Jashaun Smith","Longwood","Fr.","6-5","F","29","32","1.10"
"204","Tyrell Johnson","App State","So.","6-8","F","30","33","1.10"
"","Tobias Sjoberg","Marist","Fr.","6-9","C","30","33","1.10"
"206","Alex Dargenton","Utah St.","So.","6-8","F","31","34","1.10"
"","Josh Sharma","Stanford","So.","7-0","C","31","34","1.10"
"208","Jarred Jones","Loyola Maryland","Sr.","6-7","F","33","36","1.09"
"","Dane Pineau","Saint Mary's (CA)","Sr.","6-9","F","33","36","1.09"
"","Omar Sherman","Louisiana Tech","Jr.","6-9","F","33","36","1.09"
"211","Johnathan Motley","Baylor","Jr.","6-10","F","34","37","1.09"
"212","Ben Moore","SMU","Sr.","6-8","F","35","38","1.09"
"","Ajdin Penava","Marshall","So.","6-9","F","35","38","1.09"
"","Chandler Rowe","UT Martin","Sr.","6-7","F","35","38","1.09"
"215","Ahmed Ismail","Manhattan","Jr.","7-1","C","30","32","1.07"
"","Robert Montgomery","St. Francis Brooklyn","---","-","-","30","32","1.07"
"","Dexter Werner","North Dakota St.","Sr.","6-6","F","30","32","1.07"
"218","Joshua Patton","Sacramento St.","Fr.","6-8","F","31","33","1.06"
"","Novak Topalovic","Idaho St.","So.","7-0","C","31","33","1.06"
"220","Wajid Aminu","North Florida","Fr.","6-7","F","34","36","1.06"
"","Jordan Murphy","Minnesota","So.","6-6","F","34","36","1.06"
"222","Josh Jackson","Kansas","---","-","-","35","37","1.06"
"223","V.J. Beachem","Notre Dame","Sr.","6-8","F","36","38","1.06"
"","Justas Furmanavicius","Ole Miss","Jr.","6-7","F","36","38","1.06"
"","Immanuel King","Texas St.","Jr.","6-8","F","36","38","1.06"
"","Sebastian Saiz","Ole Miss","Sr.","6-9","F","36","38","1.06"
"227","Stephen Ugochukwu","McNeese","Jr.","6-7","C","26","27","1.04"
"228","Jaleel Hogan","Detroit Mercy","Jr.","6-7","F","30","31","1.03"
"229","Tim Coleman","NJIT","Sr.","6-5","F","31","32","1.03"
"230","Kyle Alexander","Tennessee","So.","6-11","F","32","33","1.03"
"231","Ivan Madunic","Southern Utah","---","6-11","F","33","34","1.03"
"232","Devin Haygood","Youngstown St.","So.","6-7","F","34","35","1.03"
"","Shaq Morris","Wichita St.","Jr.","6-8","F","34","35","1.03"
"234","Marquez Letcher-Ellis","Rice","So.","6-7","F","35","36","1.03"
"235","De'Anthony Melton","Southern California","Fr.","6-4","G","36","37","1.03"
"236","Derek Willis","Kentucky","Sr.","6-9","F","38","39","1.03"
"237","Norbertas Giga","Jacksonville St.","Jr.","7-0","F","33","33","1.00"
"","Sheldon Jeter","Pittsburgh","Sr.","6-8","F","33","33","1.00"
"","Zach LeDay","Virginia Tech","Sr.","6-7","F","33","33","1.00"
"","Tosin Mehinti","UAB","Sr.","6-9","F","33","33","1.00"
"","L'Hassane Niangane","Gardner-Webb","Jr.","6-10","C","33","33","1.00"
"","Shawn Prudhomme","Southern U.","Sr.","6-4","F","33","33","1.00"
"","Jessie Govan","Georgetown","So.","6-10","C","32","32","1.00"
"","Ulmer Manzie","Bethune-Cookman","So.","6-7","F","32","32","1.00"
"","Derreck Brooks","Central Ark.","Sr.","6-6","G","31","31","1.00"
"","Jerome Frink","LIU","Sr.","6-7","F","31","31","1.00"
"","Ivan Rabb","California","So.","6-11","F","31","31","1.00"
"","Thomas Bruce","Binghamton","So.","6-9","F","30","30","1.00"
"","Kenny Jones","Austin Peay","Sr.","6-8","F","30","30","1.00"
"","Hank Hollingsworth","Cal Poly","Fr.","6-10","F","29","29","1.00"
"","Brison Gresham","Massachusetts","Fr.","6-9","C","28","28","1.00"
"","Nick Severado","Florida A&M","So.","6-8","G","28","28","1.00"
Reclassifying
"NR","Devin Wyatt","UIW","---","6-8","F","23","52","2.26"
"NR","Shawn Johnson","UIW","Jr.","6-4","G","29","46","1.59"
"NR","Jalone Friday","Abilene Christian","Fr.","6-9","C","26","34","1.31"

NCAA Men's Basketball
Division ISteals Per Game
Through Games 04/03/2017


"Rank","Name","Team","Cl","Ht","Pos","G","ST","STPG"
"1","Ehab Amin","A&M-Corpus Christi","Jr.","6-4","G","36","124","3.44"
"2","Tra-Deon Hollins","Omaha","Sr.","6-2","G","32","108","3.38"
"3","Joseph Chartouny","Fordham","So.","6-3","G","29","94","3.24"
"4","Laquincy Rideau","Gardner-Webb","So.","6-1","G","33","100","3.03"
"5","Ahmad Thomas","UNC Asheville","Jr.","6-3","G","33","99","3.00"
"6","Tahjere McCall","Tennessee St.","Sr.","6-5","G","27","76","2.81"
"7","Jevon Carter","West Virginia","Jr.","6-2","G","37","92","2.49"
"8","Sa'eed Nelson","American","Fr.","6-1","G","30","72","2.40"
"9","Darien Fernandez","Jacksonville","Sr.","5-8","G","33","79","2.39"
"10","Caleen Robinson","Portland St.","Sr.","6-2","G","31","73","2.35"
"11","Barry Brown","Kansas St.","So.","6-3","G","35","82","2.34"
"12","Ja'Donta Blakely","Prairie View","Sr.","6-2","G","33","74","2.24"
"13","Matt Mooney","South Dakota","So.","6-3","G","34","75","2.21"
"14","Eric Childress","UC Santa Barbara","Sr.","6-0","G","28","61","2.18"
"15","Jaron Hopkins","Fresno St.","Sr.","6-6","G","33","71","2.15"
"16","Josh Reaves","Penn St.","So.","6-4","G","28","60","2.14"
"17","Sindarius Thornwell","South Carolina","Sr.","6-5","G","31","66","2.13"
"18","Matisse Thybulle","Washington","So.","6-5","F","31","65","2.10"
"19","Tim Bond","Eastern Mich.","Jr.","6-7","G","33","69","2.09"
"20","Jaylen Adams","St. Bonaventure","Jr.","6-5","G","30","62","2.07"
"21","Geno Crandall","North Dakota","So.","6-3","G","31","64","2.06"
"22","Shamorie Ponds","St. John's (NY)","Fr.","6-1","G","33","68","2.06"
"23","Donovan Mitchell","Louisville","So.","6-3","G","34","70","2.06"
"24","Geno Luzcando","Idaho St.","Jr.","6-3","G","30","61","2.03"
"25","Jacobi Boykins","Louisiana Tech","Jr.","6-6","G","32","65","2.03"
"26","Josh McFolley","Detroit Mercy","So.","6-0","G","31","62","2.00"
"","Jahvaughn Powell","Nicholls","Jr.","6-0","G","31","62","2.00"
"","Preston Parks","The Citadel","Fr.","6-2","G","30","60","2.00"
"","Darian Anderson","FDU","Jr.","6-1","G","29","58","2.00"
"","Ethan Telfair","Idaho St.","Sr.","6-0","G","28","56","2.00"
"31","Josh Sharkey","Samford","Fr.","5-10","G","36","71","1.97"
"32","Jay Wright","Louisiana","Sr.","6-1","G","33","65","1.97"
"33","Zack Denny","Bowling Green","Sr.","6-2","G","31","61","1.97"
"","Cedric Hankerson","Boston U.","Jr.","6-5","G","31","61","1.97"
"35","Gian Clavell","Colorado St.","Sr.","6-4","G","27","53","1.96"
"36","Chris Clemons","Campbell","So.","5-9","G","36","70","1.94"
"37","Dennis Smith","NC State","Fr.","6-3","G","32","62","1.94"
"38","Johnathan Bell","Nicholls","Sr.","6-2","G","31","60","1.94"
"","Admon Gilder","Texas A&M","So.","6-4","G","31","60","1.94"
"40","De'Anthony Melton","Southern California","Fr.","6-4","G","36","69","1.92"
"41","Luwane Pipkins","Massachusetts","Fr.","5-11","G","33","63","1.91"
"42","Jajuan Johnson","Marquette","Sr.","6-5","G","31","59","1.90"
"43","Kyle Foreman","Boston U.","So.","6-1","G","30","57","1.90"
"44","Hasan Abdullah","Navy","So.","6-0","G","32","60","1.88"
"","Dominic Artis","UTEP","Sr.","6-3","G","32","60","1.88"
"","Nick Dixon","UTRGV","Jr.","6-2","G","32","60","1.88"
"","Michael Weathers","Miami (OH)","Fr.","6-2","G","32","60","1.88"
"48","Braxton Bonds","Houston Christian","---","6-2","G","31","58","1.87"
"49","Melvin Frazier","Tulane","So.","6-6","G","30","56","1.87"
"50","Paris Lee","Illinois St.","Sr.","6-0","G","35","65","1.86"
"51","J.J. Frazier","Georgia","Sr.","5-10","G","34","63","1.85"
"52","Remond Brown","Grambling","So.","-","G","33","61","1.85"
"53","Devon Begley","Northeastern","Jr.","6-4","G","26","48","1.85"
"54","Lonzo Ball","UCLA","Fr.","6-6","G","36","66","1.83"
"","Brendan Westendorf","Seattle U","Sr.","6-5","G","30","55","1.83"
"56","K.J. Maura","UMBC","Jr.","5-8","G","33","60","1.82"
"57","Dontay Caruthers","Buffalo","So.","6-1","G","32","58","1.81"
"","Jeremiah Martin","Memphis","So.","6-3","G","32","58","1.81"
"","Marlain Veal","Southeastern La.","So.","5-9","G","32","58","1.81"
"60","Ethan Happ","Wisconsin","So.","6-10","F","37","67","1.81"
"61","Ed Polite","Radford","So.","6-5","F","31","56","1.81"
"62","Diante Baldwin","UNC Greensboro","Sr.","6-0","G","35","63","1.80"
"63","Malachi Alexander","Holy Cross","Sr.","6-7","F","32","57","1.78"
"","Jawun Evans","Oklahoma St.","So.","6-1","G","32","57","1.78"
"","Lionheart Leslie","Cal St. Fullerton","Sr.","5-10","G","32","57","1.78"
"","Anthony Thompson","Holy Cross","Sr.","5-10","G","32","57","1.78"
"67","Rickey McGill","Iona","So.","6-1","G","35","62","1.77"
"68","Charlie Jones","American","Sr.","6-5","G","30","53","1.77"
"","Isaiah Walton","Longwood","So.","6-4","G","30","53","1.77"
"70","Jeremy Morgan","UNI","Sr.","6-5","G","29","51","1.76"
"71","Madison Jones","Seton Hall","Sr.","6-2","G","33","58","1.76"
"72","Quinton Hooker","North Dakota","Sr.","6-0","G","32","56","1.75"
"","Kavon Stewart","Robert Morris","Sr.","6-0","G","32","56","1.75"
"74","Jequan Lewis","VCU","Sr.","6-1","G","35","61","1.74"
"75","Kamar Baldwin","Butler","Fr.","6-1","G","34","59","1.74"
"","Jake Kocher","A&M-Corpus Christi","Sr.","6-3","G","34","59","1.74"
"77","Giovanni De Nicolao","UTSA","Fr.","6-3","G","33","57","1.73"
"78","Quinndary Weatherspoon","Mississippi St.","So.","6-4","G","29","50","1.72"
"79","Erick Neal","UT Arlington","Jr.","5-11","G","36","62","1.72"
"80","Antwoine Anderson","Fordham","Jr.","6-2","G","32","55","1.72"
"","Milton Doyle","Loyola Chicago","Sr.","6-4","G","32","55","1.72"
"","Jerome Robinson","Boston College","So.","6-5","G","32","55","1.72"
"","Victor Sanders","Idaho","Jr.","6-5","G","32","55","1.72"
"84","Deonte Burton","Iowa St.","Sr.","6-4","G","35","60","1.71"
"85","Matt Jones","Duke","Sr.","6-5","G","37","63","1.70"
"","Tarik Phillip","West Virginia","Sr.","6-3","G","37","63","1.70"
"87","Bryson Scott","Purdue Fort Wayne","Jr.","6-1","G","33","56","1.70"
"88","Jairus Lyles","UMBC","Jr.","6-2","G","32","54","1.69"
"89","Josh Jackson","Kansas","---","-","-","35","59","1.69"
"","Ishmail Wainright","Baylor","Sr.","6-5","F","35","59","1.69"
"91","Nigel Williams-Goss","Gonzaga","Jr.","6-3","G","38","64","1.68"
"92","Zach Gengler","Portland St.","Sr.","6-2","G","31","52","1.68"
"93","Mikal Bridges","Villanova","So.","6-7","F","36","60","1.67"
"","PJ Dozier","South Carolina","So.","6-6","G","36","60","1.67"
"","Kasey Hill","Florida","Sr.","6-1","G","36","60","1.67"
"","Frank Bartley","Louisiana","Jr.","6-3","G","33","55","1.67"
"","John Konchar","Purdue Fort Wayne","So.","6-5","G","33","55","1.67"
"","Anthony Mosley","Delaware","Jr.","6-1","G","33","55","1.67"
"99","Shizz Alston","Temple","So.","6-4","G","32","53","1.66"
"100","Aaron Parks","CSUN","Sr.","6-3","G","29","48","1.66"
"101","Greg Pryor","Chattanooga","Sr.","6-1","G","28","46","1.64"
"102","Matty McConnell","Robert Morris","So.","6-2","G","33","54","1.64"
"103","Kyle Davis","Dayton","Sr.","6-0","G","30","49","1.63"
"","Nigel Riberio","Grambling","So.","6-0","G","30","49","1.63"
"105","Stephen Brown","Bucknell","Jr.","5-11","G","35","57","1.63"
"106","Kedar Edwards","UT Martin","Sr.","6-5","F","32","52","1.63"
"","Quincy McKnight","Sacred Heart","So.","6-4","G","32","52","1.63"
"108","Nick Emery","BYU","So.","6-2","G","34","55","1.62"
"","Andrew White III","Syracuse","Sr.","6-7","G","34","55","1.62"
"110","Cullen Russo","Fresno St.","Sr.","6-9","F","26","42","1.62"
"111","Everett Clemons","Indiana St.","Sr.","6-1","G","31","50","1.61"
"","Brenton Scott","Indiana St.","Jr.","6-1","G","31","50","1.61"
"","Glynn Watson Jr.","Nebraska","So.","6-0","G","31","50","1.61"
"114","Chazz Patterson","Saint Peter's","Sr.","6-3","G","36","58","1.61"
"115","I.J. Ready","Mississippi St.","Sr.","5-11","G","28","45","1.61"
"116","Zaynah Robinson","Norfolk St.","Jr.","6-0","G","33","53","1.61"
"117","Dedrick Basile","CSU Bakersfield","Sr.","5-10","G","35","56","1.60"
"","Doug Brooks","VCU","Sr.","6-3","G","35","56","1.60"
"","De'Monte Buckingham","Richmond","Fr.","6-4","G","35","56","1.60"
"","A.J. Merriweather","ETSU","Sr.","6-2","G","35","56","1.60"
"","Tre' McLean","Chattanooga","Sr.","6-5","G","30","48","1.60"
"","Ty Toney","Eastern Mich.","Sr.","6-2","G","30","48","1.60"
"","Markelle Fultz","Washington","Fr.","6-4","G","25","40","1.60"
"124","Robert Champion","Holy Cross","Sr.","6-6","G","32","51","1.59"
"","Karl Charles","Holy Cross","So.","6-6","F","32","51","1.59"
"","Kurk Lee","Drexel","Fr.","5-9","G","32","51","1.59"
"","Kerwin Roach II","Texas","So.","6-4","G","32","51","1.59"
"","Scoochie Smith","Dayton","Sr.","6-2","G","32","51","1.59"
"129","Joey Frenchwood","Lamar University","Jr.","6-3","G","34","54","1.59"
"130","Elijah Mitrou-Long","Mount St. Mary's","So.","6-1","G","36","57","1.58"
"131","Geno Thorpe","South Fla.","Jr.","6-4","G","28","44","1.57"
"132","Steven Cook","Princeton","Sr.","6-5","F","30","47","1.57"
"","QJ Peterson","VMI","Sr.","6-0","G","30","47","1.57"
"134","Matt Mobley","St. Bonaventure","Jr.","6-3","G","32","50","1.56"
"","Marcus Tyus","Omaha","Sr.","6-1","G","32","50","1.56"
"136","Kadeem Allen","Arizona","Sr.","6-3","G","34","53","1.56"
"","Rashawn Thomas","A&M-Corpus Christi","Sr.","6-8","F","34","53","1.56"
"138","Josh Hart","Villanova","Sr.","6-5","G","36","56","1.56"
"139","Raven Lee","Eastern Mich.","Sr.","6-3","G","29","45","1.55"
"140","Dachon Burke","Robert Morris","---","6-4","-","33","51","1.55"
"","Mo Evans","Purdue Fort Wayne","Sr.","6-1","G","33","51","1.55"
"142","Khwan Fore","Richmond","So.","6-0","G","35","54","1.54"
"143","Zak Showalter","Wisconsin","Sr.","6-3","G","37","57","1.54"
"144","Spencer Weisz","Princeton","Sr.","6-4","F","30","46","1.53"
"145","Aaric Armstead","NIU","Sr.","6-5","G","32","49","1.53"
"","Christavious Gill","New Orleans","Sr.","5-8","G","32","49","1.53"
"","Tre'Darius McCallum","DePaul","Jr.","6-7","F","32","49","1.53"
"","Quinton Rose","Temple","Fr.","6-8","F","32","49","1.53"
"149","Je'Lon Hornbeak","Monmouth","Sr.","6-3","G","34","52","1.53"
"150","Devonte' Graham","Kansas","Jr.","6-2","G","36","55","1.53"
"","Trevis Wyche","Saint Peter's","Sr.","6-1","G","36","55","1.53"
"152","Ray Crossland","Eastern Ill.","Jr.","6-6","F","29","44","1.52"
"153","Randy Onwuasor","Southern Utah","Sr.","6-3","G","33","50","1.52"
"","Andre Walker","Loyola Maryland","Jr.","6-0","G","33","50","1.52"
"155","Monté Morris","Iowa St.","Sr.","6-2","G","35","53","1.51"
"156","Alex Robinson","TCU","So.","6-1","G","39","59","1.51"
"157","Zjori Bosha","Lamar University","Jr.","6-5","G","32","48","1.50"
"","Deandre Haywood","Delaware St.","Sr.","6-2","G","32","48","1.50"
"","Willie Mangum IV","Eastern Mich.","Sr.","6-1","G","32","48","1.50"
"","Trayvon Palmer","Chicago St.","Sr.","6-6","G","32","48","1.50"
"","Kendall Pollard","Dayton","Sr.","6-6","F","26","39","1.50"
"162","Kenrich Williams","TCU","Jr.","6-7","G","37","55","1.49"
"163","Khyri Thomas","Creighton","So.","6-3","G","35","52","1.49"
"164","Bruce Brown","Miami (FL)","Fr.","6-5","G","33","49","1.48"
"","Kenny Cooper","Lipscomb","Fr.","6-1","G","33","49","1.48"
"","Bryant Crawford","Wake Forest","So.","6-3","G","33","49","1.48"
"","Frankie Johnson","The Citadel","Fr.","5-7","G","33","49","1.48"
"","Deshaun Morman","Towson","Jr.","6-3","G","33","49","1.48"
"169","De'Aaron Fox","Kentucky","Fr.","6-3","G","36","53","1.47"
"","Jordan McLaughlin","Southern California","Jr.","6-1","G","36","53","1.47"
"171","Travin Thibodeaux","New Orleans","Jr.","6-9","F","32","47","1.47"
"","Erik Thomas","New Orleans","Sr.","6-5","F","32","47","1.47"
"173","Dexter Werner","North Dakota St.","Sr.","6-6","F","30","44","1.47"
"174","Cortez Edwards","Southern Miss.","So.","6-2","G","31","45","1.45"
"","Nisré Zouzoua","Bryant","So.","6-3","G","31","45","1.45"
"176","Andrien White","Charlotte","So.","6-3","G","29","42","1.45"
"177","Deyshonne Much","Iona","Jr.","6-5","G","27","39","1.44"
"178","Keith Braxton","Saint Francis","Fr.","6-5","G","34","49","1.44"
"","John Gillon","Syracuse","Sr.","6-0","G","34","49","1.44"
"","Justin Robinson","Monmouth","Sr.","5-8","G","34","49","1.44"
"","Francisco Santiago","Youngstown St.","Jr.","6-1","G","34","49","1.44"
"182","Tevin Bellinger","Prairie View","Sr.","6-0","G","32","46","1.44"
"","Markel Crawford","Memphis","Jr.","6-5","G","32","46","1.44"
"","Quinton Forrest","Bethune-Cookman","So.","6-4","G","32","46","1.44"
"185","Rasheem Dunn","St. Francis Brooklyn","---","6-2","-","30","43","1.43"
"","Jake Pemberton","Denver","Jr.","6-3","G","30","43","1.43"
"","Steven Spieth","Brown","Sr.","6-6","G","30","43","1.43"
"188","Sterling Brown","SMU","Sr.","6-6","G","35","50","1.43"
"189","Antonius Cleveland","Southeast Mo. St.","Sr.","6-6","G","33","47","1.42"
"","Trevor Lyons","Air Force","Jr.","6-3","G","33","47","1.42"
"","Ike Smith","Ga. Southern","So.","6-4","G","33","47","1.42"
"192","Michael Oguine","Montana","So.","6-2","G","26","37","1.42"
"","Stephen Thompson Jr.","Oregon St.","So.","6-4","G","26","37","1.42"
"194","J.P. Macura","Xavier","Jr.","6-5","G","38","54","1.42"
"195","Jamaal Calvin","Southeast Mo. St.","Sr.","6-1","G","31","44","1.42"
"","Diamante Lewis","Bethune-Cookman","Sr.","6-3","G","31","44","1.42"
"197","Matt Farrell","Notre Dame","Jr.","6-0","G","36","51","1.42"
"198","Danjel Purifoy","Auburn","So.","6-7","F","29","41","1.41"
"199","Nicholas Baer","Iowa","So.","6-7","F","34","48","1.41"
"200","Eric Bowles","Central Conn. St.","So.","6-0","G","22","31","1.41"
"201","Patrick Benzan","Holy Cross","So.","5-11","G","32","45","1.41"
"","Lorenzo Bonam","Utah","Sr.","6-4","G","32","45","1.41"
"","Lovell Cabbil","Liberty","So.","6-3","G","32","45","1.41"
"","Shaq Calhoun","South Alabama","Jr.","6-4","G","32","45","1.41"
"","Iverson Fleming","LIU","Sr.","6-1","G","32","45","1.41"
"206","Kris Acox","Furman","Sr.","6-6","F","35","49","1.40"
"207","Joel Berry II","North Carolina","Jr.","6-0","G","38","53","1.39"
"208","Tookie Brown","Ga. Southern","So.","5-11","G","33","46","1.39"
"","Ivan Canete","SFA","Jr.","6-4","G","33","46","1.39"
"","Daxter Miles Jr.","West Virginia","Jr.","6-3","G","33","46","1.39"
"","Marcquise Reed","Clemson","Jr.","6-3","G","33","46","1.39"
"","Lexus Williams","Valparaiso","Jr.","6-0","G","33","46","1.39"
"213","Dikymbe Martin","UC Riverside","Fr.","6-1","G","28","39","1.39"
"214","Terence Davis","Ole Miss","So.","6-4","G","36","50","1.39"
"215","Kyle Leufroy","Lehigh","So.","6-3","G","31","43","1.39"
"","Rashaan Surles","Mississippi Val.","Sr.","6-4","G","31","43","1.39"
"217","John Dewey Jr.","Sam Houston","So.","6-0","G","34","47","1.38"
"218","Adam Grant","Bryant","Fr.","6-1","G","32","44","1.38"
"","Ron Patterson","IU Indy","Jr.","6-2","G","32","44","1.38"
"","Terrence Phillips","Missouri","So.","5-11","G","32","44","1.38"
"","Austin Price","Lehigh","Sr.","6-4","G","32","44","1.38"
"222","Chris Flemmings","UNCW","Sr.","6-5","G","35","48","1.37"
"223","Donte McGill","FIU","Sr.","6-3","G","27","37","1.37"
"224","Brandon Boyd","Idaho St.","So.","6-1","G","30","41","1.37"
"","Brandon Brown","LMU (CA)","Sr.","5-11","G","30","41","1.37"
"226","Zach Johnson","FGCU","So.","6-2","G","33","45","1.36"
"","Jarred Jones","Loyola Maryland","Sr.","6-7","F","33","45","1.36"
"","Trey Kell","San Diego St.","Jr.","6-4","G","33","45","1.36"
"","Mike Rodriquez","Southern Ill.","Sr.","5-10","G","33","45","1.36"
"","Matt Scott","Niagara","Jr.","6-4","G","33","45","1.36"
"231","Tarkus Ferguson","UIC","Fr.","6-4","G","36","49","1.36"
"","Nijal Pearson","Texas St.","Fr.","6-5","G","36","49","1.36"
"","Chris Wray","Mount St. Mary's","Jr.","6-8","F","36","49","1.36"
"234","Jaylen Shaw","Coastal Carolina","Jr.","6-1","G","39","53","1.36"
"235","Isaac McGlone","Eastern Ky.","Sr.","6-2","G","28","38","1.36"
"236","Tai Webster","Nebraska","Sr.","6-4","G","31","42","1.35"
"237","Nate Mason","Minnesota","Jr.","6-2","G","34","46","1.35"
"","Isaiah Reese","Canisius","Fr.","6-5","G","34","46","1.35"
"239","Stevie Jordan","Rider","Fr.","6-0","G","29","39","1.34"
"","Jayson Tatum","Duke","Fr.","6-8","F","29","39","1.34"
"","Buay Tuach","LMU (CA)","Sr.","6-6","G","29","39","1.34"
"242","Jaquan Lynch","Ark.-Pine Bluff","Sr.","6-3","G","32","43","1.34"
"","Kajon Mack","Tennessee Tech","Sr.","6-3","G","32","43","1.34"
"","A.J. Mosby","Alcorn","Jr.","6-3","G","32","43","1.34"
"","Brandon Tabb","Bethune-Cookman","Jr.","6-5","G","32","43","1.34"
"","Idris Taqqee","St. Bonaventure","Jr.","6-4","G","32","43","1.34"
"247","Denzel Ingram","UNCW","Sr.","6-0","G","35","47","1.34"
"","Zach Lofton","Texas Southern","Jr.","6-3","G","35","47","1.34"
"249","Chris Chiozza","Florida","Jr.","6-0","G","36","48","1.33"
"","Deon Edwin","Kent St.","Sr.","6-3","G","36","48","1.33"
"","Dakarai Allen","San Diego St.","Sr.","6-5","G","33","44","1.33"
"","Justin Bibbins","Long Beach St.","Jr.","5-8","G","33","44","1.33"
"","Mike Cunningham","USC Upstate","So.","6-0","G","33","44","1.33"
"","Kodi Justice","Arizona St.","Jr.","6-5","G","33","44","1.33"
"","Corey Sanders","Rutgers","So.","6-2","G","33","44","1.33"
"","Armon Fletcher","Southern Ill.","So.","6-5","G","30","40","1.33"
"","Marcus LoVett","St. John's (NY)","Fr.","6-0","G","30","40","1.33"
"","Deontae North","Portland St.","Jr.","6-4","G","30","40","1.33"
"","Kendall Smith","CSUN","Jr.","6-3","G","30","40","1.33"
"","Quinton Adlesh","Columbia","So.","6-1","G","27","36","1.33"
Reclassifying
"NR","Jaylen Franklin","Abilene Christian","So.","6-2","G","26","48","1.85"
"NR","Jaren Lewis","Abilene Christian","So.","6-6","F","29","53","1.83"
"NR","Jahad Thomas","UMass Lowell","Sr.","6-2","G","31","50","1.61"
"NR","Dewayne Russell","Grand Canyon","Sr.","5-11","G","28","41","1.46"
"NR","Jalin Hart","UIW","---","5-11","G","29","40","1.38"
"NR","Gerard Martin","Grand Canyon","So.","6-6","G","31","42","1.35"

NCAA Men's Basketball
Division ITotal Points
Through Games 04/03/2017


"Rank","Name","Team","Cl","Ht","Pos","G","FGM","FT","PTS"
"1","Marcus Keene","Central Mich.","Jr.","5-9","G","32","313","208","959"
"2","Chris Clemons","Campbell","So.","5-9","G","36","301","184","904"
"3","Mike Daum","South Dakota St.","So.","6-9","F","35","274","251","878"
"4","Dallas Moore","North Florida","Sr.","6-1","G","34","299","114","812"
"5","Randy Onwuasor","Southern Utah","Sr.","6-3","G","33","253","215","780"
"6","Rashawn Thomas","A&M-Corpus Christi","Sr.","6-8","F","34","268","215","765"
"7","Malik Monk","Kentucky","Fr.","6-3","G","38","251","148","754"
"8","Frank Mason","Kansas","Sr.","5-11","G","36","241","189","753"
"9","Tyler Hall","Montana St.","So.","6-5","G","32","240","139","739"
"10","Justin Jackson","North Carolina","Jr.","6-8","F","40","264","98","731"
"11","Jonathan Stark","Murray St.","Jr.","6-0","G","33","249","117","723"
"12","Luke Kennard","Duke","So.","6-5","G","37","237","160","722"
"13","Jeremy Senglin","Weber St.","Sr.","6-2","G","34","233","121","719"
