 


  
  

NCAA Men's Basketball
Division IPoints Per Game
Through Games 04/05/2010


"Rank","Name","Team","Cl","Ht","Pos","G","FGM","3FG","FT","PTS","PPG"
"","Sean Smith","UNC Asheville","Sr.","6-6","G","31","65","2.1"
"171","Chaisson Allen","Northeastern","Jr.","6-4","G","33","69","2.1"
"","Jeremy Montgomery","Cleveland St.","So.","6-2","G","33","69","2.1"
"","Scottie Reynolds","Villanova","Sr.","6-2","G","33","69","2.1"
"","Greivis Vasquez","Maryland","Sr.","6-6","G","33","69","2.1"
"175","Xavier Silas","NIU","Jr.","6-5","G","25","52","2.1"
"176","Noruwa Agho","Columbia","So.","6-3","G","28","58","2.1"
"","Brenton Butler","Fordham","Sr.","6-3","G","28","58","2.1"
"","Tony Hooper","ULM","Sr.","5-11","G","28","58","2.1"
"179","Matt Mouzy","Little Rock","Jr.","6-0","G","29","60","2.1"
"","Stefan Perunicic","St. Francis Brooklyn","So.","6-6","G","29","60","2.1"
"181","Sean Baptiste","FDU","Sr.","6-3","G","30","62","2.1"
"","David Nurse","Western Ill.","Sr.","6-3","G","30","62","2.1"
"183","Martiz Washington","Longwood","So.","6-0","G","31","64","2.1"
"184","Mychal Ladd","Fresno St.","So.","6-5","G","32","66","2.1"
"185","Jason Bohannon","Wisconsin","Sr.","6-2","G","33","68","2.1"
"186","Jamarr Sanders","UAB","Jr.","6-4","G","34","70","2.1"
"187","Phillip McDonald","New Mexico","So.","6-5","G","35","72","2.1"
"","Deonta Vaughn","Cincinnati","Sr.","6-1","G","35","72","2.1"
"189","Will Holland","Mount St. Mary's","Sr.","6-4","G","24","49","2.0"
"190","Kareem Brown","Coppin St.","Jr.","6-2","G","28","57","2.0"
"191","Paul George","Fresno St.","So.","6-8","F","29","59","2.0"
"192","James Powell","UC Santa Barbara","Sr.","6-2","G","30","61","2.0"
"","Bo Spencer","LSU","Jr.","6-1","G","30","61","2.0"
"194","Ben Botts","Purdue Fort Wayne","Jr.","6-0","G","31","63","2.0"
"","Frankie Sullivan","Auburn","So.","6-1","G","31","63","2.0"
"196","Edgar Sosa","Louisville","Sr.","6-2","G","33","67","2.0"
"","Adrian Thomas","Miami (FL)","Jr.","6-7","F","33","67","2.0"
"198","John Roberson","Texas Tech","Jr.","5-11","G","35","71","2.0"
"","Demetrece Young","Pacific","Jr.","5-11","G","35","71","2.0"
"200","William Graves","North Carolina","Jr.","6-6","F","36","73","2.0"
"201","Kyle Weems","Missouri St.","So.","6-6","F","36","72","2.0"
"","Alex Young","IU Indy","So.","6-6","F","36","72","2.0"
"","Jamel Guyton","Louisiana Tech","Sr.","6-3","G","35","70","2.0"
"","Marcus Denmon","Missouri","So.","6-3","G","34","68","2.0"
"","Kim English","Missouri","So.","6-6","G","34","68","2.0"
"","Ethan Wragge","Creighton","Fr.","6-7","F","34","68","2.0"
"","Greg Plater","Long Beach St.","Jr.","6-1","G","33","66","2.0"
"","Ryan Wedel","Drake","Jr.","5-11","G","33","66","2.0"
"","Julius Coles","Canisius","Jr.","6-4","G","31","62","2.0"
"","Michael Culpo","LIU","So.","6-1","G","31","62","2.0"
"","Brandis Raley-Ross","South Carolina","Sr.","6-2","G","31","62","2.0"
"","Colt Ryan","Evansville","Fr.","6-5","G","30","60","2.0"
"213","Steve McNees","Akron","Jr.","6-2","G","35","69","2.0"
"","Jared Quayle","Utah St.","Sr.","6-1","G","35","69","2.0"
"215","Jason Clark","Georgetown","So.","6-2","G","34","67","2.0"
"","Erving Walker","Florida","So.","5-8","G","34","67","2.0"
"217","James Washington","Middle Tenn.","Jr.","5-10","G","33","65","2.0"
"218","T.J. Campbell","Portland","Sr.","5-9","G","32","63","2.0"
"","Julius Cheeks","Mississippi Val.","Sr.","6-2","G","32","63","2.0"
"","Drew Viney","LMU (CA)","So.","6-5","F","32","63","2.0"
"221","Andrew Beinert","Holy Cross","Jr.","6-4","G","31","61","2.0"
"","Kyle Gibson","Louisiana Tech","Sr.","6-4","G","31","61","2.0"
"","Andrew Warren","Bradley","Jr.","6-6","G","31","61","2.0"
"","Sammy Zeglinski","Virginia","So.","6-1","G","31","61","2.0"
"225","Wesley Jenkins","Saint Peter's","Jr.","5-11","G","29","57","2.0"
"","Rodney Pierce","Buffalo","Sr.","6-2","G","29","57","2.0"
"227","Chauncey Hardy","Sacred Heart","Sr.","6-0","G","24","47","2.0"
"228","Dee Bost","Mississippi St.","So.","6-2","G","36","70","1.9"
"","Sherron Collins","Kansas","Sr.","5-11","G","36","70","1.9"
"","Leroy Nobles","IU Indy","Jr.","6-5","G","36","70","1.9"
"231","Junior Salters","Wofford","Sr.","6-2","G","35","68","1.9"
"232","Eric Hayes","Maryland","Sr.","6-4","G","33","64","1.9"
"","Justin Robinson","Rider","Jr.","6-2","G","33","64","1.9"
"234","Clevin Hannah","Wichita St.","Sr.","5-11","G","32","62","1.9"
"","Ronnie Moss","TCU","So.","6-2","G","32","62","1.9"
"","Drew Spradlin","Elon","So.","6-5","G","32","62","1.9"
"237","Sharaud Curry","Providence","Sr.","5-10","G","31","60","1.9"
"","Dynile Forbes","ULM","Sr.","6-2","G","31","60","1.9"
"239","Jeremy Bynum","Jacksonville St.","Jr.","6-3","G","30","58","1.9"
"","Candon Rusin","Marist","Fr.","6-4","G","30","58","1.9"
"241","Brandon Johnson","San Diego","Sr.","6-0","G","29","56","1.9"
"242","Ceola Clark","Western Ill.","So.","6-3","G","27","52","1.9"
"243","Xavier Henry","Kansas","Fr.","6-6","G","36","69","1.9"
"","D.J. Richardson","Illinois","Fr.","6-3","G","36","69","1.9"
"245","Ben Hansbrough","Notre Dame","Jr.","6-3","G","35","67","1.9"
"246","Mike Evanovich","Fairfield","Sr.","6-8","F","34","65","1.9"
"","Lazar Hayward","Marquette","Sr.","6-6","F","34","65","1.9"
"248","Malcolm Delaney","Virginia Tech","Jr.","6-3","G","33","63","1.9"
"","David Kool","Western Mich.","Sr.","6-3","G","33","63","1.9"
"250","Edvinas Ruzgas","TCU","Sr.","6-6","G","32","61","1.9"
"","Vincent Simpson","Hampton","Sr.","6-1","G","32","61","1.9"
Reclassifying
"NR","Jake Thomas","South Dakota","Fr.","6-3","G","32","89","2.8"
"NR","Travis Bledsoe","North Dakota","Sr.","5-11","G","25","58","2.3"
"NR","Trent Blakely","CSU Bakersfield","Sr.","6-4","G","29","61","2.1"
"NR","Louie Krogman","South Dakota","So.","6-1","G","32","65","2.0"

NCAA Men's Basketball
Division IThree-Point Field-Goal Percentage
Through Games 04/05/2010

Minimum 2.5 3-Pt. Field Goals Made per Game
       
"Rank","Name","Team","Cl","Ht","Pos","G","3FG","3FGA","3FG%"
"1","Jared Stohl","Portland","Jr.","6-2","G","32","98","205","47.8"
"2","Tommy Freeman","Ohio","Jr.","6-5","G","37","93","195","47.7"
"3","Jim Mower","Lafayette","So.","6-3","G","32","92","198","46.5"
"4","Frank Davis","Tennessee Tech","Sr.","6-2","G","32","88","198","44.4"
"","Devon Beitzel","Northern Colo.","Jr.","6-0","G","26","68","153","44.4"
"6","Jordan Burgason","Lipscomb","So.","6-3","G","29","96","219","43.8"
"7","Robbie Harman","Central Mich.","Sr.","5-11","G","30","105","245","42.9"
"8","Ryan Wittman","Cornell","Sr.","6-6","F","34","109","255","42.7"
"9","Donald Sims","App State","Jr.","6-1","G","37","123","288","42.7"
"10","Michael Roll","UCLA","Sr.","6-5","G","32","80","188","42.6"
"11","Zack Rosen","Penn","So.","6-1","G","28","71","167","42.5"
"12","Bryan Dougher","Stony Brook","So.","6-1","G","32","95","224","42.4"
"13","Jordan Sugars","Navy","So.","6-3","G","30","78","185","42.2"
"14","Jon Diebler","Ohio St.","Jr.","6-6","G","37","116","276","42.0"
"15","LaceDarius Dunn","Baylor","Jr.","6-4","G","36","116","277","41.9"
"16","Melvin Jones","Portland St.","Jr.","5-10","G","32","81","194","41.8"
"17","Troy Cotton","Green Bay","Sr.","6-1","G","35","103","247","41.7"
"18","Antonio Hanson","Ga. Southern","Sr.","6-2","G","32","100","241","41.5"
"19","Roman Martinez","New Mexico","Sr.","6-6","F","35","99","240","41.3"
"20","Tony Freeman","Southern Ill.","Sr.","6-1","G","29","77","187","41.2"
"21","Michael Thompson","Northwestern","Jr.","5-10","G","34","88","214","41.1"
"22","Zach Urbanus","The Citadel","Jr.","6-2","G","32","83","202","41.1"
"23","Tay Waller","Auburn","Sr.","6-2","G","26","87","212","41.0"
"24","Robert Owens","San Jose St.","Sr.","6-3","G","31","78","191","40.8"
"25","Maze Stallworth","Morehead St.","Sr.","6-4","F","35","95","233","40.8"
"26","Andy Rautins","Syracuse","Sr.","6-4","G","35","98","241","40.7"
"27","Jonathan Gibson","New Mexico St.","Sr.","6-2","G","34","106","261","40.6"
"28","Chris Warren","Ole Miss","Jr.","5-10","G","35","111","275","40.4"
"29","Jerome Randle","California","Sr.","5-10","G","35","92","228","40.4"
"30","Diego Kapelan","McNeese","Sr.","6-2","G","30","86","214","40.2"
"31","Menji Mundadi","Alabama St.","Sr.","6-3","G","31","94","234","40.2"
"32","Nick Barbour","High Point","So.","6-3","G","29","73","182","40.1"
"33","Ryan Litke","Sacred Heart","Sr.","6-3","G","29","85","212","40.1"
"34","Gerald McLemore","Maine","So.","6-3","G","30","102","256","39.8"
"35","Kelvin Lewis","Houston","Sr.","6-4","G","35","102","257","39.7"
"36","Jacob Pullen","Kansas St.","Jr.","6-0","G","37","110","278","39.6"
"37","Andrew Goudelock","Col. of Charleston","Jr.","6-2","G","34","97","247","39.3"
"38","Michael Sparks","VMI","So.","6-4","G","29","75","191","39.3"
"39","Damian Lillard","Weber St.","So.","6-2","G","31","84","214","39.3"
"40","Chris Matthews","St. Bonaventure","Sr.","6-4","G","31","101","258","39.1"
"41","Josh Thornton","Towson","Sr.","6-2","G","30","77","197","39.1"
"42","E.J. Kusnyer","Mercer","Sr.","6-5","G","33","107","274","39.1"
"43","Adam Leonard","Missouri St.","Jr.","6-1","G","36","103","264","39.0"
"44","Greg Gantt","Fla. Atlantic","Fr.","6-2","G","30","85","218","39.0"
"45","Corey Hassan","Sacred Heart","Sr.","6-5","F","28","90","234","38.5"
"46","Anatoly Bose","Nicholls","Jr.","6-6","G","30","86","224","38.4"
"47","Jon Scheyer","Duke","Sr.","6-5","G","40","110","287","38.3"
"48","Josh Davis","Samford","Jr.","6-4","G","31","85","222","38.3"
"49","Brandon Hazzard","Troy","Sr.","6-2","G","33","83","217","38.2"
"50","Jeremy Green","Stanford","So.","6-4","G","32","93","244","38.1"
"51","Brendan McKillop","Davidson","Jr.","6-1","G","31","80","211","37.9"
"52","Corey Allmond","Sam Houston","Sr.","6-1","G","33","96","257","37.4"
"53","Ty Patterson","Chattanooga","Sr.","6-6","G","25","74","200","37.0"
"54","Kyle Roemer","Colgate","Sr.","6-3","F","29","76","206","36.9"
"55","Stephan Gilling","Long Beach St.","Sr.","6-2","G","33","83","226","36.7"
"56","Tyrone Lewis","Niagara","Sr.","6-0","G","27","87","237","36.7"
"57","Michael Hunter","UC Irvine","Sr.","5-10","G","32","80","221","36.2"
"58","Reggie Holmes","Morgan St.","Sr.","6-4","G","37","100","279","35.8"
"59","Ricky Cadell","St. Francis Brooklyn","Jr.","6-2","G","27","72","202","35.6"
"60","Jamarco Warren","Charleston So.","Jr.","5-10","G","30","82","231","35.5"
"61","Julius Wells","James Madison","So.","6-5","F","33","91","258","35.3"
"62","Donald Qualls","Grambling","Jr.","5-8","G","27","75","217","34.6"
"63","Joe Zeglinski","Hartford","Jr.","6-0","G","29","98","285","34.4"
"64","David Schneider","William & Mary","Sr.","6-3","G","33","99","289","34.3"
"65","Chris Harris","Navy","Sr.","6-2","G","30","88","257","34.2"
"66","Jeremy Hazell","Seton Hall","Jr.","6-5","G","32","98","290","33.8"
"67","Austin Kenon","VMI","Jr.","5-11","G","29","80","242","33.1"
"68","Keith Gabriel","VMI","So.","6-4","G","28","84","262","32.1"
"69","Derrio Green","Charlotte","So.","6-2","G","31","79","252","31.3"
Reclassifying
"NR","Jake Thomas","South Dakota","Fr.","6-3","G","32","89","202","44.1"

NCAA Men's Basketball
Division IFree-Throw Percentage
Through Games 04/05/2010

Minimum 2.5 Free Throws Made per Game
       
"Rank","Name","Team","Cl","Ht","Pos","G","FT","FTA","FT%"
"1","Donald Sims","App State","Jr.","6-1","G","37","175","184","95.1"
"2","Jerome Randle","California","Sr.","5-10","G","35","139","149","93.3"
"3","Luke Babbitt","Nevada","So.","6-9","F","34","199","217","91.7"
"4","Tyler Haws","BYU","Fr.","6-5","G","35","110","120","91.7"
"5","Paul George","Fresno St.","So.","6-8","F","29","120","132","90.9"
"6","Clevin Hannah","Wichita St.","Sr.","5-11","G","32","85","94","90.4"
"7","Dominic Waters","Portland St.","Sr.","6-1","G","32","138","153","90.2"
"8","Robbie Hummel","Purdue","Jr.","6-8","F","27","110","122","90.2"
"9","Bryan Sherrer","South Alabama","Sr.","6-0","G","28","91","101","90.1"
"10","T.J. Campbell","Portland","Sr.","5-9","G","32","116","129","89.9"
"11","David Kool","Western Mich.","Sr.","6-3","G","33","209","233","89.7"
"12","Jimmer Fredette","BYU","Jr.","6-2","G","34","224","251","89.2"
"13","Brett Harvey","Loyola Maryland","Sr.","6-0","G","25","89","100","89.0"
"14","Adrian Oliver","San Jose St.","Jr.","6-4","G","31","188","212","88.7"
"15","Ashton Gibbs","Pittsburgh","So.","6-2","G","34","137","155","88.4"
"16","J'Covan Brown","Texas","Fr.","6-1","G","33","83","94","88.3"
"","Justin Robinson","Rider","Jr.","6-2","G","33","83","94","88.3"
"18","Nic Wise","Arizona","Sr.","5-10","G","31","137","156","87.8"
"19","Jon Scheyer","Duke","Sr.","6-5","G","40","194","221","87.8"
"20","Sharaud Curry","Providence","Sr.","5-10","G","31","126","144","87.5"
"","Jeremy Granger","Eastern Ill.","So.","6-1","G","31","84","96","87.5"
"22","Anthony Johnson","Montana","Sr.","6-3","G","32","202","231","87.4"
"23","Jared Mintz","Lafayette","Jr.","6-9","F","31","131","150","87.3"
"24","Tim Abromaitis","Notre Dame","Jr.","6-8","F","35","117","134","87.3"
"25","Chris Harris","Navy","Sr.","6-2","G","30","178","204","87.3"
"26","Michael Hunter","UC Irvine","Sr.","5-10","G","32","81","93","87.1"
"27","Andrew Warren","Bradley","Jr.","6-6","G","31","100","115","87.0"
"","Garrett Callahan","South Dakota St.","Sr.","6-1","G","30","80","92","87.0"
"29","Sultan Toles-Bey","Sacramento St.","Jr.","5-10","G","30","93","107","86.9"
"30","Cameron Wells","The Citadel","Jr.","6-1","G","32","142","164","86.6"
"31","Mikhail Torrance","Alabama","Sr.","6-5","G","32","135","156","86.5"
"32","Derek Glasser","Arizona St.","Sr.","6-1","G","33","113","131","86.3"
"33","Lorenzo Keeler","Cal Poly","Sr.","6-2","G","31","163","189","86.2"
"34","Zack Rosen","Penn","So.","6-1","G","28","144","167","86.2"
"35","Matt Bouldin","Gonzaga","Sr.","6-5","G","33","127","148","85.8"
"","Alex Zampier","Yale","Sr.","6-3","G","29","127","148","85.8"
"37","Tre'Von Willis","UNLV","Jr.","6-4","G","33","163","190","85.8"
"38","Greivis Vasquez","Maryland","Sr.","6-6","G","33","138","161","85.7"
"","LaceDarius Dunn","Baylor","Jr.","6-4","G","36","126","147","85.7"
"","Luka Drca","Utah","Sr.","6-5","G","31","96","112","85.7"
"","Jordan Bitzer","Central Mich.","Sr.","6-2","G","30","90","105","85.7"
"42","Austin Freeman","Georgetown","Jr.","6-4","G","33","83","97","85.6"
"","Nick Leon","Saint Peter's","Jr.","5-11","G","30","83","97","85.6"
"44","Sherron Collins","Kansas","Sr.","5-11","G","36","118","138","85.5"
"45","Davis Baker","Southern Utah","Sr.","6-4","G","29","111","130","85.4"
"46","Damian Lillard","Weber St.","So.","6-2","G","31","163","191","85.3"
"47","Karon Abraham","Robert Morris","Fr.","5-9","G","35","126","148","85.1"
"48","John Holland","Boston U.","Jr.","6-5","G","35","183","215","85.1"
"49","Frankie Sullivan","Auburn","So.","6-1","G","31","80","94","85.1"
"50","Will Figures","Northern Colo.","Sr.","5-9","G","33","188","221","85.1"
"51","Matthew Dellavedova","Saint Mary's (CA)","Fr.","6-4","G","34","96","113","85.0"
"52","Maurice Joseph","Vermont","Sr.","6-4","G","35","123","145","84.8"
"53","Jonathan Gibson","New Mexico St.","Sr.","6-2","G","34","95","112","84.8"
"54","Johnathon Jones","Oakland","Sr.","5-11","G","35","106","125","84.8"
"55","Robo Kreps","UIC","Jr.","6-1","G","30","116","137","84.7"
"56","Tu Holloway","Xavier","So.","6-0","G","35","154","182","84.6"
"57","Harry Marshall","Indiana St.","Sr.","6-0","G","25","87","103","84.5"
"58","David Perez","Centenary (LA)","So.","6-3","G","29","97","115","84.3"
"59","Vincent Goldsberry","Coppin St.","Jr.","6-0","G","30","86","102","84.3"
"60","Lazar Hayward","Marquette","Sr.","6-6","F","34","107","127","84.3"
"61","Malcolm Delaney","Virginia Tech","Jr.","6-3","G","33","230","273","84.2"
"62","Austin Kenon","VMI","Jr.","5-11","G","29","133","158","84.2"
"63","Chad Tomko","UNCW","Jr.","5-11","G","29","74","88","84.1"
"64","Tyler Laser","Eastern Ill.","Jr.","6-1","G","31","79","94","84.0"
"65","Kyle Gibson","Louisiana Tech","Sr.","6-4","G","31","184","219","84.0"
"66","Jared Maree","UTRGV","So.","6-3","G","32","89","106","84.0"
"","Clint Sargent","South Dakota St.","Jr.","6-4","G","30","89","106","84.0"
"68","Mike Tisdale","Illinois","Jr.","7-1","C","36","94","112","83.9"
"69","Damian Hollis","George Washington","Sr.","6-8","F","31","99","118","83.9"
"","Bo Spencer","LSU","Jr.","6-1","G","30","99","118","83.9"
"71","Scottie Reynolds","Villanova","Sr.","6-2","G","33","171","204","83.8"
"72","Elijah Cunningham-Muhammad","Tennessee Tech","Sr.","6-0","G","32","88","105","83.8"
"73","Jahmar Young","New Mexico St.","Jr.","6-4","G","34","160","191","83.8"
"74","Montarrio Haddock","Middle Tenn.","Sr.","6-5","F","32","92","110","83.6"
"75","Adam Koch","UNI","Sr.","6-8","F","35","137","164","83.5"
"76","Mark Payne","UC Davis","Jr.","6-8","G","24","121","145","83.4"
"77","Devan Downey","South Carolina","Sr.","5-9","G","31","156","187","83.4"
"78","Dominique Morrison","Oral Roberts","So.","6-6","F","33","135","162","83.3"
"","Jermaine Mallett","Missouri St.","Jr.","6-3","G","36","100","120","83.3"
"80","Cory Higgins","Colorado","Jr.","6-5","G","31","169","203","83.3"
"81","Dorian Green","Colorado St.","Fr.","6-2","G","32","109","131","83.2"
"82","Damier Pitts","Marshall","So.","5-10","G","31","89","107","83.2"
"83","Matt Gatens","Iowa","So.","6-5","G","32","84","101","83.2"
"84","Jaytornah Wisseh","LIU","Sr.","6-1","G","29","163","196","83.2"
"85","Nate Wolters","South Dakota St.","Fr.","6-3","G","29","113","136","83.1"
"86","C.J. Harris","Wake Forest","Fr.","6-3","G","31","108","130","83.1"
"87","James Johnson","Quinnipiac","So.","6-0","G","33","107","129","82.9"
"88","Devin Sweetney","Saint Francis","Sr.","6-6","G","28","155","187","82.9"
"89","Michael Thompson","Northwestern","Jr.","5-10","G","34","92","111","82.9"
"90","Gordon Hayward","Butler","So.","6-9","F","37","179","216","82.9"
"91","Colt Ryan","Evansville","Fr.","6-5","G","30","101","122","82.8"
"92","Quincy Pondexter","Washington","Sr.","6-6","F","36","187","226","82.7"
"93","Deonta Vaughn","Cincinnati","Sr.","6-1","G","35","91","110","82.7"
"94","A.J. Slaughter","Western Ky.","Sr.","6-3","G","34","148","179","82.7"
"95","Brandon Richardson","Nebraska","So.","6-0","G","31","85","103","82.5"
"96","Devin Gibson","UTSA","Jr.","6-1","G","30","132","160","82.5"
"97","Taylor Brown","Bradley","So.","6-6","F","27","84","102","82.4"
"98","Chris Long","Elon","Jr.","6-2","G","32","97","118","82.2"
"99","Jacob Pullen","Kansas St.","Jr.","6-0","G","37","203","247","82.2"
"100","Josh White","North Texas","Jr.","5-10","G","33","152","185","82.2"
"101","Mike Cavataio","Holy Cross","So.","6-4","G","31","78","95","82.1"
"102","Tristan Thompson","North Texas","Jr.","6-5","G","33","133","162","82.1"
"103","James Eayrs","Milwaukee","Sr.","6-7","F","34","96","117","82.1"
"104","B.J. Holmes","Texas A&M","Jr.","5-11","G","34","91","111","82.0"
"105","Reggie Holmes","Morgan St.","Sr.","6-4","G","37","241","294","82.0"
"106","Carl Blair","New Orleans","Fr.","6-1","G","30","95","116","81.9"
"107","Drew Viney","LMU (CA)","So.","6-5","F","32","104","127","81.9"
"108","Kenny Lawson Jr.","Creighton","Jr.","6-9","C","34","113","138","81.9"
"109","Brock Young","East Carolina","Jr.","5-11","G","31","158","193","81.9"
"110","Ryan Thompson","Rider","Sr.","6-6","G","33","175","214","81.8"
"111","Mike Scott","FDU","Jr.","6-0","G","32","125","153","81.7"
"112","Pierre Curtis","James Madison","Sr.","6-3","G","33","116","142","81.7"
"113","Chris Warren","Ole Miss","Jr.","5-10","G","35","107","131","81.7"
"114","Solomon Bozeman","Little Rock","Jr.","6-0","G","30","156","191","81.7"
"115","Derrio Green","Charlotte","So.","6-2","G","31","80","98","81.6"
"116","Shawn Deadwiler","Utah Valley","Jr.","6-3","G","23","71","87","81.6"
"117","Kevin Anderson","Richmond","Jr.","6-0","G","35","124","152","81.6"
"118","Terrance Calvin","Ark.-Pine Bluff","Sr.","6-2","G","34","132","162","81.5"
"","Rob Garrison","Niagara","Sr.","6-2","G","33","88","108","81.5"
"120","Angelo Johnson","Southern Miss.","So.","6-0","G","34","101","124","81.5"
"121","Brenton Butler","Fordham","Sr.","6-3","G","28","117","144","81.3"
"","Chauncey Gilliam","UMBC","So.","6-4","G","29","91","112","81.3"
"123","Armon Bassett","Ohio","Jr.","6-2","G","33","164","202","81.2"
"124","Erving Walker","Florida","So.","5-8","G","34","112","138","81.2"
"125","Sean Mosley","Maryland","So.","6-4","G","32","86","106","81.1"
"126","Xavier Silas","NIU","Jr.","6-5","G","25","159","196","81.1"
"127","C.J. Hailey","Gardner-Webb","Sr.","6-2","G","29","73","90","81.1"
"128","Kyle Casey","Harvard","Fr.","6-7","F","29","103","127","81.1"
"129","Dior Lowhorn","San Francisco","Sr.","6-7","F","29","133","164","81.1"
"130","Justin Hurtt","Tulsa","Jr.","6-4","G","35","90","111","81.1"
"131","Vaughn Duggins","Wright St.","Sr.","6-3","G","29","77","95","81.1"
"132","Sylven Landesberg","Virginia","So.","6-6","G","27","111","137","81.0"
"133","James Anderson","Oklahoma St.","Jr.","6-6","G","33","209","258","81.0"
"134","C.J. McCollum","Lehigh","Fr.","6-3","G","33","153","189","81.0"
"","Rodney Pierce","Buffalo","Sr.","6-2","G","29","102","126","81.0"
"136","Matt Dickey","UNC Asheville","So.","6-1","G","31","106","131","80.9"
"137","Benzor Simmons","UT Martin","Jr.","6-5","G","29","109","135","80.7"
"138","Jordan Miller","Furman","Jr.","6-2","G","28","96","119","80.7"
"139","Jawan Carter","Delaware","Jr.","5-11","G","31","171","212","80.7"
"140","Anthony Campbell","Austin Peay","So.","6-7","F","31","104","129","80.6"
"","Randy Davis","Ball St.","So.","5-11","G","30","104","129","80.6"
"142","Rashad Allison","Arkansas St.","Jr.","6-1","G","31","79","98","80.6"
"143","Joey Rodriguez","VCU","Jr.","5-10","G","36","95","118","80.5"
"144","Charles Jenkins","Hofstra","Jr.","6-3","G","34","169","210","80.5"
"145","Carlos Medlock","Eastern Mich.","Sr.","6-0","G","32","173","215","80.5"
"146","Glen Dean","Eastern Wash.","Fr.","5-10","G","30","86","107","80.4"
"147","Shemik Thompson","Central Conn. St.","Jr.","6-0","G","29","90","112","80.4"
"148","Jordan Swarbrick","Utah Valley","Sr.","6-6","G","29","94","117","80.3"
"149","Quinn McDowell","William & Mary","So.","6-6","G","32","98","122","80.3"
"150","Troy Franklin","Towson","So.","5-11","G","27","73","91","80.2"
"151","Jermaine Beal","Vanderbilt","Sr.","6-3","G","33","93","116","80.2"
"152","Sai'Quon Stone","Southern Miss.","Jr.","6-6","G","34","101","126","80.2"
"153","David Schneider","William & Mary","Sr.","6-3","G","33","117","146","80.1"
"154","Klay Thompson","Washington St.","So.","6-6","G","31","133","166","80.1"
"155","Manny Harris","Michigan","Jr.","6-5","G","31","152","190","80.0"
"","Justin Greene","Kent St.","So.","6-8","F","34","148","185","80.0"
"","Kenny Daniels","CSUN","Sr.","6-4","F","32","144","180","80.0"
"","Christian Watford","Indiana","Fr.","6-9","F","31","116","145","80.0"
"","Papa Dia","SMU","Jr.","6-9","F","31","96","120","80.0"
"160","John Roberson","Texas Tech","Jr.","5-11","G","35","143","179","79.9"
"161","Norris Cole","Cleveland St.","Jr.","6-2","G","33","131","164","79.9"
"162","Willie Powers","Ga. Southern","Jr.","6-2","G","32","127","159","79.9"
"163","Kyle Singler","Duke","Jr.","6-8","F","40","166","208","79.8"
"164","James Feldeine","Quinnipiac","Sr.","6-4","G","33","114","143","79.7"
"165","Muhammad El-Amin","Stony Brook","Sr.","6-5","G","31","102","128","79.7"
"","Jamie Harris","Drexel","Jr.","5-10","G","32","102","128","79.7"
"","Kenny Hayes","Miami (OH)","Sr.","6-2","G","32","102","128","79.7"
"168","Osiris Eldridge","Illinois St.","Sr.","6-3","G","33","94","118","79.7"
"","Theo Robertson","California","Sr.","6-6","F","29","94","118","79.7"
"170","Jeremy Lay","Hawaii","Jr.","6-0","G","23","62","78","79.5"
"171","Darnell Porter","South Carolina St.","Jr.","6-4","G","32","139","175","79.4"
"172","Solomon Alabi","Florida St.","So.","7-1","C","32","108","136","79.4"
"173","Reggie Moore","Washington St.","Fr.","6-1","G","31","154","194","79.4"
"174","Scott Machado","Iona","So.","6-1","G","31","126","159","79.2"
"","Kyle Roemer","Colgate","Sr.","6-3","F","29","84","106","79.2"
"176","Leroy Nobles","IU Indy","Jr.","6-5","G","36","114","144","79.2"
"","Trenton Marshall","Jacksonville St.","Jr.","6-5","F","26","95","120","79.2"
"178","Patrick Richard","McNeese","So.","6-4","F","30","79","100","79.0"
"179","Da'Sean Butler","West Virginia","Sr.","6-7","F","38","168","213","78.9"
"180","Venoy Overton","Washington","Jr.","6-0","G","36","97","123","78.9"
"181","J.T. Durley","Wichita St.","Jr.","6-8","F","35","100","127","78.7"
"182","Luke Harangody","Notre Dame","Sr.","6-8","F","30","140","178","78.7"
"183","Dynile Forbes","ULM","Sr.","6-2","G","31","84","107","78.5"
"","Reggie Johnson","Miami (FL)","Fr.","6-10","C","32","84","107","78.5"
"185","Donald Qualls","Grambling","Jr.","5-8","G","27","80","102","78.4"
"186","Casper Ware","Long Beach St.","So.","5-9","G","33","109","139","78.4"
"187","Matt Howard","Butler","Jr.","6-8","F","38","178","227","78.4"
"188","Randy Berry","Green Bay","Sr.","6-9","F","35","116","148","78.4"
"189","Xavier Henry","Kansas","Fr.","6-6","G","36","90","115","78.3"
"190","Gavin Edwards","UConn","Sr.","6-10","F","34","97","124","78.2"
"","Dennis Horner","NC State","Sr.","6-9","F","36","97","124","78.2"
"192","Marc Trasolini","Santa Clara","So.","6-9","F","32","122","156","78.2"
"193","Maurice Bolden","Southern Miss.","So.","6-10","G","34","86","110","78.2"
"194","Jean Cajou","Mount St. Mary's","Jr.","6-3","G","31","78","100","78.0"
"","Jauwan Scaife","Ball St.","Fr.","6-2","G","30","78","100","78.0"
"196","Jonathan Rodriguez","Campbell","Sr.","6-5","F","30","173","222","77.9"
"197","Ben Smith","Jacksonville","Sr.","5-10","G","33","197","253","77.9"
"198","Kellen Brand","App State","Sr.","6-1","G","37","102","131","77.9"
"199","Brandon Johnson","San Diego","Sr.","6-0","G","29","109","140","77.9"
"200","Steven Gray","Gonzaga","Jr.","6-5","G","34","91","117","77.8"
